"統計年月","縣市","行政區域","教育程度總計","大學以上","大學","大學以下","大學以上比例","大學比例","大學以下比例"
10401,"高雄市","鹽埕區藍橋里",1370,85,340,945,0.062,0.2482,0.6898
10401,"高雄市","鹽埕區慈愛里",338,17,59,262,0.0503,0.1746,0.7751
10401,"高雄市","鹽埕區博愛里",674,32,127,515,0.0475,0.1884,0.7641
10401,"高雄市","鹽埕區壽星里",1381,80,307,994,0.0579,0.2223,0.7198
10401,"高雄市","鹽埕區中山里",1130,102,368,660,0.0903,0.3257,0.5841
10401,"高雄市","鹽埕區教仁里",2214,166,565,1483,0.075,0.2552,0.6698
10401,"高雄市","鹽埕區新樂里",902,86,269,547,0.0953,0.2982,0.6064
10401,"高雄市","鹽埕區中原里",645,45,170,430,0.0698,0.2636,0.6667
10401,"高雄市","鹽埕區光明里",1442,106,363,973,0.0735,0.2517,0.6748
10401,"高雄市","鹽埕區育仁里",795,59,207,529,0.0742,0.2604,0.6654
10401,"高雄市","鹽埕區河濱里",1756,167,502,1087,0.0951,0.2859,0.619
10401,"高雄市","鹽埕區沙地里",730,46,188,496,0.063,0.2575,0.6795
10401,"高雄市","鹽埕區南端里",1044,68,276,700,0.0651,0.2644,0.6705
10401,"高雄市","鹽埕區港都里",1154,51,274,829,0.0442,0.2374,0.7184
10401,"高雄市","鹽埕區江西里",1152,85,301,766,0.0738,0.2613,0.6649
10401,"高雄市","鹽埕區新豐里",836,61,185,590,0.073,0.2213,0.7057
10401,"高雄市","鹽埕區府北里",1993,80,365,1548,0.0401,0.1831,0.7767
10401,"高雄市","鹽埕區陸橋里",1293,63,292,938,0.0487,0.2258,0.7254
10401,"高雄市","鹽埕區瀨南里",630,36,141,453,0.0571,0.2238,0.719
10401,"高雄市","鹽埕區新化里",639,29,135,475,0.0454,0.2113,0.7433
10401,"高雄市","鹽埕區江南里",663,38,166,459,0.0573,0.2504,0.6923
10401,"高雄市","鼓山區鼓峰里",2082,79,464,1539,0.0379,0.2229,0.7392
10401,"高雄市","鼓山區雄峰里",2109,128,529,1452,0.0607,0.2508,0.6885
10401,"高雄市","鼓山區前峰里",4436,353,1221,2862,0.0796,0.2752,0.6452
10401,"高雄市","鼓山區光榮里",3636,183,793,2660,0.0503,0.2181,0.7316
10401,"高雄市","鼓山區民族里",1370,63,268,1039,0.046,0.1956,0.7584
10401,"高雄市","鼓山區內惟里",1177,56,217,904,0.0476,0.1844,0.7681
10401,"高雄市","鼓山區建國里",2427,151,596,1680,0.0622,0.2456,0.6922
10401,"高雄市","鼓山區忠正里",3983,192,879,2912,0.0482,0.2207,0.7311
10401,"高雄市","鼓山區自強里",763,56,254,453,0.0734,0.3329,0.5937
10401,"高雄市","鼓山區龍井里",1331,62,247,1022,0.0466,0.1856,0.7678
10401,"高雄市","鼓山區正德里",2084,100,441,1543,0.048,0.2116,0.7404
10401,"高雄市","鼓山區平和里",3619,211,877,2531,0.0583,0.2423,0.6994
10401,"高雄市","鼓山區民強里",2815,118,613,2084,0.0419,0.2178,0.7403
10401,"高雄市","鼓山區厚生里",3255,172,640,2443,0.0528,0.1966,0.7505
10401,"高雄市","鼓山區龍子里",14585,1865,4858,7862,0.1279,0.3331,0.539
10401,"高雄市","鼓山區龍水里",18733,3096,6777,8860,0.1653,0.3618,0.473
10401,"高雄市","鼓山區明誠里",16368,1742,5218,9408,0.1064,0.3188,0.5748
10401,"高雄市","鼓山區華豐里",4032,383,1223,2426,0.095,0.3033,0.6017
10401,"高雄市","鼓山區裕興里",3313,264,974,2075,0.0797,0.294,0.6263
10401,"高雄市","鼓山區裕豐里",2712,287,955,1470,0.1058,0.3521,0.542
10401,"高雄市","鼓山區鼓岩里",1318,37,204,1077,0.0281,0.1548,0.8171
10401,"高雄市","鼓山區樹德里",1196,61,242,893,0.051,0.2023,0.7467
10401,"高雄市","鼓山區寶樹里",1871,61,290,1520,0.0326,0.155,0.8124
10401,"高雄市","鼓山區興宗里",1371,80,234,1057,0.0584,0.1707,0.771
10401,"高雄市","鼓山區光化里",1338,36,251,1051,0.0269,0.1876,0.7855
10401,"高雄市","鼓山區山下里",1380,89,330,961,0.0645,0.2391,0.6964
10401,"高雄市","鼓山區河邊里",1545,56,306,1183,0.0362,0.1981,0.7657
10401,"高雄市","鼓山區綠川里",1530,63,274,1193,0.0412,0.1791,0.7797
10401,"高雄市","鼓山區登山里",667,24,132,511,0.036,0.1979,0.7661
10401,"高雄市","鼓山區峰南里",897,28,150,719,0.0312,0.1672,0.8016
10401,"高雄市","鼓山區麗興里",1003,48,201,754,0.0479,0.2004,0.7517
10401,"高雄市","鼓山區新民里",1060,40,202,818,0.0377,0.1906,0.7717
10401,"高雄市","鼓山區延平里",818,49,173,596,0.0599,0.2115,0.7286
10401,"高雄市","鼓山區維生里",1336,74,306,956,0.0554,0.229,0.7156
10401,"高雄市","鼓山區惠安里",1245,71,256,918,0.057,0.2056,0.7373
10401,"高雄市","鼓山區壽山里",1445,46,237,1162,0.0318,0.164,0.8042
10401,"高雄市","鼓山區哨船頭里",1046,55,203,788,0.0526,0.1941,0.7533
10401,"高雄市","鼓山區桃源里",635,64,139,432,0.1008,0.2189,0.6803
10401,"高雄市","左營區進學里",2682,76,387,2219,0.0283,0.1443,0.8274
10401,"高雄市","左營區尾西里",1117,53,235,829,0.0474,0.2104,0.7422
10401,"高雄市","左營區頂北里",569,26,135,408,0.0457,0.2373,0.717
10401,"高雄市","左營區中北里",664,13,114,537,0.0196,0.1717,0.8087
10401,"高雄市","左營區中南里",565,18,90,457,0.0319,0.1593,0.8088
10401,"高雄市","左營區廟東里",868,25,146,697,0.0288,0.1682,0.803
10401,"高雄市","左營區廟北里",946,33,138,775,0.0349,0.1459,0.8192
10401,"高雄市","左營區尾南里",768,19,122,627,0.0247,0.1589,0.8164
10401,"高雄市","左營區尾北里",3488,179,737,2572,0.0513,0.2113,0.7374
10401,"高雄市","左營區屏山里",1694,63,305,1326,0.0372,0.18,0.7828
10401,"高雄市","左營區祥和里",417,12,53,352,0.0288,0.1271,0.8441
10401,"高雄市","左營區永清里",937,39,198,700,0.0416,0.2113,0.7471
10401,"高雄市","左營區莒光里",1818,84,452,1282,0.0462,0.2486,0.7052
10401,"高雄市","左營區光輝里",2530,188,660,1682,0.0743,0.2609,0.6648
10401,"高雄市","左營區合群里",2499,190,687,1622,0.076,0.2749,0.6491
10401,"高雄市","左營區明建里",848,91,308,449,0.1073,0.3632,0.5295
10401,"高雄市","左營區頂西里",1040,49,199,792,0.0471,0.1913,0.7615
10401,"高雄市","左營區聖后里",793,34,130,629,0.0429,0.1639,0.7932
10401,"高雄市","左營區聖西里",363,18,77,268,0.0496,0.2121,0.7383
10401,"高雄市","左營區聖南里",544,34,101,409,0.0625,0.1857,0.7518
10401,"高雄市","左營區城南里",542,31,108,403,0.0572,0.1993,0.7435
10401,"高雄市","左營區路東里",769,52,165,552,0.0676,0.2146,0.7178
10401,"高雄市","左營區廍北里",469,16,76,377,0.0341,0.162,0.8038
10401,"高雄市","左營區廍南里",646,22,137,487,0.0341,0.2121,0.7539
10401,"高雄市","左營區埤西里",982,54,210,718,0.055,0.2138,0.7312
10401,"高雄市","左營區埤北里",1394,38,199,1157,0.0273,0.1428,0.83
10401,"高雄市","左營區埤東里",1086,31,209,846,0.0285,0.1924,0.779
10401,"高雄市","左營區海勝里",6055,231,1265,4559,0.0382,0.2089,0.7529
10401,"高雄市","左營區崇實里",3133,326,1051,1756,0.1041,0.3355,0.5605
10401,"高雄市","左營區自助里",406,23,134,249,0.0567,0.33,0.6133
10401,"高雄市","左營區果貿里",2859,174,819,1866,0.0609,0.2865,0.6527
10401,"高雄市","左營區果惠里",1623,55,377,1191,0.0339,0.2323,0.7338
10401,"高雄市","左營區果峰里",1745,59,352,1334,0.0338,0.2017,0.7645
10401,"高雄市","左營區新下里",13081,1288,3919,7874,0.0985,0.2996,0.6019
10401,"高雄市","左營區新上里",25776,2857,8333,14586,0.1108,0.3233,0.5659
10401,"高雄市","左營區新中里",5063,346,1237,3480,0.0683,0.2443,0.6873
10401,"高雄市","左營區新光里",13213,1311,3838,8064,0.0992,0.2905,0.6103
10401,"高雄市","左營區菜公里",28194,2544,8283,17367,0.0902,0.2938,0.616
10401,"高雄市","左營區福山里",33870,2746,9713,21411,0.0811,0.2868,0.6322
10401,"高雄市","楠梓區清豐里",20114,1503,5800,12811,0.0747,0.2884,0.6369
10401,"高雄市","楠梓區東寧里",4031,354,1235,2442,0.0878,0.3064,0.6058
10401,"高雄市","楠梓區五常里",5884,269,1387,4228,0.0457,0.2357,0.7186
10401,"高雄市","楠梓區享平里",3161,189,828,2144,0.0598,0.2619,0.6783
10401,"高雄市","楠梓區中陽里",2858,135,667,2056,0.0472,0.2334,0.7194
10401,"高雄市","楠梓區惠楠里",3219,153,728,2338,0.0475,0.2262,0.7263
10401,"高雄市","楠梓區惠民里",3934,243,1008,2683,0.0618,0.2562,0.682
10401,"高雄市","楠梓區惠豐里",4747,308,1280,3159,0.0649,0.2696,0.6655
10401,"高雄市","楠梓區錦屏里",3483,205,872,2406,0.0589,0.2504,0.6908
10401,"高雄市","楠梓區玉屏里",2499,95,554,1850,0.038,0.2217,0.7403
10401,"高雄市","楠梓區金田里",3400,160,773,2467,0.0471,0.2274,0.7256
10401,"高雄市","楠梓區稔田里",1638,65,335,1238,0.0397,0.2045,0.7558
10401,"高雄市","楠梓區瑞屏里",3953,249,969,2735,0.063,0.2451,0.6919
10401,"高雄市","楠梓區翠屏里",15453,894,4400,10159,0.0579,0.2847,0.6574
10401,"高雄市","楠梓區宏南里",1323,254,554,515,0.192,0.4187,0.3893
10401,"高雄市","楠梓區宏毅里",2697,194,715,1788,0.0719,0.2651,0.663
10401,"高雄市","楠梓區宏榮里",2787,297,755,1735,0.1066,0.2709,0.6225
10401,"高雄市","楠梓區廣昌里",3131,138,672,2321,0.0441,0.2146,0.7413
10401,"高雄市","楠梓區久昌里",2687,114,637,1936,0.0424,0.2371,0.7205
10401,"高雄市","楠梓區大昌里",2231,90,454,1687,0.0403,0.2035,0.7562
10401,"高雄市","楠梓區福昌里",2124,105,489,1530,0.0494,0.2302,0.7203
10401,"高雄市","楠梓區盛昌里",5455,385,1600,3470,0.0706,0.2933,0.6361
10401,"高雄市","楠梓區泰昌里",1535,64,295,1176,0.0417,0.1922,0.7661
10401,"高雄市","楠梓區興昌里",4383,317,1183,2883,0.0723,0.2699,0.6578
10401,"高雄市","楠梓區建昌里",2750,148,646,1956,0.0538,0.2349,0.7113
10401,"高雄市","楠梓區宏昌里",3158,212,884,2062,0.0671,0.2799,0.6529
10401,"高雄市","楠梓區和昌里",2161,153,555,1453,0.0708,0.2568,0.6724
10401,"高雄市","楠梓區慶昌里",3318,334,1018,1966,0.1007,0.3068,0.5925
10401,"高雄市","楠梓區隆昌里",3537,249,917,2371,0.0704,0.2593,0.6703
10401,"高雄市","楠梓區秀昌里",2210,145,588,1477,0.0656,0.2661,0.6683
10401,"高雄市","楠梓區裕昌里",4261,276,1109,2876,0.0648,0.2603,0.675
10401,"高雄市","楠梓區國昌里",3581,200,866,2515,0.0559,0.2418,0.7023
10401,"高雄市","楠梓區加昌里",8389,506,2274,5609,0.0603,0.2711,0.6686
10401,"高雄市","楠梓區仁昌里",4923,289,1272,3362,0.0587,0.2584,0.6829
10401,"高雄市","楠梓區藍田里",5256,653,1775,2828,0.1242,0.3377,0.5381
10401,"高雄市","楠梓區中興里",1570,112,386,1072,0.0713,0.2459,0.6828
10401,"高雄市","楠梓區中和里",2062,125,542,1395,0.0606,0.2629,0.6765
10401,"高雄市","三民區安東里",3040,298,874,1868,0.098,0.2875,0.6145
10401,"高雄市","三民區安和里",2609,213,685,1711,0.0816,0.2626,0.6558
10401,"高雄市","三民區達德里",1410,133,455,822,0.0943,0.3227,0.583
10401,"高雄市","三民區達明里",1562,157,433,972,0.1005,0.2772,0.6223
10401,"高雄市","三民區達仁里",1555,159,490,906,0.1023,0.3151,0.5826
10401,"高雄市","三民區達勇里",1076,96,283,697,0.0892,0.263,0.6478
10401,"高雄市","三民區同德里",2823,266,803,1754,0.0942,0.2844,0.6213
10401,"高雄市","三民區德智里",2345,229,672,1444,0.0977,0.2866,0.6158
10401,"高雄市","三民區德仁里",2031,225,552,1254,0.1108,0.2718,0.6174
10401,"高雄市","三民區安生里",1485,111,364,1010,0.0747,0.2451,0.6801
10401,"高雄市","三民區德東里",822,67,231,524,0.0815,0.281,0.6375
10401,"高雄市","三民區德行里",1148,89,306,753,0.0775,0.2666,0.6559
10401,"高雄市","三民區精華里",1588,151,456,981,0.0951,0.2872,0.6178
10401,"高雄市","三民區民享里",2159,200,589,1370,0.0926,0.2728,0.6346
10401,"高雄市","三民區安宜里",3210,212,784,2214,0.066,0.2442,0.6897
10401,"高雄市","三民區安泰里",4021,336,1034,2651,0.0836,0.2571,0.6593
10401,"高雄市","三民區安邦里",4008,333,1015,2660,0.0831,0.2532,0.6637
10401,"高雄市","三民區十全里",1649,102,441,1106,0.0619,0.2674,0.6707
10401,"高雄市","三民區十美里",1923,155,482,1286,0.0806,0.2507,0.6687
10401,"高雄市","三民區德北里",1949,130,436,1383,0.0667,0.2237,0.7096
10401,"高雄市","三民區立誠里",773,51,214,508,0.066,0.2768,0.6572
10401,"高雄市","三民區立業里",1034,42,262,730,0.0406,0.2534,0.706
10401,"高雄市","三民區港東里",1473,94,311,1068,0.0638,0.2111,0.7251
10401,"高雄市","三民區港新里",1472,159,438,875,0.108,0.2976,0.5944
10401,"高雄市","三民區港西里",795,47,184,564,0.0591,0.2314,0.7094
10401,"高雄市","三民區博愛里",1307,78,341,888,0.0597,0.2609,0.6794
10401,"高雄市","三民區博惠里",4259,354,1193,2712,0.0831,0.2801,0.6368
10401,"高雄市","三民區長明里",1134,94,285,755,0.0829,0.2513,0.6658
10401,"高雄市","三民區建東里",1248,73,290,885,0.0585,0.2324,0.7091
10401,"高雄市","三民區興德里",1825,160,493,1172,0.0877,0.2701,0.6422
10401,"高雄市","三民區鳳南里",958,63,185,710,0.0658,0.1931,0.7411
10401,"高雄市","三民區鳳北里",1436,96,313,1027,0.0669,0.218,0.7152
10401,"高雄市","三民區德西里",872,54,216,602,0.0619,0.2477,0.6904
10401,"高雄市","三民區豐裕里",2643,142,576,1925,0.0537,0.2179,0.7283
10401,"高雄市","三民區川東里",1330,62,325,943,0.0466,0.2444,0.709
10401,"高雄市","三民區裕民里",1316,94,287,935,0.0714,0.2181,0.7105
10401,"高雄市","三民區力行里",1181,54,238,889,0.0457,0.2015,0.7528
10401,"高雄市","三民區千歲里",1189,96,325,768,0.0807,0.2733,0.6459
10401,"高雄市","三民區立德里",1196,101,289,806,0.0844,0.2416,0.6739
10401,"高雄市","三民區千北里",1120,55,270,795,0.0491,0.2411,0.7098
10401,"高雄市","三民區千秋里",2149,67,387,1695,0.0312,0.1801,0.7887
10401,"高雄市","三民區鼎金里",4173,207,981,2985,0.0496,0.2351,0.7153
10401,"高雄市","三民區鼎盛里",7530,508,2035,4987,0.0675,0.2703,0.6623
10401,"高雄市","三民區鼎強里",4069,243,1001,2825,0.0597,0.246,0.6943
10401,"高雄市","三民區鼎力里",3708,270,994,2444,0.0728,0.2681,0.6591
10401,"高雄市","三民區鼎西里",7371,433,1896,5042,0.0587,0.2572,0.684
10401,"高雄市","三民區鼎中里",3425,227,886,2312,0.0663,0.2587,0.675
10401,"高雄市","三民區鼎泰里",21035,2223,6525,12287,0.1057,0.3102,0.5841
10401,"高雄市","三民區本館里",8763,579,2359,5825,0.0661,0.2692,0.6647
10401,"高雄市","三民區本和里",7254,632,2078,4544,0.0871,0.2865,0.6264
10401,"高雄市","三民區本文里",2077,134,515,1428,0.0645,0.248,0.6875
10401,"高雄市","三民區本武里",1750,124,464,1162,0.0709,0.2651,0.664
10401,"高雄市","三民區本元里",5429,458,1566,3405,0.0844,0.2885,0.6272
10401,"高雄市","三民區本安里",4715,514,1547,2654,0.109,0.3281,0.5629
10401,"高雄市","三民區本上里",4805,613,1717,2475,0.1276,0.3573,0.5151
10401,"高雄市","三民區本揚里",7525,805,2406,4314,0.107,0.3197,0.5733
10401,"高雄市","三民區寶獅里",3727,292,999,2436,0.0783,0.268,0.6536
10401,"高雄市","三民區寶德里",5124,342,1466,3316,0.0667,0.2861,0.6472
10401,"高雄市","三民區寶泰里",4053,258,1171,2624,0.0637,0.2889,0.6474
10401,"高雄市","三民區寶興里",6572,526,1873,4173,0.08,0.285,0.635
10401,"高雄市","三民區寶中里",3154,159,790,2205,0.0504,0.2505,0.6991
10401,"高雄市","三民區寶華里",3255,277,1052,1926,0.0851,0.3232,0.5917
10401,"高雄市","三民區寶國里",8156,656,2367,5133,0.0804,0.2902,0.6294
10401,"高雄市","三民區寶民里",3196,292,926,1978,0.0914,0.2897,0.6189
10401,"高雄市","三民區寶慶里",2754,203,732,1819,0.0737,0.2658,0.6605
10401,"高雄市","三民區寶業里",5152,505,1618,3029,0.098,0.3141,0.5879
10401,"高雄市","三民區寶盛里",5023,491,1464,3068,0.0978,0.2915,0.6108
10401,"高雄市","三民區寶安里",7157,620,2105,4432,0.0866,0.2941,0.6193
10401,"高雄市","三民區寶龍里",4322,323,1123,2876,0.0747,0.2598,0.6654
10401,"高雄市","三民區寶珠里",6662,394,1513,4755,0.0591,0.2271,0.7137
10401,"高雄市","三民區寶玉里",8368,622,2371,5375,0.0743,0.2833,0.6423
10401,"高雄市","三民區灣子里",3915,283,1029,2603,0.0723,0.2628,0.6649
10401,"高雄市","三民區灣愛里",3206,83,581,2542,0.0259,0.1812,0.7929
10401,"高雄市","三民區灣中里",5503,377,1345,3781,0.0685,0.2444,0.6871
10401,"高雄市","三民區灣華里",2762,155,678,1929,0.0561,0.2455,0.6984
10401,"高雄市","三民區灣勝里",1976,123,416,1437,0.0622,0.2105,0.7272
10401,"高雄市","三民區灣利里",3261,211,755,2295,0.0647,0.2315,0.7038
10401,"高雄市","三民區灣復里",3751,191,839,2721,0.0509,0.2237,0.7254
10401,"高雄市","三民區正興里",11996,1124,3614,7258,0.0937,0.3013,0.605
10401,"高雄市","三民區正順里",4061,350,1193,2518,0.0862,0.2938,0.62
10401,"高雄市","三民區灣興里",1911,163,510,1238,0.0853,0.2669,0.6478
10401,"高雄市","三民區灣成里",2307,141,527,1639,0.0611,0.2284,0.7104
10401,"高雄市","三民區安康里",3021,94,476,2451,0.0311,0.1576,0.8113
10401,"高雄市","三民區安寧里",1940,58,319,1563,0.0299,0.1644,0.8057
10401,"高雄市","三民區安吉里",4888,392,1317,3179,0.0802,0.2694,0.6504
10401,"高雄市","三民區安發里",4749,430,1442,2877,0.0905,0.3036,0.6058
10401,"高雄市","新興區浩然里",1896,213,587,1096,0.1123,0.3096,0.5781
10401,"高雄市","新興區振成里",1178,118,357,703,0.1002,0.3031,0.5968
10401,"高雄市","新興區德生里",3082,406,1110,1566,0.1317,0.3602,0.5081
10401,"高雄市","新興區振華里",1167,133,371,663,0.114,0.3179,0.5681
10401,"高雄市","新興區正氣里",1456,139,460,857,0.0955,0.3159,0.5886
10401,"高雄市","新興區德政里",719,50,211,458,0.0695,0.2935,0.637
10401,"高雄市","新興區仁聲里",1049,95,284,670,0.0906,0.2707,0.6387
10401,"高雄市","新興區德望里",2046,226,660,1160,0.1105,0.3226,0.567
10401,"高雄市","新興區華聲里",1022,102,298,622,0.0998,0.2916,0.6086
10401,"高雄市","新興區蕉園里",773,85,218,470,0.11,0.282,0.608
10401,"高雄市","新興區永寧里",1416,153,444,819,0.1081,0.3136,0.5784
10401,"高雄市","新興區玉衡里",881,74,196,611,0.084,0.2225,0.6935
10401,"高雄市","新興區順昌里",1927,158,516,1253,0.082,0.2678,0.6502
10401,"高雄市","新興區文昌里",2648,373,974,1301,0.1409,0.3678,0.4913
10401,"高雄市","新興區光耀里",2403,226,716,1461,0.094,0.298,0.608
10401,"高雄市","新興區興昌里",1801,180,579,1042,0.0999,0.3215,0.5786
10401,"高雄市","新興區開平里",3475,451,1137,1887,0.1298,0.3272,0.543
10401,"高雄市","新興區成功里",1184,138,372,674,0.1166,0.3142,0.5693
10401,"高雄市","新興區新江里",1180,105,306,769,0.089,0.2593,0.6517
10401,"高雄市","新興區黎明里",885,72,233,580,0.0814,0.2633,0.6554
10401,"高雄市","新興區愛平里",1028,125,302,601,0.1216,0.2938,0.5846
10401,"高雄市","新興區南港里",1982,172,516,1294,0.0868,0.2603,0.6529
10401,"高雄市","新興區中東里",2863,248,789,1826,0.0866,0.2756,0.6378
10401,"高雄市","新興區明莊里",738,40,168,530,0.0542,0.2276,0.7182
10401,"高雄市","新興區大明里",1131,69,319,743,0.061,0.2821,0.6569
10401,"高雄市","新興區秋山里",848,53,204,591,0.0625,0.2406,0.6969
10401,"高雄市","新興區長驛里",977,59,245,673,0.0604,0.2508,0.6888
10401,"高雄市","新興區建興里",981,77,238,666,0.0785,0.2426,0.6789
10401,"高雄市","新興區建華里",873,73,228,572,0.0836,0.2612,0.6552
10401,"高雄市","新興區漢民里",751,47,221,483,0.0626,0.2943,0.6431
10401,"高雄市","新興區榮治里",794,88,237,469,0.1108,0.2985,0.5907
10401,"高雄市","新興區東坡里",1273,104,306,863,0.0817,0.2404,0.6779
10401,"高雄市","前金區三川里",716,43,147,526,0.0601,0.2053,0.7346
10401,"高雄市","前金區草江里",1072,115,305,652,0.1073,0.2845,0.6082
10401,"高雄市","前金區長城里",1401,97,277,1027,0.0692,0.1977,0.733
10401,"高雄市","前金區北金里",915,60,209,646,0.0656,0.2284,0.706
10401,"高雄市","前金區東金里",1010,113,312,585,0.1119,0.3089,0.5792
10401,"高雄市","前金區新生里",3657,402,1161,2094,0.1099,0.3175,0.5726
10401,"高雄市","前金區後金里",783,78,225,480,0.0996,0.2874,0.613
10401,"高雄市","前金區長興里",1148,91,316,741,0.0793,0.2753,0.6455
10401,"高雄市","前金區青山里",1629,197,591,841,0.1209,0.3628,0.5163
10401,"高雄市","前金區民生里",780,70,266,444,0.0897,0.341,0.5692
