"統計年月","縣市","行政區域","出生數","出生數.男","出生數.女","死亡數","死亡數.男","死亡數.女","結婚對數","離婚對數"
10403,"高雄市","林園區西汕里",1,0,1,3,3,0,0,0
10403,"高雄市","林園區西溪里",4,2,2,6,5,1,0,1
10403,"高雄市","林園區中厝里",5,2,3,8,5,3,1,2
10403,"高雄市","林園區中門里",6,2,4,5,4,1,0,2
10403,"高雄市","林園區中汕里",3,3,0,6,2,4,3,2
10403,"高雄市","林園區中芸里",1,0,1,5,2,3,1,0
10403,"高雄市","苓雅區安祥里",2,2,0,6,5,1,2,2
10403,"高雄市","苓雅區博仁里",0,0,0,2,0,2,0,1
10403,"高雄市","苓雅區朝陽里",4,3,1,4,3,1,3,0
10403,"高雄市","苓雅區城北里",2,1,1,1,1,0,2,1
10403,"高雄市","苓雅區城東里",1,0,1,3,2,1,3,0
10403,"高雄市","苓雅區城西里",0,0,0,1,1,0,0,0
10403,"高雄市","苓雅區福地里",3,3,0,5,1,4,4,0
10403,"高雄市","苓雅區福東里",10,5,5,4,2,2,0,2
10403,"高雄市","苓雅區福海里",2,1,1,1,0,1,2,1
10403,"高雄市","苓雅區福居里",2,0,2,7,3,4,5,0
10403,"高雄市","苓雅區福康里",2,1,1,6,5,1,2,1
10403,"高雄市","苓雅區福隆里",2,2,0,4,3,1,1,1
10403,"高雄市","苓雅區福南里",1,1,0,3,1,2,1,1
10403,"高雄市","苓雅區福人里",4,3,1,3,0,3,5,0
10403,"高雄市","苓雅區福壽里",1,1,0,6,3,3,0,1
10403,"高雄市","苓雅區福西里",1,1,0,3,3,0,1,1
10403,"高雄市","苓雅區福祥里",3,0,3,4,3,1,3,2
10403,"高雄市","苓雅區鼓中里",0,0,0,4,2,2,1,1
10403,"高雄市","苓雅區光華里",0,0,0,1,0,1,0,0
10403,"高雄市","苓雅區廣澤里",1,1,0,2,1,1,4,1
10403,"高雄市","苓雅區和煦里",5,3,2,6,2,4,1,0
10403,"高雄市","苓雅區華堂里",4,1,3,2,2,0,4,2
10403,"高雄市","苓雅區建軍里",2,1,1,4,3,1,1,1
10403,"高雄市","苓雅區凱旋里",2,1,1,3,1,2,1,2
10403,"高雄市","苓雅區林安里",4,3,1,3,2,1,2,1
10403,"高雄市","苓雅區林德里",4,1,3,1,0,1,2,0
10403,"高雄市","苓雅區林富里",1,1,0,2,1,1,3,2
10403,"高雄市","苓雅區林貴里",2,1,1,4,2,2,1,0
10403,"高雄市","苓雅區林華里",0,0,0,1,0,1,5,3
10403,"高雄市","苓雅區林靖里",3,1,2,1,0,1,1,0
10403,"高雄市","苓雅區林南里",2,1,1,0,0,0,1,1
10403,"高雄市","苓雅區林泉里",2,2,0,0,0,0,3,0
10403,"高雄市","苓雅區林榮里",2,0,2,0,0,0,4,4
10403,"高雄市","苓雅區林圍里",1,1,0,1,1,0,4,0
10403,"高雄市","苓雅區林西里",2,2,0,3,1,2,3,2
10403,"高雄市","苓雅區林興里",0,0,0,2,2,0,2,0
10403,"高雄市","苓雅區林中里",3,3,0,3,1,2,5,2
10403,"高雄市","苓雅區苓東里",3,2,1,2,1,1,0,0
10403,"高雄市","苓雅區苓昇里",0,0,0,4,2,2,5,1
10403,"高雄市","苓雅區苓雅里",1,0,1,0,0,0,1,2
10403,"高雄市","苓雅區苓中里",0,0,0,2,2,0,0,0
10403,"高雄市","苓雅區苓洲里",3,2,1,1,1,0,2,2
10403,"高雄市","苓雅區美田里",0,0,0,1,1,0,1,0
10403,"高雄市","苓雅區民主里",4,1,3,9,7,2,4,1
10403,"高雄市","苓雅區普天里",6,3,3,6,2,4,6,2
10403,"高雄市","苓雅區普照里",4,1,3,2,2,0,5,0
10403,"高雄市","苓雅區晴朗里",0,0,0,1,1,0,1,1
10403,"高雄市","苓雅區人和里",2,0,2,3,1,2,2,2
10403,"高雄市","苓雅區仁政里",0,0,0,0,0,0,0,0
10403,"高雄市","苓雅區日中里",3,2,1,4,3,1,2,1
10403,"高雄市","苓雅區尚義里",2,0,2,1,1,0,3,0
10403,"高雄市","苓雅區田西里",1,0,1,1,1,0,1,0
10403,"高雄市","苓雅區同慶里",1,0,1,5,3,2,2,1
10403,"高雄市","苓雅區衛武里",0,0,0,6,4,2,0,0
10403,"高雄市","苓雅區文昌里",5,2,3,8,5,3,5,3
10403,"高雄市","苓雅區五福里",3,1,2,4,1,3,8,3
10403,"高雄市","苓雅區五權里",0,0,0,4,4,0,6,1
10403,"高雄市","苓雅區意誠里",1,0,1,1,0,1,4,3
10403,"高雄市","苓雅區英明里",3,2,1,6,3,3,3,1
10403,"高雄市","苓雅區永康里",0,0,0,4,2,2,2,0
10403,"高雄市","苓雅區正大里",7,2,5,4,0,4,10,2
10403,"高雄市","苓雅區正道里",6,2,4,6,2,4,6,2
10403,"高雄市","苓雅區正仁里",6,4,2,4,4,0,4,1
10403,"高雄市","苓雅區正文里",2,2,0,2,0,2,3,1
10403,"高雄市","苓雅區正心里",4,2,2,5,3,2,3,0
10403,"高雄市","苓雅區正言里",5,1,4,2,0,2,6,1
10403,"高雄市","苓雅區正義里",5,0,5,6,2,4,2,0
10403,"高雄市","苓雅區中正里",3,1,2,5,2,3,2,0
10403,"高雄市","苓雅區奏捷里",1,0,1,2,1,1,1,2
10403,"高雄市","六龜區寶來里",1,0,1,2,2,0,1,1
10403,"高雄市","六龜區大津里",1,0,1,1,1,0,1,1
10403,"高雄市","六龜區荖濃里",3,3,0,7,2,5,1,2
10403,"高雄市","六龜區六龜里",0,0,0,5,4,1,1,1
10403,"高雄市","六龜區文武里",1,0,1,3,2,1,1,1
10403,"高雄市","六龜區新發里",1,1,0,3,2,1,0,1
10403,"高雄市","六龜區新寮里",1,0,1,2,0,2,0,0
10403,"高雄市","六龜區新威里",1,0,1,2,2,0,0,1
10403,"高雄市","六龜區新興里",2,1,1,4,2,2,0,0
10403,"高雄市","六龜區興龍里",0,0,0,4,2,2,0,0
10403,"高雄市","六龜區義寶里",1,0,1,2,1,1,0,0
10403,"高雄市","六龜區中興里",2,0,2,5,1,4,2,1
10403,"高雄市","路竹區北嶺里",1,0,1,4,2,2,1,1
10403,"高雄市","路竹區頂寮里",0,0,0,1,0,1,2,1
10403,"高雄市","路竹區後鄉里",1,1,0,2,1,1,0,0
10403,"高雄市","路竹區甲北里",2,1,1,7,5,2,3,0
10403,"高雄市","路竹區甲南里",4,2,2,5,2,3,4,0
10403,"高雄市","路竹區三爺里",1,1,0,1,1,0,1,0
10403,"高雄市","路竹區社東里",1,0,1,3,2,1,1,0
10403,"高雄市","路竹區社南里",6,3,3,8,3,5,2,1
10403,"高雄市","路竹區社西里",3,1,2,3,2,1,4,0
10403,"高雄市","路竹區社中里",3,2,1,3,0,3,2,0
10403,"高雄市","路竹區文北里",5,2,3,2,2,0,7,2
10403,"高雄市","路竹區文南里",3,1,2,2,1,1,1,1
10403,"高雄市","路竹區下坑里",5,2,3,6,4,2,4,2
10403,"高雄市","路竹區新達里",4,1,3,1,0,1,2,0
10403,"高雄市","路竹區鴨寮里",5,2,3,3,2,1,0,0
10403,"高雄市","路竹區竹東里",7,4,3,8,5,3,7,2
10403,"高雄市","路竹區竹滬里",5,3,2,3,2,1,6,1
10403,"高雄市","路竹區竹南里",2,0,2,6,2,4,4,2
10403,"高雄市","路竹區竹西里",1,0,1,6,3,3,2,1
10403,"高雄市","路竹區竹園里",4,3,1,1,1,0,1,0
10403,"高雄市","茂林區多納里",1,1,0,1,0,1,2,0
10403,"高雄市","茂林區茂林里",0,0,0,1,1,0,4,0
10403,"高雄市","茂林區萬山里",0,0,0,1,1,0,0,0
10403,"高雄市","美濃區德興里",3,2,1,3,2,1,2,1
10403,"高雄市","美濃區東門里",0,0,0,1,1,0,2,0
10403,"高雄市","美濃區福安里",3,1,2,5,4,1,7,1
10403,"高雄市","美濃區廣德里",4,3,1,4,1,3,0,0
10403,"高雄市","美濃區廣林里",1,1,0,6,3,3,2,1
10403,"高雄市","美濃區合和里",0,0,0,3,0,3,3,1
10403,"高雄市","美濃區吉東里",2,2,0,8,3,5,2,1
10403,"高雄市","美濃區吉和里",1,1,0,5,3,2,3,1
10403,"高雄市","美濃區吉洋里",2,1,1,6,2,4,0,0
10403,"高雄市","美濃區龍肚里",1,1,0,5,3,2,1,1
10403,"高雄市","美濃區龍山里",0,0,0,4,4,0,0,1
10403,"高雄市","美濃區祿興里",4,3,1,6,5,1,4,0
10403,"高雄市","美濃區瀰濃里",2,1,1,6,1,5,3,2
10403,"高雄市","美濃區清水里",2,2,0,3,2,1,1,0
10403,"高雄市","美濃區獅山里",6,3,3,9,6,3,2,2
10403,"高雄市","美濃區泰安里",2,1,1,7,6,1,1,0
10403,"高雄市","美濃區興隆里",1,0,1,0,0,0,1,0
10403,"高雄市","美濃區中壇里",3,0,3,5,3,2,1,1
10403,"高雄市","美濃區中圳里",3,2,1,3,1,2,2,1
10403,"高雄市","彌陀區光和里",4,1,3,1,1,0,1,0
10403,"高雄市","彌陀區過港里",2,1,1,2,1,1,0,1
10403,"高雄市","彌陀區海尾里",0,0,0,1,1,0,0,0
10403,"高雄市","彌陀區舊港里",3,2,1,2,2,0,0,2
10403,"高雄市","彌陀區漯底里",0,0,0,3,3,0,2,1
10403,"高雄市","彌陀區彌靖里",2,2,0,4,1,3,1,1
10403,"高雄市","彌陀區彌仁里",0,0,0,2,1,1,0,1
10403,"高雄市","彌陀區彌壽里",0,0,0,1,1,0,1,0
10403,"高雄市","彌陀區彌陀里",5,0,5,2,0,2,6,1
10403,"高雄市","彌陀區南寮里",5,4,1,1,0,1,1,2
10403,"高雄市","彌陀區文安里",3,2,1,2,2,0,3,1
10403,"高雄市","彌陀區鹽埕里",7,5,2,6,2,4,4,1
10403,"高雄市","那瑪夏達卡努瓦里",2,0,2,3,2,1,2,2
10403,"高雄市","那瑪夏瑪雅里",3,1,2,1,1,0,1,0
10403,"高雄市","那瑪夏南沙魯里",0,0,0,1,1,0,1,1
10403,"高雄市","楠梓區翠屏里",21,11,10,17,7,10,18,11
10403,"高雄市","楠梓區大昌里",1,1,0,6,4,2,3,1
10403,"高雄市","楠梓區東寧里",9,7,2,1,0,1,9,1
10403,"高雄市","楠梓區福昌里",3,2,1,5,4,1,4,2
10403,"高雄市","楠梓區廣昌里",5,3,2,6,4,2,2,1
10403,"高雄市","楠梓區國昌里",10,5,5,1,0,1,2,0
10403,"高雄市","楠梓區和昌里",0,0,0,4,2,2,2,0
10403,"高雄市","楠梓區宏昌里",7,2,5,7,5,2,3,3
10403,"高雄市","楠梓區宏南里",2,0,2,3,1,2,2,0
10403,"高雄市","楠梓區宏榮里",4,2,2,15,14,1,1,0
10403,"高雄市","楠梓區宏毅里",0,0,0,11,9,2,3,1
10403,"高雄市","楠梓區惠豐里",7,6,1,5,4,1,4,1
10403,"高雄市","楠梓區惠民里",10,6,4,4,2,2,8,1
10403,"高雄市","楠梓區惠楠里",7,5,2,8,5,3,4,1
10403,"高雄市","楠梓區加昌里",10,5,5,9,6,3,16,9
10403,"高雄市","楠梓區建昌里",6,2,4,7,5,2,5,3
10403,"高雄市","楠梓區金田里",3,3,0,7,3,4,5,0
10403,"高雄市","楠梓區錦屏里",4,3,1,3,1,2,3,1
10403,"高雄市","楠梓區久昌里",5,2,3,4,4,0,3,1
10403,"高雄市","楠梓區藍田里",15,4,11,4,2,2,12,3
10403,"高雄市","楠梓區隆昌里",9,5,4,4,1,3,2,4
10403,"高雄市","楠梓區清豐里",48,20,28,13,8,5,25,10
10403,"高雄市","楠梓區慶昌里",2,1,1,9,4,5,4,0
10403,"高雄市","楠梓區仁昌里",9,2,7,7,2,5,9,4
10403,"高雄市","楠梓區稔田里",1,1,0,1,1,0,4,1
10403,"高雄市","楠梓區瑞屏里",9,3,6,6,3,3,5,1
10403,"高雄市","楠梓區盛昌里",11,10,1,3,1,2,6,2
10403,"高雄市","楠梓區泰昌里",4,2,2,1,0,1,0,0
10403,"高雄市","楠梓區五常里",7,3,4,7,3,4,12,4
10403,"高雄市","楠梓區享平里",7,3,4,0,0,0,6,1
10403,"高雄市","楠梓區興昌里",8,3,5,3,2,1,7,1
10403,"高雄市","楠梓區秀昌里",2,0,2,5,5,0,2,1
10403,"高雄市","楠梓區玉屏里",5,4,1,5,4,1,4,1
10403,"高雄市","楠梓區裕昌里",11,5,6,4,4,0,8,2
10403,"高雄市","楠梓區中和里",4,2,2,4,1,3,5,2
10403,"高雄市","楠梓區中興里",1,0,1,2,2,0,2,1
10403,"高雄市","楠梓區中陽里",4,1,3,7,4,3,4,2
10403,"高雄市","內門區東埔里",1,0,1,1,1,0,0,1
10403,"高雄市","內門區溝坪里",1,1,0,4,3,1,0,0
10403,"高雄市","內門區觀亭里",1,1,0,5,2,3,0,0
10403,"高雄市","內門區光興里",1,1,0,3,2,1,0,0
10403,"高雄市","內門區金竹里",0,0,0,1,0,1,1,0
10403,"高雄市","內門區木柵里",2,2,0,1,0,1,0,0
10403,"高雄市","內門區內東里",1,0,1,1,1,0,2,0
10403,"高雄市","內門區內豊里",1,0,1,3,3,0,1,0
10403,"高雄市","內門區內門里",3,2,1,6,3,3,1,0
10403,"高雄市","內門區內南里",1,1,0,2,0,2,1,0
10403,"高雄市","內門區內興里",1,0,1,2,0,2,0,0
10403,"高雄市","內門區瑞山里",2,1,1,2,1,1,1,0
10403,"高雄市","內門區三平里",0,0,0,2,2,0,0,0
10403,"高雄市","內門區石坑里",0,0,0,3,2,1,0,0
10403,"高雄市","內門區永富里",1,0,1,2,2,0,0,0
10403,"高雄市","內門區永吉里",1,1,0,0,0,0,0,0
10403,"高雄市","內門區永興里",0,0,0,1,1,0,0,0
10403,"高雄市","內門區中埔里",0,0,0,1,1,0,0,0
10403,"高雄市","鳥松區大華里",13,8,5,6,3,3,14,5
10403,"高雄市","鳥松區大竹里",1,1,0,0,0,0,0,0
10403,"高雄市","鳥松區坔埔里",3,3,0,5,2,3,3,1
10403,"高雄市","鳥松區華美里",7,2,5,7,4,3,3,3
10403,"高雄市","鳥松區夢裡里",9,3,6,8,5,3,8,2
10403,"高雄市","鳥松區鳥松里",16,9,7,18,12,6,20,3
10403,"高雄市","鳥松區仁美里",14,7,7,7,3,4,4,2
10403,"高雄市","旗津區安順里",1,1,0,1,1,0,0,0
10403,"高雄市","旗津區北汕里",7,4,3,2,1,1,2,3
10403,"高雄市","旗津區慈愛里",10,6,4,4,1,3,2,1
10403,"高雄市","旗津區復興里",9,6,3,2,1,1,5,2
10403,"高雄市","旗津區南汕里",2,0,2,2,2,0,1,2
10403,"高雄市","旗津區旗下里",1,0,1,5,3,2,1,0
10403,"高雄市","旗津區上竹里",12,7,5,2,1,1,6,1
10403,"高雄市","旗津區實踐里",2,1,1,2,1,1,2,1
10403,"高雄市","旗津區永安里",2,1,1,0,0,0,3,1
10403,"高雄市","旗津區振興里",2,0,2,4,1,3,4,0
10403,"高雄市","旗津區中華里",1,0,1,3,1,2,1,2
10403,"高雄市","旗津區中興里",4,4,0,3,1,2,3,1
10403,"高雄市","旗津區中洲里",2,1,1,3,2,1,1,1
10403,"高雄市","旗山區大德里",3,1,2,6,3,3,6,1
10403,"高雄市","旗山區大林里",2,0,2,6,4,2,2,0
10403,"高雄市","旗山區大山里",1,1,0,6,1,5,3,0
10403,"高雄市","旗山區東昌里",0,0,0,0,0,0,0,0
10403,"高雄市","旗山區東平里",4,2,2,5,4,1,1,1
10403,"高雄市","旗山區廣福里",1,1,0,2,0,2,0,0
10403,"高雄市","旗山區鯤洲里",0,0,0,1,1,0,1,0
10403,"高雄市","旗山區湄洲里",1,0,1,3,3,0,2,0
10403,"高雄市","旗山區南勝里",2,2,0,7,6,1,3,0
10403,"高雄市","旗山區南洲里",1,1,0,5,2,3,2,0
10403,"高雄市","旗山區瑞吉里",4,2,2,2,2,0,3,0
10403,"高雄市","旗山區三協里",3,2,1,2,2,0,0,1
10403,"高雄市","旗山區上洲里",2,0,2,1,1,0,1,0
10403,"高雄市","旗山區太平里",5,1,4,3,1,2,2,3
10403,"高雄市","旗山區新光里",1,0,1,3,3,0,0,0
10403,"高雄市","旗山區永和里",6,3,3,9,5,4,1,3
10403,"高雄市","旗山區圓富里",0,0,0,1,1,0,0,1
10403,"高雄市","旗山區中寮里",0,0,0,3,2,1,0,0
10403,"高雄市","旗山區中正里",1,1,0,9,5,4,0,1
10403,"高雄市","旗山區中洲里",1,0,1,0,0,0,1,0
10403,"高雄市","旗山區竹峰里",4,2,2,5,5,0,1,2
10403,"高雄市","前金區北金里",1,0,1,3,3,0,0,0
10403,"高雄市","前金區博孝里",0,0,0,3,2,1,1,0
10403,"高雄市","前金區草江里",2,2,0,1,0,1,1,1
10403,"高雄市","前金區東金里",2,1,1,2,2,0,1,0
10403,"高雄市","前金區復元里",1,0,1,1,0,1,2,0
10403,"高雄市","前金區國民里",0,0,0,1,1,0,0,0
10403,"高雄市","前金區後金里",0,0,0,1,1,0,1,1
10403,"高雄市","前金區林投里",2,2,0,3,3,0,0,0
10403,"高雄市","前金區民生里",1,1,0,1,0,1,0,2
10403,"高雄市","前金區青山里",2,2,0,0,0,0,3,0
10403,"高雄市","前金區榮復里",2,1,1,2,1,1,1,0
10403,"高雄市","前金區三川里",1,0,1,0,0,0,1,0
10403,"高雄市","前金區社東里",5,4,1,2,0,2,1,2
10403,"高雄市","前金區社西里",1,0,1,4,2,2,5,0
10403,"高雄市","前金區文東里",0,0,0,3,2,1,1,0
10403,"高雄市","前金區文西里",1,0,1,2,1,1,3,0
10403,"高雄市","前金區新生里",2,1,1,5,2,3,5,1
10403,"高雄市","前金區長城里",1,1,0,5,4,1,3,1
10403,"高雄市","前金區長生里",3,2,1,4,1,3,1,0
10403,"高雄市","前金區長興里",4,3,1,2,0,2,1,0
10403,"高雄市","前鎮區草衙里",12,4,8,11,9,2,11,6
10403,"高雄市","前鎮區德昌里",2,1,1,5,3,2,1,0
10403,"高雄市","前鎮區復國里",5,2,3,7,4,3,2,1
10403,"高雄市","前鎮區建隆里",0,0,0,4,1,3,0,0
10403,"高雄市","前鎮區良和里",1,0,1,3,1,2,3,0
10403,"高雄市","前鎮區民權里",2,2,0,7,5,2,5,3
10403,"高雄市","前鎮區明道里",3,2,1,2,1,1,0,1
10403,"高雄市","前鎮區明禮里",2,1,1,1,1,0,0,1
10403,"高雄市","前鎮區明孝里",2,1,1,4,3,1,3,0
10403,"高雄市","前鎮區明義里",3,0,3,4,2,2,1,0
10403,"高雄市","前鎮區明正里",12,8,4,10,7,3,6,1
10403,"高雄市","前鎮區平昌里",0,0,0,2,2,0,1,0
10403,"高雄市","前鎮區平等里",3,1,2,7,6,1,5,0
10403,"高雄市","前鎮區前鎮里",2,1,1,2,0,2,2,0
10403,"高雄市","前鎮區仁愛里",3,1,2,2,1,1,1,0
10403,"高雄市","前鎮區瑞北里",6,2,4,8,5,3,4,1
10403,"高雄市","前鎮區瑞昌里",5,2,3,6,2,4,4,0
10403,"高雄市","前鎮區瑞誠里",7,2,5,4,4,0,3,1
10403,"高雄市","前鎮區瑞東里",3,3,0,2,0,2,3,1
10403,"高雄市","前鎮區瑞豐里",1,1,0,5,4,1,6,0
10403,"高雄市","前鎮區瑞崗里",5,3,2,2,1,1,3,0
10403,"高雄市","前鎮區瑞和里",3,2,1,3,3,0,0,2
10403,"高雄市","前鎮區瑞華里",8,3,5,9,8,1,5,1
10403,"高雄市","前鎮區瑞隆里",4,2,2,7,4,3,8,6
10403,"高雄市","前鎮區瑞南里",7,2,5,9,4,5,9,1
10403,"高雄市","前鎮區瑞平里",5,1,4,6,4,2,1,0
10403,"高雄市","前鎮區瑞文里",3,1,2,4,4,0,1,2
10403,"高雄市","前鎮區瑞西里",6,2,4,2,1,1,2,1
10403,"高雄市","前鎮區瑞祥里",5,3,2,7,3,4,4,1
10403,"高雄市","前鎮區瑞興里",4,1,3,7,2,5,3,0
10403,"高雄市","前鎮區瑞竹里",3,0,3,3,2,1,5,1
10403,"高雄市","前鎮區盛豐里",5,4,1,3,3,0,4,1
10403,"高雄市","前鎮區盛興里",5,1,4,4,3,1,1,1
10403,"高雄市","前鎮區西甲里",1,0,1,5,3,2,6,0
10403,"高雄市","前鎮區西山里",2,0,2,8,7,1,2,0
10403,"高雄市","前鎮區信德里",2,0,2,3,1,2,4,3
10403,"高雄市","前鎮區信義里",2,1,1,5,3,2,4,0
10403,"高雄市","前鎮區興邦里",6,4,2,4,2,2,5,3
10403,"高雄市","前鎮區興東里",9,7,2,4,3,1,4,3
10403,"高雄市","前鎮區興化里",0,0,0,3,2,1,0,1
10403,"高雄市","前鎮區興仁里",1,1,0,1,0,1,0,0
10403,"高雄市","前鎮區興中里",2,2,0,9,8,1,1,0
10403,"高雄市","前鎮區振興里",4,2,2,2,2,0,3,0
10403,"高雄市","前鎮區鎮北里",1,1,0,2,1,1,2,1
10403,"高雄市","前鎮區鎮昌里",1,1,0,7,6,1,5,0
10403,"高雄市","前鎮區鎮東里",1,1,0,1,1,0,1,1
10403,"高雄市","前鎮區鎮海里",3,2,1,9,7,2,8,1
10403,"高雄市","前鎮區鎮榮里",7,3,4,3,2,1,3,0
10403,"高雄市","前鎮區鎮陽里",2,2,0,2,1,1,2,0
10403,"高雄市","前鎮區鎮中里",1,1,0,3,3,0,4,0
10403,"高雄市","前鎮區忠誠里",3,2,1,9,7,2,5,0
10403,"高雄市","前鎮區忠純里",3,1,2,15,12,3,3,2
10403,"高雄市","前鎮區忠孝里",7,6,1,7,2,5,3,0
10403,"高雄市","前鎮區竹北里",4,3,1,6,5,1,4,2
10403,"高雄市","前鎮區竹東里",4,2,2,4,4,0,7,1
10403,"高雄市","前鎮區竹南里",18,8,10,7,3,4,9,4
10403,"高雄市","前鎮區竹內里",4,3,1,5,2,3,2,2
10403,"高雄市","前鎮區竹西里",5,2,3,6,5,1,2,0
10403,"高雄市","前鎮區竹中里",4,3,1,4,4,0,5,0
10403,"高雄市","橋頭區白樹里",2,0,2,10,7,3,0,1
10403,"高雄市","橋頭區筆秀里",2,0,2,3,2,1,1,0
10403,"高雄市","橋頭區德松里",2,0,2,3,2,1,1,1
10403,"高雄市","橋頭區頂鹽里",5,0,5,3,3,0,3,0
10403,"高雄市","橋頭區東林里",3,1,2,3,2,1,4,0
10403,"高雄市","橋頭區甲北里",1,0,1,3,2,1,1,0
10403,"高雄市","橋頭區甲南里",7,4,3,8,5,3,2,0
10403,"高雄市","橋頭區橋南里",1,1,0,1,0,1,1,0
10403,"高雄市","橋頭區橋頭里",3,2,1,2,1,1,0,0
10403,"高雄市","橋頭區三德里",1,1,0,2,1,1,2,0
10403,"高雄市","橋頭區仕豐里",5,2,3,2,1,1,6,2
10403,"高雄市","橋頭區仕和里",3,1,2,5,1,4,3,3
10403,"高雄市","橋頭區仕隆里",1,1,0,5,5,0,2,0
10403,"高雄市","橋頭區西林里",2,1,1,2,2,0,4,0
10403,"高雄市","橋頭區新莊里",3,0,3,2,2,0,2,1
10403,"高雄市","橋頭區芋寮里",3,3,0,5,2,3,0,1
10403,"高雄市","橋頭區中崎里",1,0,1,0,0,0,1,1
10403,"高雄市","仁武區八卦里",27,13,14,11,6,5,15,7
10403,"高雄市","仁武區赤山里",8,3,5,6,5,1,11,1
10403,"高雄市","仁武區大灣里",11,6,5,4,3,1,6,2
10403,"高雄市","仁武區高楠里",6,2,4,1,0,1,2,1
10403,"高雄市","仁武區後安里",3,1,2,6,5,1,8,0
10403,"高雄市","仁武區考潭里",3,1,2,11,9,2,3,1
10403,"高雄市","仁武區仁慈里",8,3,5,0,0,0,4,1
10403,"高雄市","仁武區仁福里",0,0,0,5,5,0,0,0
10403,"高雄市","仁武區仁和里",8,5,3,2,2,0,6,1
10403,"高雄市","仁武區仁武里",12,7,5,7,4,3,4,4
10403,"高雄市","仁武區灣內里",16,12,4,7,4,3,11,7
10403,"高雄市","仁武區文武里",18,9,9,8,4,4,10,5
10403,"高雄市","仁武區烏林里",9,2,7,10,5,5,9,1
10403,"高雄市","仁武區五和里",9,4,5,5,4,1,9,5
10403,"高雄市","仁武區中華里",2,0,2,2,1,1,0,0
10403,"高雄市","仁武區竹後里",1,1,0,3,2,1,1,0
10403,"高雄市","三民二安發里",9,3,6,7,3,4,7,3
10403,"高雄市","三民二安吉里",4,2,2,14,7,7,7,5
10403,"高雄市","三民二安康里",0,0,0,6,4,2,2,2
10403,"高雄市","三民二安寧里",0,0,0,3,0,3,2,1
10403,"高雄市","三民二寶安里",11,7,4,12,7,5,9,3
10403,"高雄市","三民二寶德里",14,7,7,4,2,2,5,2
10403,"高雄市","三民二寶國里",18,10,8,8,5,3,14,4
10403,"高雄市","三民二寶華里",2,2,0,5,4,1,4,2
10403,"高雄市","三民二寶龍里",7,5,2,3,3,0,5,1
10403,"高雄市","三民二寶民里",10,8,2,1,1,0,5,0
10403,"高雄市","三民二寶慶里",4,2,2,2,1,1,3,1
10403,"高雄市","三民二寶盛里",9,3,6,3,2,1,6,4
10403,"高雄市","三民二寶獅里",7,4,3,1,1,0,4,3
10403,"高雄市","三民二寶泰里",11,6,5,2,2,0,7,1
10403,"高雄市","三民二寶興里",11,7,4,6,4,2,10,2
10403,"高雄市","三民二寶業里",7,5,2,8,5,3,4,3
10403,"高雄市","三民二寶玉里",18,9,9,4,2,2,7,4
10403,"高雄市","三民二寶中里",5,3,2,2,0,2,3,2
10403,"高雄市","三民二寶珠里",14,7,7,14,10,4,5,5
10403,"高雄市","三民二本安里",8,6,2,7,2,5,6,1
10403,"高雄市","三民二本館里",14,10,4,11,7,4,12,3
10403,"高雄市","三民二本和里",14,8,6,7,4,3,7,1
10403,"高雄市","三民二本上里",6,3,3,2,2,0,8,2
10403,"高雄市","三民二本文里",1,1,0,5,3,2,2,0
10403,"高雄市","三民二本武里",5,2,3,0,0,0,2,0
10403,"高雄市","三民二本揚里",12,7,5,8,7,1,5,3
10403,"高雄市","三民二本元里",9,4,5,4,1,3,5,4
10403,"高雄市","三民二鼎金里",3,3,0,5,3,2,8,2
10403,"高雄市","三民二鼎力里",8,4,4,4,2,2,4,0
10403,"高雄市","三民二鼎強里",5,2,3,3,3,0,8,1
10403,"高雄市","三民二鼎盛里",15,9,6,6,4,2,5,4
10403,"高雄市","三民二鼎泰里",30,13,17,25,19,6,20,13
10403,"高雄市","三民二鼎西里",11,5,6,10,5,5,11,4
10403,"高雄市","三民二鼎中里",7,4,3,6,5,1,3,1
10403,"高雄市","三民二灣愛里",4,1,3,4,0,4,4,3
10403,"高雄市","三民二灣成里",2,1,1,2,2,0,3,1
10403,"高雄市","三民二灣復里",13,4,9,6,2,4,6,2
10403,"高雄市","三民二灣華里",3,0,3,4,1,3,5,1
10403,"高雄市","三民二灣利里",5,4,1,5,2,3,4,1
10403,"高雄市","三民二灣勝里",3,2,1,2,2,0,4,0
10403,"高雄市","三民二灣興里",3,3,0,2,0,2,3,1
10403,"高雄市","三民二灣中里",6,3,3,7,4,3,13,3
10403,"高雄市","三民二灣子里",8,3,5,7,2,5,13,3
10403,"高雄市","三民二正順里",9,3,6,7,6,1,9,1
10403,"高雄市","三民二正興里",25,14,11,18,7,11,19,7
10403,"高雄市","三民一安邦里",6,4,2,6,5,1,3,0
10403,"高雄市","三民一安東里",3,3,0,3,2,1,6,1
10403,"高雄市","三民一安和里",3,2,1,2,1,1,1,1
10403,"高雄市","三民一安生里",1,1,0,3,1,2,1,2
10403,"高雄市","三民一安泰里",5,5,0,4,3,1,2,1
10403,"高雄市","三民一安宜里",5,1,4,3,0,3,5,2
10403,"高雄市","三民一博愛里",1,0,1,4,1,3,1,0
10403,"高雄市","三民一博惠里",4,1,3,3,1,2,2,3
10403,"高雄市","三民一川東里",1,1,0,2,1,1,0,0
10403,"高雄市","三民一達德里",2,2,0,3,1,2,0,2
