"行政區域","綜合所得中位數_log","平均教育程度","有偶比例","女男比","扶老比_log","每戶平均用電度數","cluster"
"湖內區文賢里",0.319424030274689,0.283505555123922,0.33071338873588,0.408212560386473,0.715662715261905,0.402778660497515,"3"
"湖內區葉厝里",0.299400387487219,0.339212182425608,0.436570463476433,0.36850845410628,0.533629947208778,0.525657484969048,"5"
"湖內區逸賢里",0.166494747018656,0.214047082588766,0.388817919339322,0.259057971014493,0.661550690723455,0.347184265273523,"1"
"湖內區中賢里",0.204977891669124,0.267733664827908,0.304958968132132,0.37530193236715,0.655036750495762,0.437374212437451,"3"
"湖內區忠興里",0.241826430348993,0.173024629010955,0.346785713232605,0.276721014492754,0.760942132901449,0.379559600530479,"8"
"茄萣區白雲里",0.19931310976839,0.259808872659467,0.28177780013543,0.369565217391304,0.656208443284568,0.542186235503976,"3"
"茄萣區保定里",0.204977891669124,0.290886489006293,0.288082521398532,0.345561594202899,0.674359088852258,0.445272082470033,"3"
"茄萣區大定里",0.170420783939437,0.216067127651309,0.213020531438649,0.187650966183575,0.723838026714811,0.273934062954159,"8"
"茄萣區福德里",0.234580854388555,0.226089658923161,0.167815989766878,0.384057971014493,0.68572414174944,0.269256354522844,"2"
"茄萣區光定里",0.204977891669124,0.220961852225934,0.215006662935718,0.326388888888889,0.735909584702426,0.266646328803922,"2"
"茄萣區和協里",0.285789870296599,0.200994483723098,0.274926154139854,0.329106280193237,0.771272724271958,0.360552172973523,"3"
"茄萣區吉定里",0.25791108069889,0.243726206199984,0.293352949770421,0.355223429951691,0.712176848828822,0.62940177024147,"3"
"茄萣區嘉安里",0.174329135949281,0.299044363297335,0.286725788845071,0.37530193236715,0.550111738371723,0.435814976293679,"2"
"茄萣區嘉賜里",0.275440013827695,0.315049335715951,0.447207795804704,0.352958937198068,0.513509718758745,0.4169261862694,"5"
"茄萣區嘉定里",0.316118682737919,0.226322741045762,0.274211425172341,0.271437198067633,0.807260006579467,0.264565934927313,"8"
"茄萣區嘉福里",0.050916897579201,0.193613549840727,0.210393559640847,0.229317632850242,0.697675298375714,0.289814544114095,"8"
"茄萣區嘉樂里",0.201205482773902,0.254214901717038,0.231413580036234,0.413496376811594,0.649391591951444,0.376487735845059,"2"
"茄萣區嘉泰里",0.168459986090059,0.226478129127496,0.168079799010881,0.406400966183575,0.737998124589901,0.60644964472296,"3"
"茄萣區崎漏里",0.206857963215322,0.23191671198819,0.460293749685951,0.320803140096618,0.554700859155078,0.477681314164898,"5"
"茄萣區萬福里",0.138503523485442,0.210395462668013,0.214353194737496,0.298611111111111,0.652981424817029,0.287310444763636,"2"
"甲仙區寶隆里",0.0165272173980468,0.05454121668868,0.0935167685762717,0.0961654589371981,0.771308942520512,0.190425951112862,"8"
"甲仙區大田里",0.11167740376512,0.0919120503457385,0.334695388823893,0.21844806763285,0.646709278186,0.205886963853686,"8"
"甲仙區東安里",0.270218417251495,0.161914381166965,0.270381815981667,0.377717391304348,0.840155822423365,0.234135407795333,"8"
"甲仙區關山里",0,0.0150726439282107,0.240118695921246,0.0952596618357488,0.801454048116188,0.12644218750662,"8"
"甲仙區和安里",0.29771070306016,0.160360500349623,0.33492246874455,0.383001207729469,0.754771115507582,0.233554931296157,"1"
"甲仙區西安里",0.302769916689347,0.202159894336104,0.378269886857704,0.479770531400966,0.817658539735303,0.286924872782432,"3"
"甲仙區小林里",0.0665105618505599,0.0345738481858442,0.36681354031289,0.223128019323672,0.597277444598836,0.127620088723926,"8"
"林園區北汕里",0.387603502232898,0.162147463289566,0.590411464459826,0.423611111111111,0.642685161863176,0.22134797659451,"1"
"林園區頂厝里",0.408693320920033,0.262217387926346,0.475591689151872,0.386473429951691,0.472981061823808,0.39298258994208,"5"
"林園區東林里",0.427828082545417,0.315204723797685,0.504049293027635,0.472977053140097,0.595734834700448,0.564515513975925,"5"
"林園區東汕里",0.343820745664638,0.198197498251884,0.487913733561564,0.264341787439614,0.622859408857725,0.146284314847064,"1"
"林園區鳳芸里",0.427828082545417,0.2012275658457,0.398420259607291,0.415911835748792,0.608089533254573,0.346048734603602,"5"
"林園區港埔里",0.343820745664638,0.238831481625359,0.39996527531105,0.369565217391304,0.610943891011519,0.403524382131493,"3"
"林園區港嘴里",0.353390541343947,0.229119726516976,0.376293960654649,0.479770531400966,0.560081512391362,0.320151856041828,"5"
"林園區龔厝里",0.421985281482233,0.247377826120737,0.386650936253437,0.38707729468599,0.591639792223105,0.366505234881129,"5"
"林園區廣應里",0.423449674537164,0.312096962163002,0.371581721839096,0.426630434782609,0.468207645597815,0.315088575629309,"5"
"林園區林家里",0.358136146678939,0.232926734519462,0.274939030775775,0.221014492753623,0.636806586792169,0.279260040760467,"2"
"林園區林內里",0.386077287804042,0.210317768627146,0.278901411032929,0.360356280193237,0.622901769804402,0.324397384889815,"2"
"林園區林園里",0.424911600205831,0.350244736228731,0.417107963547984,0.499094202898551,0.57850595809766,0.540758348057099,"5"
"林園區仁愛里",0.535826567472782,0.361898842358791,0.508050994142903,0.410024154589372,0.540204689651238,0.455864719316309,"5"
"林園區潭頭里",0.348618837223299,0.243726206199984,0.242273264974597,0.348882850241546,0.564806044825701,0.551202687987526,"3"
"林園區王公里",0.503081070788938,0.37145520938544,0.45309821142595,0.427838164251208,0.424529192181769,0.60136094198201,"5"
"林園區文賢里",0.399717523503867,0.321342553026183,0.354684808457072,0.481582125603865,0.567125466756532,0.387737116175804,"5"
"林園區五福里",0.314461275015055,0.213891694507031,0.44397957282361,0.356884057971014,0.412258630243402,0.242368005152259,"5"
"林園區溪州里",0.392166103521987,0.235257555745474,0.283198394814109,0.340428743961353,0.515559846628608,0.464097316673234,"3"
"林園區西汕里",0.370665644973659,0.184290264936679,0.530846680076506,0.327445652173913,0.60266504431415,0.107142403172707,"1"
"林園區西溪里",0.342215467354586,0.219019501204258,0.34429040912259,0.379981884057971,0.513761771898063,0.287793469003826,"2"
"林園區中厝里",0.399717523503867,0.21497941107917,0.284334869543205,0.310688405797101,0.614365293772731,0.408469025011334,"3"
"林園區中門里",0.389127036740394,0.236578354440214,0.406040838759566,0.402928743961353,0.598387217961935,0.372644727197231,"5"
"林園區中汕里",0.35655716047595,0.13184678735141,0.544961739605361,0.379981884057971,0.561976392116291,0.155686339311818,"1"
"林園區中芸里",0.378405684518134,0.186621086162691,0.347005274567776,0.333635265700483,0.639107955168124,0.412549308724519,"3"
"苓雅區安祥里",0.607349790324183,0.785719835288633,0.645329591347848,0.615942028985507,0.734851297853875,0.54240232529564,"6"
"苓雅區博仁里",0.478714807722581,0.675782767461736,0.541170579330779,0.650211352657005,0.679894365821119,0.55815993186816,"6"
"苓雅區朝陽里",0.457873469129968,0.500505011265636,0.402029023661306,0.500452898550725,0.720645650449195,0.373826865469275,"4"
"苓雅區城北里",0.477340852282528,0.45909408748349,0.359257158705042,0.677536231884058,0.677675137417146,0.594543520907747,"4"
"苓雅區城東里",0.559911972140388,0.58379302307513,0.49877442083858,0.568538647342995,0.650277486301638,0.503955290598399,"4"
"苓雅區城西里",0.206857963215322,0.363918887421335,0.207294570061555,0.505434782608696,0.666397925752362,0.510997275573803,"3"
"苓雅區福地里",0.327632726119688,0.342009167896822,0.335605413372396,0.440519323671498,0.666972921055665,0.34127781096804,"3"
"苓雅區福東里",0.395194562719067,0.423199440602906,0.439439005723572,0.532910628019324,0.577829102244046,0.444585679602395,"5"
"苓雅區福海里",0.411664737108705,0.394685727604693,0.380801507552008,0.45637077294686,0.752848394574789,0.39588073538322,"3"
"苓雅區福居里",0.304449786873508,0.319400202004506,0.289948894357516,0.391153381642512,0.719929834107929,0.398516183430574,"3"
"苓雅區福康里",0.387603502232898,0.375572993551395,0.408399823845903,0.414100241545894,0.742631431247341,0.394762152932254,"3"
"苓雅區福隆里",0.417577214359466,0.488073964726905,0.440522720960651,0.525815217391304,0.737556087414151,0.438391105574693,"4"
"苓雅區福南里",0.317772930482274,0.368658223914226,0.345640493778858,0.319595410628019,0.752508060117642,0.520823005512408,"3"
"苓雅區福人里",0.416102867906015,0.379846165799083,0.38195061943921,0.469806763285024,0.684747374715062,0.419074373021825,"3"
"苓雅區福壽里",0.322716833767868,0.360811125786652,0.322038537646864,0.405193236714976,0.741102398125777,0.445276319524772,"3"
"苓雅區福西里",0.29771070306016,0.292129593660166,0.322923682331967,0.448369565217391,0.711654392244086,0.349768868664014,"3"
"苓雅區福祥里",0.292621816454136,0.410224535778106,0.247542299146719,0.360356280193237,0.700850729393952,0.501891844940745,"3"
"苓雅區鼓中里",0.421985281482233,0.426307202237588,0.481416190581691,0.466183574879227,0.812267223050482,0.574675971238872,"4"
"苓雅區光華里",0.361285524652479,0.359101856887577,0.436512658583926,0.371376811594203,0.820480509488349,0.544703046018652,"3"
"苓雅區廣澤里",0.445124057509557,0.518996192991998,0.471089905001953,0.383454106280193,0.785350838404614,0.565490036565782,"4"
"苓雅區和煦里",0.488272054242005,0.582394530339523,0.545384856665095,0.457578502415459,0.718925644606837,0.51100574968328,"4"
"苓雅區華堂里",0.463480291090441,0.542304405252117,0.485513643907245,0.725392512077295,0.677395052455191,0.486714714867401,"4"
"苓雅區建軍里",0.39064790072153,0.37596146375573,0.266791832212465,0.365489130434783,0.60901162573267,0.37861897437853,"3"
"苓雅區凱旋里",0.595431296887094,0.629010954859762,0.696169928839653,0.528985507246377,0.681057928676921,0.386487185027943,"6"
"苓雅區林安里",0.509729782856115,0.628311708491958,0.70415724767981,0.739130434782609,0.730468898539216,0.410138424578307,"6"
"苓雅區林德里",0.544778111505137,0.646647502136586,0.535613521447038,0.635718599033816,0.694493492000832,0.464711689610318,"6"
"苓雅區林富里",0.66349476107735,0.826198430580374,0.792532562464349,0.705163043478261,0.655208049424362,0.582328092096622,"6"
"苓雅區林貴里",0.553638245030032,0.621163856732189,0.511090068026977,0.627566425120773,0.595823574895205,0.495226957837068,"6"
"苓雅區林華里",0.417577214359466,0.494988734364074,0.461821511119457,0.500452898550725,0.695949099661962,0.479757470986768,"4"
"苓雅區林靖里",0.59782812901649,0.744386605547354,0.525008330919787,0.490338164251208,0.765535313706771,0.376593662213522,"6"
"苓雅區林南里",0.629553562116747,0.760080801802502,0.783029879769397,0.728260869565218,0.704627933478873,0.358607364848546,"6"
"苓雅區林泉里",0.66349476107735,0.862481547665294,0.909083142327348,0.633001207729468,0.637365269786429,0.410379936698402,"6"
"苓雅區林榮里",0.414626011925474,0.599176443166809,0.45629772630938,0.558725845410628,0.624088969914563,0.400596577307182,"4"
"苓雅區林圍里",0.656811908945282,0.852303628311709,0.812465065984538,0.744263285024155,0.644854919334155,0.382199285632571,"6"
"苓雅區林西里",0.383016781353584,0.51682075984772,0.48313332645287,0.586503623188406,0.784557381056309,0.422379275717863,"4"
"苓雅區林興里",0.39670483756355,0.382021598943361,0.444273013191215,0.540609903381642,0.728665354323467,0.45185222847894,"4"
"苓雅區林中里",0.453644446887213,0.570740424209463,0.459771048377781,0.466183574879227,0.724168263513011,0.451021765750192,"4"
"苓雅區苓東里",0.316118682737919,0.408126796674695,0.315776292007064,0.471165458937198,0.66496661461728,0.446606754712664,"3"
"苓雅區苓昇里",0.367550192150329,0.314660865511615,0.284701002039788,0.426026570048309,0.742348689063505,0.513459004376878,"3"
"苓雅區苓雅里",0.436519167024159,0.501670421878642,0.352621243857429,0.643417874396135,0.660120717401056,0.551194213878049,"4"
"苓雅區苓中里",0.353390541343947,0.369279776241162,0.344153441372926,0.677536231884058,0.565992790877616,0.438416527903124,"5"
"苓雅區苓洲里",0.419049059799922,0.587833113200217,0.52049783483595,0.616696859903382,0.730218369671727,0.5187976933474,"4"
"苓雅區美田里",0.463480291090441,0.552404630564836,0.468014946058856,0.492300724637681,0.764988524630793,0.508984674573011,"4"
"苓雅區民主里",0.490983471070701,0.591018568875767,0.466701441332308,0.461201690821256,0.683178659824276,0.435704812870478,"4"
"苓雅區普天里",0.529375588469152,0.713231295159661,0.665134017479077,0.610658212560386,0.68106601321883,0.467025121497545,"6"
"苓雅區普照里",0.530669627007428,0.647968300831326,0.614007424286879,0.553592995169082,0.702479516451755,0.547063085508002,"6"
"苓雅區晴朗里",0.533251928553668,0.367958977546422,0.31186646690611,0.0730676328502416,0.607397684536776,0.189044671268108,"1"
"苓雅區人和里",0.386077287804042,0.487452412399969,0.407757705169914,0.554800724637681,0.754162304485199,0.534279891361917,"4"
"苓雅區仁政里",0.540953038392735,0.662030922228265,0.520730956632599,0.615942028985507,0.744967340568161,0.556638829217035,"6"
"苓雅區日中里",0.426371066788949,0.561650221428016,0.429010040168966,0.582427536231884,0.760233501134245,0.559219195552787,"4"
"苓雅區尚義里",0.636448851485122,0.639188874213348,0.775858668226764,0.637832125603865,0.73896724878591,0.501349501934216,"6"
"苓雅區田西里",0.464876353626683,0.567554968533913,0.376759258294618,0.540609903381642,0.783741633988752,0.598208573256558,"4"
"苓雅區同慶里",0.813884865979214,0.777484266956724,0.98528302411975,0.754528985507246,0.547668605911426,0.277141513391212,"6"
"苓雅區衛武里",0.369109316880889,0.39476342164556,0.36731149045174,0.412288647342995,0.729711095149645,0.279887124861766,"3"
"苓雅區文昌里",0.383016781353584,0.441768316370134,0.42860607592145,0.532155797101449,0.596328923766083,0.37088211242601,"5"
"苓雅區五福里",0.369109316880889,0.475953694351643,0.475214525670599,0.452143719806763,0.720246458118239,0.465415040696911,"4"
"苓雅區五權里",0.469051113945891,0.579364462745707,0.495073909720223,0.637832125603865,0.657194984071141,0.400295746420748,"4"
"苓雅區意誠里",0.401219952760811,0.46942739491881,0.464642420060984,0.638586956521739,0.543640211375507,0.502811285819002,"4"
"苓雅區英明里",0.416102867906015,0.478983761945459,0.466859546822615,0.573822463768116,0.650137354775441,0.359247160114062,"4"
"苓雅區永康里",0.452230179778512,0.521016238054541,0.40441834026874,0.470410628019324,0.69379416449382,0.403439641036723,"4"
"苓雅區正大里",0.462081978653893,0.587600031077616,0.473477255107637,0.616696859903382,0.499300523132311,0.459381474749272,"7"
"苓雅區正道里",0.429282655692598,0.529951052754254,0.458623212141732,0.595108695652174,0.620979015910251,0.397045925436311,"4"
"苓雅區正仁里",0.457873469129968,0.483334628234014,0.459494617093733,0.571859903381642,0.574128909763102,0.424035964120621,"4"
"苓雅區正文里",0.496381016807543,0.64680289021832,0.506695007820922,0.618659420289855,0.536943003227497,0.498989462444865,"6"
"苓雅區正心里",0.463480291090441,0.615414497708026,0.500318107066495,0.477958937198067,0.621708733450749,0.463622766542521,"4"
"苓雅區正言里",0.429282655692598,0.599098749125942,0.4749323928182,0.552838164251208,0.554537787345616,0.44454330905501,"4"
"苓雅區正義里",0.572324954655227,0.588376971486287,0.572608785385373,0.324124396135266,0.578880548314641,0.402939668577578,"7"
"苓雅區中正里",0.643289775325832,0.864035428482635,0.872565170113983,0.71875,0.636588387553818,0.493095719303598,"6"
"苓雅區奏捷里",0.440832279530184,0.536088881982752,0.4416478195662,0.620018115942029,0.745514112396292,0.391770792286866,"4"
"六龜區寶來里",0.182093417551381,0.084142646259032,0.531983154823543,0.417723429951691,0.768383727243554,0.21565761208069,"1"
"六龜區大津里",0.252582593046554,0.091290498018802,0.626659522243421,0.124547101449275,0.796357211199623,0.120340828683166,"1"
"六龜區荖濃里",0.096881506238993,0.00792479216844075,0.214234843029274,0.201841787439614,0.772262693650103,0.283895378644397,"8"
"六龜區六龜里",0.184023680147461,0.0704684950664284,0.229276032836133,0.200935990338164,0.73774901418315,0.237766563706237,"8"
"六龜區文武里",0.187871370174055,0.0870173257711133,0.223999223737486,0.169384057971014,0.734729514409117,0.182625533339265,"8"
"六龜區新發里",0.156601222730375,0.0839095641364308,0.411476160556315,0.197765700483092,0.802034913946334,0.176265714176762,"8"
"六龜區新寮里",0.486913161749539,0.0832103177686272,0.417368699937025,0.246829710144927,0.852855188329365,0.16128348862139,"1"
"六龜區新威里",0.275440013827695,0.124543547509906,0.531494943444767,0.036231884057971,0.8982929759114,0.358043836568325,"8"
"六龜區新興里",0.275440013827695,0.0595136353041722,0.361867153923714,0.240942028985507,0.829890492738404,0.133348586730392,"8"
"六龜區興龍里",0.096881506238993,0.0614559863258489,0.25508156533535,0.227355072463768,0.682707137024295,0.189959875091626,"8"
"六龜區義寶里",0.232759966670752,0.214746328956569,0.439706753764877,0.30570652173913,0.82726112997148,0.294907483909785,"1"
"六龜區中興里",0.302769916689347,0.147774065729159,0.308378162898972,0.22524154589372,0.721484809272781,0.197099312326016,"8"
"路竹區北嶺里",0.316118682737919,0.290342630720224,0.374501193370313,0.394021739130435,0.618087993321915,0.434734527335359,"3"
"路竹區頂寮里",0.289212567749193,0.261828917722011,0.346076633069932,0.313556763285024,0.703549444987578,0.372326948091842,"3"
"路竹區後鄉里",0.362855937170034,0.335949032709191,0.464778930463504,0.349486714975845,0.643981669752072,0.535093405871711,"3"
"路竹區甲北里",0.372219186443466,0.356227177375495,0.27469470527334,0.353562801932367,0.705693051912149,0.458339159283599,"3"
"路竹區甲南里",0.361285524652479,0.32538264315127,0.278557268459341,0.309027777777778,0.648727218166138,0.434115917343536,"3"
"路竹區三爺里",0.370665644973659,0.27589153911895,0.287325625130223,0.520078502415459,0.712148282906109,0.557545558931076,"3"
"路竹區社東里",0.302769916689347,0.319011731800171,0.340718096677706,0.322463768115942,0.699113185621828,0.401282980174821,"3"
"路竹區社南里",0.405711693659104,0.469971253204879,0.55787489987219,0.408212560386473,0.458324753868484,0.443331511399796,"7"
"路竹區社西里",0.301086787783099,0.364618133789138,0.391885339536032,0.399909420289855,0.66540216214905,0.512187887955325,"3"
"路竹區社中里",0.225437959681727,0.32087638878098,0.291736681144522,0.251509661835749,0.759773009844495,0.423908852478465,"3"
"路竹區文北里",0.350212322848571,0.347758526920985,0.38406268575844,0.396437198067633,0.564055339027524,0.448314287772284,"5"
"路竹區文南里",0.459278574990224,0.41170072255458,0.443708503341471,0.459993961352657,0.659442944908498,0.485053789409905,"4"
"路竹區下坑里",0.285789870296599,0.26687903037837,0.209690904484584,0.250452898550725,0.624962043555032,0.557020164143501,"3"
"路竹區新達里",0.375317949305381,0.272783777484267,0.415530012983385,0.295893719806763,0.728717182581263,0.364717197781478,"1"
"路竹區鴨寮里",0.432184506822534,0.366016626524745,0.476616629196957,0.330917874396135,0.556077767287028,0.470694410901094,"5"
"路竹區竹東里",0.447973494156184,0.445186854168285,0.589958704940239,0.42481884057971,0.555302390891296,0.453830933041824,"7"
"路竹區竹滬里",0.312800695218061,0.326159583559941,0.404770110199033,0.409420289855072,0.587976519674094,0.488468855529145,"5"
"路竹區竹南里",0.490983471070701,0.46437728226245,0.486224540038327,0.501056763285024,0.682155353488327,0.489723023731744,"4"
"路竹區竹西里",0.31113693118173,0.385906300986714,0.387462866561502,0.335899758454106,0.636238575147477,0.448649015096626,"3"
"路竹區竹園里",0.304449786873508,0.290264936679357,0.230032249181864,0.211201690821256,0.673384141351752,0.404812446772,"2"
"茂林區多納里",0.0947470582275523,0.142646259031932,0.0331484924750155,0.557518115942029,0.429970218914369,0.212755229584811,"2"
"茂林區茂林里",0.379945441229388,0.182736384119338,0.0504073379916483,0.475392512077295,0.416709141989478,0.263604123501672,"2"
"茂林區萬山里",0.369109316880889,0.158029679123611,0.0871512347065006,0.358091787439614,0.624113832945564,0.181884048760026,"2"
"美濃區德興里",0.436519167024159,0.212726283894025,0.284863965646264,0.30691425120773,0.820846936734388,0.365530712291272,"3"
"美濃區東門里",0.358136146678939,0.224535778105819,0.343694507614852,0.289855072463768,0.934973307906843,0.258642532402876,"8"
"美濃區福安里",0.381482470292251,0.272239919198198,0.317099456722945,0.314009661835749,0.845028375173501,0.302644345862304,"3"
"美濃區廣德里",0.261445312384254,0.15647579830627,0.336420272435065,0.235658212560387,0.920213118330814,0.314296246393207,"8"
"美濃區廣林里",0.359712264603868,0.145443244503147,0.336839040979157,0.304045893719807,0.891206415157897,0.225534186676158,"8"
"美濃區合和里",0.332520923156406,0.27721233781369,0.399936618291806,0.304649758454106,0.782608773151685,0.344578476609339,"1"
"美濃區吉東里",0.332520923156406,0.187553414653096,0.279872062297983,0.341636473429952,0.80050787920926,0.227182400969438,"8"
"美濃區吉和里",0.39670483756355,0.193147385595525,0.254027515212392,0.215881642512077,0.818992110203162,0.247838042819675,"8"
"美濃區吉洋里",0.353390541343947,0.139693885478984,0.257914116220177,0.235205314009662,0.84170541069549,0.265595539228771,"8"
"美濃區龍肚里",0.364423512445724,0.159195089736617,0.391628009080109,0.20606884057971,0.935165138322131,0.365950180710385,"8"
"美濃區龍山里",0.392166103521987,0.165410613005982,0.366496452358174,0.273550724637681,0.880253092089866,0.304012914542843,"8"
"美濃區祿興里",0.387603502232898,0.256856499106519,0.374258169454684,0.321859903381642,0.813393642998149,0.412672183311936,"3"
"美濃區瀰濃里",0.482823667867389,0.278144666304095,0.410524624236277,0.346165458937198,0.898005244066542,0.290056056234191,"1"
"美濃區清水里",0.429282655692598,0.19035040012431,0.285108789866728,0.314009661835749,0.81249119295292,0.405418345599607,"3"
"美濃區獅山里",0.407203788057923,0.177530883381245,0.347251894019818,0.319142512077295,0.840177380292367,0.229953434768424,"1"
"美濃區泰安里",0.419049059799922,0.332219718747572,0.552556550982154,0.309631642512077,0.861677836134386,0.429378890145882,"1"
"美濃區興隆里",0.36598826071307,0.162769015616502,0.431293626551469,0.165458937198068,0.931257558531265,0.209755394829946,"8"
"美濃區中壇里",0.449394710983506,0.253127185144899,0.310187109648311,0.286533816425121,0.843922508707699,0.375475079762556,"3"
"美濃區中圳里",0.440832279530184,0.269054463522648,0.444490422426361,0.426630434782609,0.794075041422388,0.340642252757263,"3"
"彌陀區光和里",0.284073445050223,0.225701188718825,0.424465203347502,0.411080917874396,0.537110511330936,0.370500777499545,"5"
"彌陀區過港里",0.263207044317611,0.164245202392976,0.396046577107827,0.393417874396135,0.678514353476952,0.30063598191625,"1"
"彌陀區海尾里",0.154608908010936,0.157718902960143,0.235665788562006,0.263888888888889,0.66238960461478,0.329367450098088,"2"
"彌陀區舊港里",0.174329135949281,0.235490637868076,0.455241407923229,0.205012077294686,0.603649579614815,0.300589374314127,"1"
"彌陀區漯底里",0.294321430472799,0.269986792013053,0.222045273465883,0.390549516908213,0.652588178162771,0.466448882053107,"3"
"彌陀區彌靖里",0.280630374345194,0.244036982363453,0.420595582032295,0.487167874396135,0.692493266995791,0.409172376097927,"3"
"彌陀區彌仁里",0.227274262333467,0.224691166187553,0.409495791244288,0.274003623188406,0.799538487057431,0.451784435603124,"3"
"彌陀區彌壽里",0.420518412698219,0.329267345194624,0.375372752404705,0.419535024154589,0.682137950701824,0.428874680631999,"3"
"彌陀區彌陀里",0.332520923156406,0.322507963639189,0.427035066324624,0.383001207729469,0.680270529918921,0.478787185451649,"3"
"彌陀區南寮里",0.275440013827695,0.200372931396162,0.258084906373425,0.362167874396135,0.591254659178135,0.383550906094156,"2"
"彌陀區文安里",0.193611100118196,0.173646181337891,0.484763648662991,0.294836956521739,0.641317662668855,0.31463097371755,"1"
"彌陀區鹽埕里",0.268470878535697,0.243959288322586,0.360863358036077,0.21225845410628,0.625755670170883,0.263489723023732,"1"
"那瑪夏區達卡努瓦里",0.3470224197001,0.174656203869163,0.142448242524799,0.303592995169082,0.342860036652264,0.160715723286429,"2"
"那瑪夏區瑪雅里",0.381482470292251,0.336337502913527,0.153025944673977,0.452143719806763,0.324616567645084,0.275772944710673,"2"
"那瑪夏區南沙魯里",0.263207044317611,0.163235179861705,0.203881452830044,0.279438405797101,0.380690099992631,0.047912614983073,"2"
"楠梓區翠屏里",0.478714807722581,0.47921684406806,0.548288997869901,0.509208937198068,0.349679159048138,0.479265972637101,"7"
"楠梓區大昌里",0.32926518695701,0.312019268122135,0.345852107733339,0.485356280193237,0.698486775648493,0.265188781973874,"3"
"楠梓區東寧里",0.537111027631986,0.582627612462124,0.661980108311764,0.560688405797102,0.452670596030409,0.413964485007182,"7"
"楠梓區福昌里",0.442265232257348,0.374718359101857,0.436989806128861,0.324728260869565,0.618935158908677,0.402681208238529,"5"
"楠梓區廣昌里",0.407203788057923,0.338124465853469,0.351449364102763,0.477958937198067,0.67113491581285,0.361467376797041,"3"
"楠梓區國昌里",0.420518412698219,0.407893714552094,0.44706214415264,0.471165458937198,0.468406633491809,0.447428743331935,"5"
"楠梓區和昌里",0.413146637860201,0.465931163079792,0.427041692698817,0.489734299516908,0.665873484736597,0.511552329744548,"4"
"楠梓區宏昌里",0.51895320874546,0.493201771424132,0.620251592214193,0.591787439613527,0.429654473307499,0.427006139492316,"7"
"楠梓區宏南里",0.894883047840274,1,0.863729756402735,0.292572463768116,0.970092959484407,0.155771080406588,"6"
"楠梓區宏榮里",0.685406346715835,0.571284282495532,0.548003775853176,0.375905797101449,0.839549158885732,0.215882175981832,"6"
"楠梓區宏毅里",0.656811908945282,0.481392277212338,0.450094460486373,0.355223429951691,0.941688442245139,0.00291933071483354,"1"
"楠梓區惠豐里",0.478714807722581,0.47206899230829,0.578392194012845,0.523248792270531,0.447063854933561,0.387444759398847,"7"
"楠梓區惠民里",0.404217028898295,0.444021443555279,0.500223208661848,0.448369565217391,0.55107116203989,0.401054179218941,"5"
"楠梓區惠楠里",0.413146637860201,0.364074275503069,0.341586880862148,0.258001207729468,0.461122228745522,0.298119171401575,"5"
"楠梓區加昌里",0.475964717689398,0.463678035894647,0.565583336500876,0.553592995169082,0.442071332475714,0.397973840424044,"7"
"楠梓區建昌里",0.432184506822534,0.392277212337814,0.479609403053188,0.441727053140097,0.605702655070853,0.480829445835611,"5"
"楠梓區金田里",0.436519167024159,0.365006603993474,0.253055782516596,0.44957729468599,0.606740838014136,0.388381148496057,"3"
"楠梓區錦屏里",0.471823169591638,0.428249553259265,0.305823469650316,0.438707729468599,0.650533102638163,0.435175181028164,"3"
"楠梓區久昌里",0.393681654438473,0.369124388159428,0.442337188129223,0.473580917874396,0.450117446424501,0.354768593255456,"5"
"楠梓區藍田里",0.681068074282331,0.716105974671743,0.953733658627958,0.430253623188406,0.259787900678974,0.488583256007084,"7"
"楠梓區隆昌里",0.393681654438473,0.46888353663274,0.468019460241521,0.484752415458937,0.604113466422008,0.451131929173393,"4"
"楠梓區清豐里",0.55740792226648,0.524123999689224,0.67718477886849,0.472977053140097,0.292947398886381,0.502251994593518,"7"
"楠梓區慶昌里",0.561161292268525,0.613316758604615,0.570977438347246,0.545742753623188,0.600464656587559,0.461622876705944,"6"
"楠梓區仁昌里",0.433631801034819,0.440214435552793,0.555622461223374,0.583786231884058,0.378316342540961,0.405443767928038,"7"
"楠梓區稔田里",0.462081978653893,0.312174656203869,0.255447428848136,0.422403381642512,0.621961334608664,0.297475139081322,"3"
"楠梓區瑞屏里",0.453644446887213,0.429570351954005,0.422840473341907,0.525211352657005,0.542518616166416,0.485799511043883,"5"
"楠梓區盛昌里",0.540953038392735,0.522181648667547,0.552275306975065,0.480978260869565,0.435532022954769,0.434526911653172,"7"
"楠梓區泰昌里",0.381482470292251,0.297723564602595,0.38404839759959,0.367300724637681,0.645008361974621,0.410125713414092,"3"
"楠梓區五常里",0.402719784904521,0.37464066506099,0.531910859664891,0.501056763285024,0.429035563396942,0.42275637358959,"5"
"楠梓區享平里",0.437959254788918,0.448216921762101,0.450563368586853,0.615338164251208,0.54297872827382,0.341515086033397,"5"
"楠梓區興昌里",0.559911972140388,0.489783233625981,0.546789935245063,0.45576690821256,0.50475514280356,0.419993813900082,"7"
"楠梓區秀昌里",0.496381016807543,0.468261984305804,0.425093563230753,0.501056763285024,0.542381743476908,0.363594378275773,"5"
"楠梓區玉屏里",0.457873469129968,0.334939010177919,0.239631336144183,0.426026570048309,0.612955597021237,0.390097155665154,"3"
"楠梓區裕昌里",0.595431296887094,0.457384818584414,0.549750137059429,0.489130434782609,0.464515715856512,0.468554698258147,"7"
