YM,CODEBASE,kW,COUNT,CITY,AREA,CODE1,CODE2,VILLCODE
10507,A6303-0906-00,104805,82,臺北市,大安區,A6303-75-006,A6303-75,A6303-028-00
10506,A6303-0906-00,189,1,臺北市,大安區,A6303-75-006,A6303-75,A6303-028-00
10507,A6303-0907-00,62931,8,臺北市,大安區,A6303-85-001,A6303-85,A6303-011-00
10506,A6303-0907-00,114010,116,臺北市,大安區,A6303-85-001,A6303-85,A6303-011-00
10507,A6303-0908-00,93267,79,臺北市,大安區,A6303-77-008,A6303-77,A6303-034-00
10507,A6303-0909-00,5840,2,臺北市,大安區,A6303-80-001,A6303-80,A6303-037-00
10506,A6303-0909-00,51759,75,臺北市,大安區,A6303-80-001,A6303-80,A6303-037-00
10507,A6303-0910-00,14415,6,臺北市,大安區,A6303-85-002,A6303-85,A6303-011-00
10506,A6303-0910-00,174968,143,臺北市,大安區,A6303-85-002,A6303-85,A6303-011-00
10507,A6303-0911-00,89555,7,臺北市,大安區,A6303-78-002,A6303-78,A6303-014-00
10506,A6303-0911-00,6697,9,臺北市,大安區,A6303-78-002,A6303-78,A6303-014-00
10507,A6303-0912-00,163072,120,臺北市,大安區,A6303-75-007,A6303-75,A6303-028-00
10507,A6303-0913-00,144818,110,臺北市,大安區,A6303-79-007,A6303-79,A6303-035-00
10506,A6303-0913-00,2019,1,臺北市,大安區,A6303-79-007,A6303-79,A6303-035-00
10507,A6303-0914-00,124503,109,臺北市,大安區,A6303-78-005,A6303-78,A6303-014-00
10507,A6303-0915-00,109728,76,臺北市,大安區,A6303-76-008,A6303-76,A6303-028-00
10507,A6303-0916-00,194444,112,臺北市,大安區,A6303-84-001,A6303-84,A6303-041-00
10507,A6303-0917-00,63795,62,臺北市,大安區,A6303-76-009,A6303-76,A6303-028-00
10507,A6303-0918-00,4965,2,臺北市,大安區,A6303-80-003,A6303-80,A6303-036-00
10506,A6303-0918-00,104885,113,臺北市,大安區,A6303-80-003,A6303-80,A6303-036-00
10507,A6303-0919-00,119204,132,臺北市,大安區,A6303-81-005,A6303-81,A6303-012-00
10506,A6303-0919-00,118,1,臺北市,大安區,A6303-81-005,A6303-81,A6303-012-00
10507,A6303-0920-00,156046,103,臺北市,大安區,A6303-84-002,A6303-84,A6303-041-00
10506,A6303-0920-00,2405,2,臺北市,大安區,A6303-84-002,A6303-84,A6303-041-00
10507,A6303-0921-00,60863,10,臺北市,大安區,A6303-78-002,A6303-78,A6303-012-00
10507,A6303-0922-00,45356,48,臺北市,大安區,A6303-77-007,A6303-77,A6303-034-00
10506,A6303-0922-00,40,1,臺北市,大安區,A6303-77-007,A6303-77,A6303-034-00
10507,A6303-0923-00,5915,1,臺北市,大安區,A6303-80-004,A6303-80,A6303-036-00
10506,A6303-0923-00,84912,89,臺北市,大安區,A6303-80-004,A6303-80,A6303-036-00
10507,A6303-0924-00,150124,100,臺北市,大安區,A6303-76-010,A6303-76,A6303-028-00
10506,A6303-0924-00,520,1,臺北市,大安區,A6303-76-010,A6303-76,A6303-028-00
10507,A6303-0925-00,2536,2,臺北市,大安區,A6303-81-006,A6303-81,A6303-011-00
10506,A6303-0925-00,45660,76,臺北市,大安區,A6303-81-006,A6303-81,A6303-011-00
10507,A6303-0926-00,115073,111,臺北市,大安區,A6303-78-007,A6303-78,A6303-012-00
10506,A6303-0926-00,505,1,臺北市,大安區,A6303-78-007,A6303-78,A6303-012-00
10507,A6303-0927-00,208397,147,臺北市,大安區,A6303-77-008,A6303-77,A6303-034-00
10507,A6303-0928-00,5826,2,臺北市,大安區,A6303-80-004,A6303-80,A6303-036-00
10506,A6303-0928-00,100949,80,臺北市,大安區,A6303-80-004,A6303-80,A6303-036-00
10506,A6303-0929-00,27593,38,臺北市,大安區,A6303-81-006,A6303-81,A6303-011-00
10506,A6303-0930-00,109287,64,臺北市,大安區,A6303-81-004,A6303-81,A6303-011-00
10507,A6303-0931-00,104327,71,臺北市,大安區,A6303-75-008,A6303-75,A6303-028-00
10506,A6303-0931-00,40,1,臺北市,大安區,A6303-75-008,A6303-75,A6303-028-00
10507,A6303-0932-00,76007,73,臺北市,大安區,A6303-77-009,A6303-77,A6303-034-00
10506,A6303-0932-00,1743,2,臺北市,大安區,A6303-77-009,A6303-77,A6303-034-00
10507,A6303-0933-00,108867,88,臺北市,大安區,A6303-75-009,A6303-75,A6303-028-00
10506,A6303-0933-00,152,3,臺北市,大安區,A6303-75-009,A6303-75,A6303-028-00
10507,A6303-0934-00,151506,139,臺北市,大安區,A6303-80-005,A6303-80,A6303-036-00
10506,A6303-0935-00,55768,64,臺北市,大安區,A6303-85-003,A6303-85,A6303-011-00
10507,A6303-0936-00,164149,18,臺北市,大安區,A6303-80-002,A6303-80,A6303-036-00
10506,A6303-0936-00,232257,170,臺北市,大安區,A6303-80-002,A6303-80,A6303-036-00
10507,A6303-0937-00,54212,72,臺北市,大安區,A6303-82-001,A6303-82,A6303-014-00
10507,A6303-0938-00,145635,70,臺北市,大安區,A6303-84-003,A6303-84,A6303-041-00
10506,A6303-0938-00,53,1,臺北市,大安區,A6303-84-003,A6303-84,A6303-041-00
10507,A6303-0939-00,287994,114,臺北市,大安區,A6303-63-010,A6303-63,A6303-035-00
10506,A6303-0939-00,2955,3,臺北市,大安區,A6303-63-010,A6303-63,A6303-035-00
10507,A6303-0940-00,174524,78,臺北市,大安區,A6303-87-001,A6303-87,A6303-041-00
10507,A6303-0941-00,60482,38,臺北市,大安區,A6303-83-001,A6303-83,A6303-012-00
10507,A6303-0942-00,59620,79,臺北市,大安區,A6303-78-008,A6303-78,A6303-012-00
10507,A6303-0943-00,121694,127,臺北市,大安區,A6303-75-010,A6303-75,A6303-028-00
10506,A6303-0943-00,10401,28,臺北市,大安區,A6303-75-010,A6303-75,A6303-028-00
10507,A6303-0944-00,2267,3,臺北市,大安區,A6303-85-003,A6303-85,A6303-011-00
10506,A6303-0944-00,80451,67,臺北市,大安區,A6303-85-003,A6303-85,A6303-011-00
10507,A6303-0945-00,158899,110,臺北市,大安區,A6303-79-007,A6303-79,A6303-035-00
10507,A6303-0946-00,58725,53,臺北市,大安區,A6303-82-001,A6303-82,A6303-014-00
10507,A6303-0947-00,229991,82,臺北市,大安區,A6303-84-005,A6303-84,A6303-041-00
10507,A6303-0948-00,309562,141,臺北市,大安區,A6303-79-008,A6303-79,A6303-035-00
10506,A6303-0948-00,13239,11,臺北市,大安區,A6303-79-008,A6303-79,A6303-035-00
10507,A6303-0949-00,109381,99,臺北市,大安區,A6303-78-008,A6303-78,A6303-012-00
10506,A6303-0949-00,158,1,臺北市,大安區,A6303-78-008,A6303-78,A6303-012-00
10507,A6303-0950-00,32559,10,臺北市,大安區,A6303-80-006,A6303-80,A6303-036-00
10506,A6303-0950-00,186012,76,臺北市,大安區,A6303-80-006,A6303-80,A6303-036-00
10507,A6303-0951-00,107610,107,臺北市,大安區,A6303-87-002,A6303-87,A6303-041-00
10506,A6303-0951-00,2998,2,臺北市,大安區,A6303-87-002,A6303-87,A6303-041-00
10507,A6303-0952-00,49870,9,臺北市,大安區,A6303-80-007,A6303-80,A6303-036-00
10506,A6303-0952-00,264670,164,臺北市,大安區,A6303-80-007,A6303-80,A6303-036-00
10507,A6303-0953-00,103599,154,臺北市,大安區,A6303-77-009,A6303-77,A6303-034-00
10507,A6303-0954-00,25383,3,臺北市,大安區,A6303-83-002,A6303-83,A6303-011-00
10506,A6303-0954-00,21822,21,臺北市,大安區,A6303-83-002,A6303-83,A6303-011-00
10507,A6303-0955-00,514945,369,臺北市,大安區,A6303-82-002,A6303-82,A6303-014-00
10506,A6303-0955-00,917,7,臺北市,大安區,A6303-82-002,A6303-82,A6303-014-00
10507,A6303-0956-00,19164,5,臺北市,大安區,A6303-80-008,A6303-80,A6303-036-00
10506,A6303-0956-00,170799,182,臺北市,大安區,A6303-80-008,A6303-80,A6303-036-00
10506,A6303-0957-00,56511,86,臺北市,大安區,A6303-81-007,A6303-81,A6303-011-00
10507,A6303-0958-00,188104,128,臺北市,大安區,A6303-63-011,A6303-63,A6303-035-00
10506,A6303-0958-00,2153,3,臺北市,大安區,A6303-63-011,A6303-63,A6303-035-00
10507,A6303-0959-00,12671,2,臺北市,大安區,A6303-80-009,A6303-80,A6303-036-00
10506,A6303-0959-00,69222,79,臺北市,大安區,A6303-80-009,A6303-80,A6303-036-00
10506,A6303-0960-00,46300,75,臺北市,大安區,A6303-81-008,A6303-81,A6303-011-00
10507,A6303-0961-00,104593,74,臺北市,大安區,A6303-80-010,A6303-80,A6303-036-00
10507,A6303-0962-00,63311,56,臺北市,大安區,A6303-83-001,A6303-83,A6303-012-00
10507,A6303-0963-00,102157,96,臺北市,大安區,A6303-78-009,A6303-78,A6303-012-00
10506,A6303-0963-00,1617,2,臺北市,大安區,A6303-78-009,A6303-78,A6303-012-00
10507,A6303-0964-00,203752,105,臺北市,大安區,A6303-63-010,A6303-63,A6303-035-00
10506,A6303-0964-00,5986,4,臺北市,大安區,A6303-63-010,A6303-63,A6303-035-00
10507,A6303-0965-00,147773,120,臺北市,大安區,A6303-86-001,A6303-86,A6303-040-00
10506,A6303-0965-00,2392,4,臺北市,大安區,A6303-86-001,A6303-86,A6303-040-00
10507,A6303-0966-00,81442,47,臺北市,大安區,A6303-79-009,A6303-79,A6303-035-00
10507,A6303-0967-00,928,2,臺北市,大安區,A6303-85-004,A6303-85,A6303-011-00
10506,A6303-0967-00,69302,76,臺北市,大安區,A6303-85-004,A6303-85,A6303-011-00
10507,A6303-0968-00,67283,84,臺北市,大安區,A6303-82-003,A6303-82,A6303-014-00
10506,A6303-0968-00,1147,1,臺北市,大安區,A6303-82-003,A6303-82,A6303-014-00
10507,A6303-0969-00,173274,166,臺北市,大安區,A6303-79-009,A6303-79,A6303-035-00
10507,A6303-0970-00,70523,64,臺北市,大安區,A6303-78-009,A6303-78,A6303-012-00
10506,A6303-0970-00,151,1,臺北市,大安區,A6303-78-009,A6303-78,A6303-012-00
10507,A6303-0971-00,32986,33,臺北市,大安區,A6303-77-009,A6303-77,A6303-034-00
10507,A6303-0972-00,79852,77,臺北市,大安區,A6303-84-004,A6303-84,A6303-041-00
10506,A6303-0972-00,1222,1,臺北市,大安區,A6303-84-004,A6303-84,A6303-041-00
10507,A6303-0973-00,112918,45,臺北市,大安區,A6303-94-002,A6303-94,A6303-039-00
10507,A6303-0974-00,133509,107,臺北市,大安區,A6303-84-006,A6303-84,A6303-041-00
10507,A6303-0975-00,195395,185,臺北市,大安區,A6303-82-005,A6303-82,A6303-014-00
10507,A6303-0976-00,69652,84,臺北市,大安區,A6303-82-004,A6303-82,A6303-014-00
10507,A6303-0977-00,33290,3,臺北市,大安區,A6303-94-001,A6303-94,A6303-038-00
10506,A6303-0977-00,124695,124,臺北市,大安區,A6303-94-001,A6303-94,A6303-038-00
10507,A6303-0978-00,13364,5,臺北市,大安區,A6303-94-001,A6303-94,A6303-038-00
10506,A6303-0978-00,108308,124,臺北市,大安區,A6303-94-001,A6303-94,A6303-038-00
10507,A6303-0979-00,73900,49,臺北市,大安區,A6303-84-005,A6303-84,A6303-041-00
10507,A6303-0980-00,59688,50,臺北市,大安區,A6303-82-003,A6303-82,A6303-014-00
10507,A6303-0981-00,59736,46,臺北市,大安區,A6303-83-001,A6303-83,A6303-012-00
10506,A6303-0981-00,2926,4,臺北市,大安區,A6303-83-001,A6303-83,A6303-012-00
10507,A6303-0982-00,3544,8,臺北市,大安區,A6303-87-003,A6303-87,A6303-040-00
10507,A6303-0983-00,183463,162,臺北市,大安區,A6303-83-003,A6303-83,A6303-012-00
10507,A6303-0984-00,72816,84,臺北市,大安區,A6303-82-004,A6303-82,A6303-014-00
10506,A6303-0985-00,54146,96,臺北市,大安區,A6303-81-008,A6303-81,A6303-011-00
10507,A6303-0986-00,57072,61,臺北市,大安區,A6303-86-002,A6303-86,A6303-040-00
10507,A6303-0987-00,28347,6,臺北市,大安區,A6303-91-001,A6303-91,A6303-038-00
10506,A6303-0987-00,127635,125,臺北市,大安區,A6303-91-001,A6303-91,A6303-038-00
10507,A6303-0988-00,85983,73,臺北市,大安區,A6303-86-003,A6303-86,A6303-040-00
10507,A6303-0989-00,352987,134,臺北市,大安區,A6303-88-001,A6303-88,A6303-040-00
10507,A6303-0990-00,158431,106,臺北市,大安區,A6303-84-007,A6303-84,A6303-041-00
10506,A6303-0990-00,1604,1,臺北市,大安區,A6303-84-007,A6303-84,A6303-041-00
10507,A6303-0991-00,5329,2,臺北市,大安區,A6303-91-001,A6303-91,A6303-038-00
10506,A6303-0991-00,108262,87,臺北市,大安區,A6303-91-001,A6303-91,A6303-038-00
10507,A6303-0992-00,26999,5,臺北市,大安區,A6303-91-002,A6303-91,A6303-038-00
10506,A6303-0992-00,158789,196,臺北市,大安區,A6303-91-002,A6303-91,A6303-038-00
10507,A6303-0993-00,202818,84,臺北市,大安區,A6303-90-003,A6303-90,A6303-014-00
10506,A6303-0993-00,40,1,臺北市,大安區,A6303-90-003,A6303-90,A6303-014-00
10507,A6303-0994-00,497375,221,臺北市,大安區,A6303-83-004,A6303-83,A6303-012-00
10507,A6303-0995-00,143813,138,臺北市,大安區,A6303-82-005,A6303-82,A6303-014-00
10507,A6303-0996-00,11997,5,臺北市,大安區,A6303-83-002,A6303-83,A6303-011-00
10506,A6303-0996-00,112555,124,臺北市,大安區,A6303-83-002,A6303-83,A6303-011-00
10507,A6303-0997-00,76928,103,臺北市,大安區,A6303-82-006,A6303-82,A6303-014-00
10507,A6303-0998-00,13960,2,臺北市,大安區,A6303-85-005,A6303-85,A6303-011-00
10506,A6303-0998-00,103603,110,臺北市,大安區,A6303-85-005,A6303-85,A6303-011-00
10507,A6303-0999-00,15700,3,臺北市,大安區,A6303-91-003,A6303-91,A6303-038-00
10506,A6303-0999-00,134547,137,臺北市,大安區,A6303-91-003,A6303-91,A6303-038-00
10507,A6303-1000-00,214943,158,臺北市,大安區,A6303-94-002,A6303-94,A6303-039-00
10506,A6303-1000-00,102,1,臺北市,大安區,A6303-94-002,A6303-94,A6303-039-00
10507,A6303-1001-00,98901,90,臺北市,大安區,A6303-83-005,A6303-83,A6303-012-00
10506,A6303-1001-00,1386,1,臺北市,大安區,A6303-83-005,A6303-83,A6303-012-00
10507,A6303-1002-00,101827,126,臺北市,大安區,A6303-83-006,A6303-83,A6303-012-00
10507,A6303-1003-00,5527,2,臺北市,大安區,A6303-94-003,A6303-94,A6303-038-00
10506,A6303-1003-00,110129,123,臺北市,大安區,A6303-94-003,A6303-94,A6303-038-00
10507,A6303-1004-00,118808,116,臺北市,大安區,A6303-86-004,A6303-86,A6303-040-00
10506,A6303-1004-00,243,1,臺北市,大安區,A6303-86-004,A6303-86,A6303-040-00
10507,A6303-1005-00,76883,67,臺北市,大安區,A6303-83-006,A6303-83,A6303-012-00
10507,A6303-1006-00,59523,66,臺北市,大安區,A6303-90-002,A6303-90,A6303-014-00
10507,A6303-1007-00,129720,115,臺北市,大安區,A6303-82-007,A6303-82,A6303-014-00
10506,A6303-1008-00,84951,116,臺北市,大安區,A6303-83-007,A6303-83,A6303-011-00
10507,A6303-1009-00,47430,49,臺北市,大安區,A6303-86-005,A6303-86,A6303-040-00
10507,A6303-1010-00,77848,99,臺北市,大安區,A6303-90-001,A6303-90,A6303-014-00
10506,A6303-1010-00,741,1,臺北市,大安區,A6303-90-001,A6303-90,A6303-014-00
10507,A6303-1011-00,69616,66,臺北市,大安區,A6303-84-008,A6303-84,A6303-041-00
10507,A6303-1012-00,103641,86,臺北市,大安區,A6303-84-009,A6303-84,A6303-041-00
10506,A6303-1012-00,447,1,臺北市,大安區,A6303-84-009,A6303-84,A6303-041-00
10507,A6303-1013-00,1680,1,臺北市,大安區,A6303-91-005,A6303-91,A6303-038-00
10506,A6303-1013-00,24132,26,臺北市,大安區,A6303-91-005,A6303-91,A6303-038-00
10507,A6303-1014-00,171731,85,臺北市,大安區,A6303-89-001,A6303-89,A6303-012-00
10506,A6303-1014-00,843,1,臺北市,大安區,A6303-89-001,A6303-89,A6303-012-00
10507,A6303-1015-00,99077,14,臺北市,大安區,A6303-91-004,A6303-91,A6303-038-00
10506,A6303-1015-00,221546,149,臺北市,大安區,A6303-91-004,A6303-91,A6303-038-00
10507,A6303-1016-00,360,1,臺北市,大安區,A6303-91-005,A6303-91,A6303-038-00
10506,A6303-1016-00,86803,101,臺北市,大安區,A6303-91-005,A6303-91,A6303-038-00
10507,A6303-1017-00,5400,2,臺北市,大安區,A6303-91-003,A6303-91,A6303-038-00
10506,A6303-1017-00,62129,78,臺北市,大安區,A6303-91-003,A6303-91,A6303-038-00
10507,A6303-1018-00,82713,81,臺北市,大安區,A6303-89-001,A6303-89,A6303-012-00
10506,A6303-1018-00,895,1,臺北市,大安區,A6303-89-001,A6303-89,A6303-012-00
10507,A6303-1019-00,65969,78,臺北市,大安區,A6303-86-006,A6303-86,A6303-040-00
10507,A6303-1020-00,68078,52,臺北市,大安區,A6303-89-002,A6303-89,A6303-012-00
10507,A6303-1021-00,63841,70,臺北市,大安區,A6303-90-002,A6303-90,A6303-014-00
10507,A6303-1022-00,274934,76,臺北市,大安區,A6303-90-003,A6303-90,A6303-014-00
10507,A6303-1023-00,27097,29,臺北市,大安區,A6303-86-005,A6303-86,A6303-040-00
10507,A6303-1024-00,75232,74,臺北市,大安區,A6303-92-001,A6303-92,A6303-040-00
10507,A6303-1025-00,142443,100,臺北市,大安區,A6303-82-008,A6303-82,A6303-014-00
10506,A6303-1025-00,79,1,臺北市,大安區,A6303-82-008,A6303-82,A6303-014-00
10507,A6303-1026-00,7850,8,臺北市,大安區,A6303-87-003,A6303-87,A6303-041-00
10507,A6303-1027-00,74154,15,臺北市,大安區,A6303-91-007,A6303-91,A6303-038-00
10506,A6303-1027-00,281158,166,臺北市,大安區,A6303-91-007,A6303-91,A6303-038-00
10506,A6303-1028-00,26890,45,臺北市,大安區,A6303-83-008,A6303-83,A6303-011-00
10507,A6303-1029-00,65818,80,臺北市,大安區,A6303-89-002,A6303-89,A6303-012-00
10506,A6303-1029-00,572,1,臺北市,大安區,A6303-89-002,A6303-89,A6303-012-00
10507,A6303-1031-00,1098,2,臺北市,大安區,A6303-83-008,A6303-83,A6303-011-00
10506,A6303-1031-00,64176,82,臺北市,大安區,A6303-83-008,A6303-83,A6303-011-00
10507,A6303-1032-00,150678,83,臺北市,大安區,A6303-89-003,A6303-89,A6303-013-00
10506,A6303-1032-00,130,1,臺北市,大安區,A6303-89-003,A6303-89,A6303-013-00
10507,A6303-1033-00,46078,43,臺北市,大安區,A6303-85-006,A6303-85,A6303-041-00
10506,A6303-1033-00,424,1,臺北市,大安區,A6303-85-006,A6303-85,A6303-041-00
10507,A6303-1034-00,103138,80,臺北市,大安區,A6303-89-003,A6303-89,A6303-013-00
10507,A6303-1035-00,63601,72,臺北市,大安區,A6303-86-007,A6303-86,A6303-040-00
10507,A6303-1036-00,671,1,臺北市,大安區,A6303-93-001,A6303-93,A6303-044-00
10506,A6303-1036-00,65099,38,臺北市,大安區,A6303-93-001,A6303-93,A6303-044-00
10507,A6303-1037-00,139126,99,臺北市,大安區,A6303-86-008,A6303-86,A6303-040-00
10506,A6303-1037-00,40,1,臺北市,大安區,A6303-86-008,A6303-86,A6303-040-00
10507,A6303-1038-00,146618,135,臺北市,大安區,A6303-89-004,A6303-89,A6303-013-00
10507,A6303-1039-00,114540,61,臺北市,大安區,A6303-88-002,A6303-88,A6303-040-00
10507,A6303-1040-00,94555,52,臺北市,大安區,A6303-88-002,A6303-88,A6303-040-00
10507,A6303-1041-00,57987,59,臺北市,大安區,A6303-92-001,A6303-92,A6303-040-00
10507,A6303-1042-00,174383,123,臺北市,大安區,A6303-90-004,A6303-90,A6303-014-00
10507,A6303-1043-00,2003,2,臺北市,大安區,A6303-85-005,A6303-85,A6303-011-00
10507,A6303-1044-00,9769,4,臺北市,大安區,A6303-94-005,A6303-94,A6303-038-00
10506,A6303-1044-00,149497,139,臺北市,大安區,A6303-94-005,A6303-94,A6303-038-00
10507,A6303-1045-00,83098,52,臺北市,大安區,A6303-90-003,A6303-90,A6303-014-00
10507,A6303-1046-00,64242,74,臺北市,大安區,A6303-92-002,A6303-92,A6303-040-00
10507,A6303-1047-00,41,1,臺北市,大安區,A6303-91-006,A6303-91,A6303-038-00
10506,A6303-1047-00,48073,48,臺北市,大安區,A6303-91-006,A6303-91,A6303-038-00
10506,A6303-1048-00,37758,64,臺北市,大安區,A6303-95-001,A6303-95,A6303-011-00
10507,A6303-1049-00,176135,108,臺北市,大安區,A6303-89-006,A6303-89,A6303-013-00
10506,A6303-1049-00,1850,2,臺北市,大安區,A6303-89-006,A6303-89,A6303-013-00
10507,A6303-1050-00,78140,61,臺北市,大安區,A6303-90-004,A6303-90,A6303-014-00
10507,A6303-1051-00,236617,290,臺北市,大安區,A6303-84-010,A6303-84,A6303-041-00
10507,A6303-1052-00,11697,2,臺北市,大安區,A6303-91-006,A6303-91,A6303-038-00
10506,A6303-1052-00,166504,88,臺北市,大安區,A6303-91-006,A6303-91,A6303-038-00
10507,A6303-1053-00,26816,31,臺北市,大安區,A6303-85-006,A6303-85,A6303-041-00
10507,A6303-1054-00,1537,3,臺北市,大安區,A6303-93-002,A6303-93,A6303-044-00
10506,A6303-1054-00,115398,129,臺北市,大安區,A6303-93-002,A6303-93,A6303-044-00
10507,A6303-1055-00,91789,84,臺北市,大安區,A6303-92-003,A6303-92,A6303-040-00
10507,A6303-1056-00,86031,76,臺北市,大安區,A6303-88-003,A6303-88,A6303-040-00
10507,A6303-1057-00,96322,100,臺北市,大安區,A6303-89-005,A6303-89,A6303-013-00
10507,A6303-1058-00,333877,172,臺北市,大安區,A6303-94-004,A6303-94,A6303-039-00
10507,A6303-1059-00,3554,2,臺北市,大安區,A6303-90-006,A6303-90,A6303-014-00
10507,A6303-1060-00,126735,118,臺北市,大安區,A6303-89-007,A6303-89,A6303-013-00
10507,A6303-1061-00,109440,107,臺北市,大安區,A6303-87-004,A6303-87,A6303-040-00
10507,A6303-1062-00,217672,172,臺北市,大安區,A6303-85-007,A6303-85,A6303-041-00
10506,A6303-1062-00,40,1,臺北市,大安區,A6303-85-007,A6303-85,A6303-041-00
10507,A6303-1063-00,112159,57,臺北市,大安區,A6303-90-006,A6303-90,A6303-014-00
10506,A6303-1063-00,475,1,臺北市,大安區,A6303-90-006,A6303-90,A6303-014-00
10506,A6303-1064-00,47541,77,臺北市,大安區,A6303-85-008,A6303-85,A6303-011-00
10507,A6303-1065-00,159235,74,臺北市,大安區,A6303-89-006,A6303-89,A6303-013-00
10506,A6303-1065-00,1851,3,臺北市,大安區,A6303-89-006,A6303-89,A6303-013-00
10507,A6303-1066-00,216624,139,臺北市,大安區,A6303-90-005,A6303-90,A6303-014-00
10507,A6303-1067-00,74824,78,臺北市,大安區,A6303-87-005,A6303-87,A6303-040-00
10506,A6303-1067-00,40,1,臺北市,大安區,A6303-87-005,A6303-87,A6303-040-00
10507,A6303-1068-00,53513,38,臺北市,大安區,A6303-92-004,A6303-92,A6303-040-00
10507,A6303-1069-00,40,1,臺北市,大安區,A6303-93-001,A6303-93,A6303-044-00
10506,A6303-1069-00,117661,130,臺北市,大安區,A6303-93-001,A6303-93,A6303-044-00
10507,A6303-1070-00,314695,111,臺北市,大安區,A6303-94-006,A6303-94,A6303-039-00
10506,A6303-1070-00,232,1,臺北市,大安區,A6303-94-006,A6303-94,A6303-039-00
10507,A6303-1071-00,104958,109,臺北市,大安區,A6303-89-008,A6303-89,A6303-013-00
10507,A6303-1072-00,73988,72,臺北市,大安區,A6303-92-005,A6303-92,A6303-040-00
10507,A6303-1073-00,87176,77,臺北市,大安區,A6303-88-004,A6303-88,A6303-040-00
10507,A6303-1074-00,7414,3,臺北市,大安區,A6303-95-002,A6303-95,A6303-011-00
10506,A6303-1074-00,67943,84,臺北市,大安區,A6303-95-002,A6303-95,A6303-011-00
10507,A6303-1075-00,29892,5,臺北市,大安區,A6303-93-003,A6303-93,A6303-044-00
10506,A6303-1075-00,94695,93,臺北市,大安區,A6303-93-003,A6303-93,A6303-044-00
10506,A6303-1076-00,102716,128,臺北市,大安區,A6303-93-004,A6303-93,A6303-044-00
10507,A6303-1077-00,71614,92,臺北市,大安區,A6303-87-006,A6303-87,A6303-040-00
10507,A6303-1078-00,137646,4,臺北市,大安區,A6303-95-001,A6303-95,A6303-011-00
10506,A6303-1078-00,41176,96,臺北市,大安區,A6303-95-001,A6303-95,A6303-011-00
10507,A6303-1079-00,119553,72,臺北市,大安區,A6303-90-006,A6303-90,A6303-014-00
10506,A6303-1080-00,99139,101,臺北市,大安區,A6303-93-005,A6303-93,A6303-044-00
10507,A6303-1081-00,290626,21,臺北市,大安區,A6303-91-007,A6303-91,A6303-038-00
10506,A6303-1081-00,69270,69,臺北市,大安區,A6303-91-007,A6303-91,A6303-038-00
10507,A6303-1082-00,114980,58,臺北市,大安區,A6303-88-006,A6303-88,A6303-040-00
10507,A6303-1083-00,172067,151,臺北市,大安區,A6303-90-007,A6303-90,A6303-014-00
10506,A6303-1083-00,454,7,臺北市,大安區,A6303-90-007,A6303-90,A6303-014-00
10507,A6303-1084-00,64251,54,臺北市,大安區,A6303-92-004,A6303-92,A6303-040-00
10507,A6303-1085-00,123755,95,臺北市,大安區,A6303-88-005,A6303-88,A6303-040-00
10507,A6303-1086-00,136976,137,臺北市,大安區,A6303-95-003,A6303-95,A6303-013-00
10506,A6303-1086-00,2509,1,臺北市,大安區,A6303-95-003,A6303-95,A6303-013-00
10506,A6303-1087-00,54280,86,臺北市,大安區,A6303-93-006,A6303-93,A6303-044-00
10507,A6303-1088-00,234,1,臺北市,大安區,A6303-93-007,A6303-93,A6303-044-00
10506,A6303-1088-00,58199,95,臺北市,大安區,A6303-93-007,A6303-93,A6303-044-00
10507,A6303-1089-00,11680,2,臺北市,大安區,A6303-94-005,A6303-94,A6303-038-00
10506,A6303-1089-00,60118,62,臺北市,大安區,A6303-94-005,A6303-94,A6303-038-00
10507,A6303-1090-00,75063,85,臺北市,大安區,A6303-87-007,A6303-87,A6303-040-00
10507,A6303-1091-00,42816,48,臺北市,大安區,A6303-87-007,A6303-87,A6303-040-00
10507,A6303-1092-00,10080,2,臺北市,大安區,A6303-95-004,A6303-95,A6303-013-00
10506,A6303-1092-00,74266,120,臺北市,大安區,A6303-95-004,A6303-95,A6303-013-00
10507,A6303-1093-00,94390,59,臺北市,大安區,A6303-94-007,A6303-94,A6303-039-00
10507,A6303-1094-00,2080,1,臺北市,大安區,A6303-93-008,A6303-93,A6303-044-00
10506,A6303-1094-00,84714,96,臺北市,大安區,A6303-93-008,A6303-93,A6303-044-00
10507,A6303-1095-00,12635,3,臺北市,大安區,A6303-99-001,A6303-99,A6303-043-00
10506,A6303-1095-00,192947,124,臺北市,大安區,A6303-99-001,A6303-99,A6303-043-00
10507,A6303-1096-00,119011,68,臺北市,大安區,A6303-88-006,A6303-88,A6303-040-00
10507,A6303-1097-00,31501,6,臺北市,大安區,A6303-96-001,A6303-96,A6303-047-00
10506,A6303-1097-00,120344,122,臺北市,大安區,A6303-96-001,A6303-96,A6303-047-00
10507,A6303-1098-00,81647,59,臺北市,大安區,A6303-87-008,A6303-87,A6303-040-00
10507,A6303-1099-00,2737,2,臺北市,大安區,A6303-95-005,A6303-95,A6303-013-00
10506,A6303-1099-00,132018,157,臺北市,大安區,A6303-95-005,A6303-95,A6303-013-00
10507,A6303-1100-00,133128,100,臺北市,大安區,A6303-92-006,A6303-92,A6303-040-00
10506,A6303-1100-00,40,1,臺北市,大安區,A6303-92-006,A6303-92,A6303-040-00
10507,A6303-1101-00,27825,3,臺北市,大安區,A6303-91-008,A6303-91,A6303-038-00
