"縣市","行政區域","售電量度數","統計年月","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得平均數","綜合所得中位數","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","有偶人數","有偶比例","每戶平均用電度數","每人平均用電度數"
"高雄市","路竹區竹西里",941128,10407,2406,0.0536,0.2311,0.7153,"677","509971","753","521",875,2865,0.4827,0.5173,0.2468,0.2921,0.3435,0.1176,4,2,2,0,0,571,65.03,1075.57,328.49
"高雄市","路竹區竹園里",626041,10407,1899,0.0311,0.2033,0.7657,"466","302077","648","517",644,2093,0.4596,0.5404,0.1753,0.3106,0.3736,0.1405,2,2,0,2,0,391,61.09,972.11,299.11
"高雄市","茂林區多納里",95464,10407,497,0.0121,0.1368,0.8511,"98","51077","521","406",184,599,0.5192,0.4808,0.2721,0.3306,0.3289,0.0684,2,2,0,0,0,78,42.39,518.83,159.37
"高雄市","茂林區茂林里",167376,10407,722,0.0069,0.1704,0.8227,"187","125636","672","564",262,871,0.5063,0.4937,0.2537,0.3421,0.3364,0.0677,2,1,1,0,1,119,45.25,638.84,192.17
"高雄市","茂林區萬山里",59314,10407,364,0.0275,0.1236,0.8489,"72","54783","761","557",133,409,0.4866,0.5134,0.2103,0.2836,0.3863,0.1198,2,2,0,0,0,62,46.62,445.97,145.02
"高雄市","美濃區德興里",508292,10407,1599,0.0325,0.1513,0.8161,"308","242429","787","602",578,1797,0.4775,0.5225,0.1831,0.2293,0.394,0.1937,1,1,0,0,1,352,60.79,879.4,282.86
"高雄市","美濃區東門里",353072,10407,1324,0.0347,0.1556,0.8097,"293","216358","738","550",563,1463,0.4744,0.5256,0.147,0.2078,0.3896,0.2556,0,0,0,1,0,317,56.51,627.13,241.33
"高雄市","美濃區福安里",782147,10407,2750,0.0411,0.1767,0.7822,"584","468947","803","565",1070,2970,0.4788,0.5212,0.131,0.2475,0.4047,0.2168,4,1,3,2,3,639,59.66,730.98,263.35
"高雄市","美濃區廣德里",417163,10407,1437,0.0341,0.1127,0.8532,"251","166940","665","492",550,1598,0.4643,0.5357,0.164,0.2103,0.3824,0.2434,1,0,1,1,1,337,61.27,758.48,261.05
"高雄市","美濃區廣林里",353000,10407,1598,0.0219,0.1239,0.8542,"277","193270","698","551",643,1742,0.477,0.523,0.1447,0.2233,0.3972,0.2348,0,0,0,3,1,376,58.57,548.99,202.64
"高雄市","美濃區合和里",869788,10407,2466,0.0337,0.191,0.7753,"562","408305","727","534",1048,2750,0.4771,0.5229,0.1698,0.2571,0.392,0.1811,5,4,1,1,0,611,58.3,829.95,316.29
"高雄市","美濃區吉東里",372087,10407,1871,0.0235,0.1486,0.8279,"336","232026","691","534",673,2086,0.4837,0.5163,0.1822,0.244,0.3883,0.1855,4,2,2,1,4,407,60.48,552.88,178.37
"高雄市","美濃區吉和里",324280,10407,1464,0.0225,0.1537,0.8238,"286","215444","753","575",539,1620,0.4605,0.5395,0.179,0.2562,0.371,0.1938,2,1,1,1,1,309,57.33,601.63,200.17
"高雄市","美濃區吉洋里",474287,10407,2023,0.0203,0.1226,0.8571,"344","229413","667","547",737,2223,0.4642,0.5358,0.1592,0.2303,0.4022,0.2083,1,0,1,0,0,436,59.32,643.54,213.35
"高雄市","美濃區龍肚里",602188,10407,1591,0.027,0.1251,0.8479,"323","240928","746","554",684,1729,0.4586,0.5414,0.1203,0.2117,0.4043,0.2637,0,0,0,3,0,404,58.98,880.39,348.29
"高雄市","美濃區龍山里",649045,10407,2240,0.0232,0.1348,0.842,"457","338980","742","572",884,2467,0.4714,0.5286,0.1488,0.2161,0.4066,0.2286,2,1,1,1,3,545,61.93,734.21,263.09
"高雄市","美濃區祿興里",1016417,10407,2660,0.0335,0.1782,0.7883,"569","407526","716","569",1026,2974,0.4802,0.5198,0.1755,0.2401,0.3921,0.1923,2,2,0,0,3,641,62.48,990.66,341.77
"高雄市","美濃區瀰濃里",730025,10407,2348,0.0439,0.1763,0.7798,"499","397911","797","635",1041,2607,0.4845,0.5155,0.1496,0.234,0.3797,0.2367,2,1,1,2,2,599,57.49,701.27,280.02
"高雄市","美濃區清水里",660060,10407,1883,0.0239,0.1498,0.8263,"403","292262","725","597",678,2103,0.4788,0.5212,0.1812,0.2506,0.3776,0.1907,1,1,0,1,0,413,60.82,973.54,313.87
"高雄市","美濃區獅山里",547111,10407,2605,0.0246,0.1405,0.8349,"477","345032","723","582",978,2908,0.4797,0.5203,0.1743,0.2373,0.3845,0.2039,2,0,2,3,0,612,62.32,559.42,188.14
"高雄市","美濃區泰安里",690163,10407,1596,0.0501,0.2018,0.7481,"378","300947","796","590",670,1770,0.478,0.522,0.1689,0.235,0.3814,0.2147,3,2,1,0,0,448,66.57,1030.09,389.92
"高雄市","美濃區興隆里",264065,10407,1263,0.0222,0.1346,0.8432,"230","157585","685","555",516,1367,0.4506,0.5494,0.1441,0.2085,0.3928,0.2546,3,2,1,1,1,322,61.69,511.75,193.17
"高雄市","美濃區中壇里",706048,10407,2196,0.0305,0.1803,0.7892,"452","350536","776","611",782,2400,0.4738,0.5262,0.1579,0.2521,0.3804,0.2096,4,2,2,3,0,497,63.23,902.87,294.19
"高雄市","美濃區中圳里",714797,10407,2163,0.0398,0.1766,0.7836,"450","360943","802","605",871,2392,0.4983,0.5017,0.1756,0.2412,0.3988,0.1844,2,2,0,0,0,549,63.1,820.66,298.83
"高雄市","彌陀區光和里",456257,10407,1310,0.0214,0.1763,0.8023,"296","177291","599","505",512,1505,0.4957,0.5043,0.2106,0.3309,0.3615,0.097,1,1,0,1,0,325,63.23,891.13,303.16
"高雄市","彌陀區過港里",285411,10407,960,0.0167,0.1438,0.8396,"223","144056","646","493",393,1098,0.4927,0.5073,0.2077,0.3078,0.3479,0.1366,1,0,1,1,1,232,59.18,726.24,259.94
"高雄市","彌陀區海尾里",276329,10407,887,0.0271,0.124,0.8489,"170","99311","584","435",348,1020,0.4696,0.5304,0.1912,0.3216,0.3529,0.1343,1,0,1,1,0,188,54.02,794.05,270.91
"高雄市","彌陀區舊港里",509016,10407,1688,0.0278,0.173,0.7992,"379","219787","580","445",701,1911,0.4584,0.5416,0.2067,0.3129,0.3658,0.1146,2,2,0,2,1,426,60.6,726.13,266.36
"高雄市","彌陀區漯底里",488381,10407,1186,0.032,0.1889,0.7791,"270","171018","633","511",437,1353,0.4922,0.5078,0.2069,0.3067,0.3577,0.1286,0,0,0,1,0,241,55.15,1117.58,360.96
"高雄市","彌陀區彌靖里",728944,10407,1887,0.027,0.1797,0.7933,"496","357766","721","503",742,2182,0.5082,0.4918,0.2099,0.2942,0.3552,0.1407,3,2,1,2,0,470,63.51,982.4,334.07
"高雄市","彌陀區彌仁里",275074,10407,585,0.0291,0.1641,0.8068,"137","82203","600","473",254,666,0.4715,0.5285,0.1712,0.2808,0.3604,0.1877,1,0,1,0,0,149,59.36,1082.97,413.02
"高雄市","彌陀區彌壽里",291180,10407,776,0.0399,0.2152,0.7448,"196","139639","712","591",283,865,0.4971,0.5029,0.1827,0.2925,0.3827,0.1422,0,0,0,1,1,185,65.14,1028.9,336.62
"高雄市","彌陀區彌陀里",784342,10407,1799,0.04,0.2107,0.7493,"459","312565","681","534",684,2086,0.4909,0.5091,0.2167,0.3121,0.3356,0.1357,0,0,0,2,0,448,65.31,1146.7,376
"高雄市","彌陀區南寮里",707124,10407,2181,0.022,0.1591,0.8189,"444","278734","628","500",767,2487,0.4873,0.5127,0.2055,0.3104,0.3727,0.1114,1,1,0,3,2,461,59.95,921.93,284.33
"高雄市","彌陀區文安里",605901,10407,1821,0.017,0.1494,0.8336,"434","247866","571","455",798,2085,0.4753,0.5247,0.2077,0.2935,0.3736,0.1252,5,2,3,0,1,476,60.03,759.27,290.6
"高雄市","彌陀區鹽埕里",537678,10407,2157,0.0287,0.1771,0.7942,"471","288203","612","496",842,2462,0.4598,0.5402,0.2055,0.3144,0.3591,0.121,1,0,1,1,0,505,60.12,638.57,218.39
"高雄市","那瑪夏區達卡努瓦里",172266,10407,1358,0.0169,0.1502,0.8328,"211","134574","638","543",435,1711,0.4769,0.5231,0.2998,0.3758,0.2718,0.0526,2,0,2,2,0,246,56.68,396.01,100.68
"高雄市","那瑪夏區瑪雅里",146195,10407,635,0.0394,0.2205,0.7402,"139","93579","673","565",219,790,0.5025,0.4975,0.2937,0.3494,0.3063,0.0506,0,0,0,1,0,116,53.46,667.56,185.06
"高雄市","那瑪夏區南沙魯里",26864,10407,532,0.0056,0.1598,0.8346,"95","46624","491","493",207,654,0.4725,0.5275,0.2431,0.3609,0.3333,0.0627,1,1,0,1,0,109,52.66,129.78,41.08
"高雄市","楠梓區翠屏里",7800619,10407,15453,0.0579,0.2847,0.6574,"4379","3518330","803","632",6796,16906,0.5117,0.4883,0.1996,0.3366,0.4026,0.0611,23,12,11,15,8,4107,59.97,1147.83,461.41
"高雄市","楠梓區大昌里",600808,10407,2231,0.0403,0.2035,0.7562,"531","353262","665","532",935,2583,0.5079,0.4921,0.2091,0.2768,0.3713,0.1429,2,1,1,1,1,520,55.79,642.58,232.6
"高雄市","楠梓區東寧里",1827424,10407,4031,0.0878,0.3064,0.6058,"1118","993413","889","676",1839,4893,0.5197,0.4803,0.2696,0.337,0.3207,0.0728,8,5,3,6,4,1183,63.5,993.71,373.48
"高雄市","楠梓區福昌里",830721,10407,2124,0.0494,0.2302,0.7203,"594","469534","790","606",859,2465,0.4807,0.5193,0.2065,0.2888,0.3858,0.1189,3,1,2,3,2,541,63.27,967.08,337.01
"高雄市","楠梓區廣昌里",1082040,10407,3131,0.0441,0.2146,0.7413,"898","638693","711","582",1244,3568,0.5067,0.4933,0.1928,0.3007,0.3697,0.1368,0,0,0,3,1,737,59.15,869.81,303.26
"高雄市","楠梓區國昌里",1547886,10407,3581,0.0559,0.2418,0.7023,"1040","807047","776","591",1443,4250,0.5056,0.4944,0.2478,0.3122,0.3621,0.0779,2,0,2,6,1,892,62.12,1072.69,364.21
"高雄市","楠梓區和昌里",1111415,10407,2161,0.0708,0.2568,0.6724,"629","485697","772","586",908,2381,0.5086,0.4914,0.1667,0.299,0.3948,0.1394,1,0,1,2,2,544,59.78,1224.03,466.78
"高雄市","楠梓區宏昌里",1465019,10407,3158,0.0671,0.2799,0.6529,"993","831973","838","662",1430,3814,0.5244,0.4756,0.2598,0.3089,0.3618,0.0695,1,0,1,5,2,906,63.09,1024.49,384.12
"高雄市","楠梓區宏南里",254052,10407,1323,0.192,0.4187,0.3893,"650","874952","1346","1021",661,1533,0.4749,0.5251,0.1722,0.2087,0.3536,0.2655,0,0,0,1,0,482,72.92,384.34,165.72
"高雄市","楠梓區宏榮里",621451,10407,2787,0.1066,0.2709,0.6225,"890","893629","1004","802",1181,3441,0.4897,0.5103,0.2616,0.2575,0.2988,0.1822,4,2,2,0,0,771,65.34,526.21,180.6
"高雄市","楠梓區宏毅里",25709,10407,2697,0.0719,0.2651,0.663,"836","798019","955","776",1090,3372,0.4861,0.5139,0.2675,0.2085,0.3016,0.2224,3,2,1,1,0,691,63.63,23.59,7.62
"高雄市","楠梓區惠豐里",2114563,10407,4747,0.0649,0.2696,0.6655,"1553","1242016","800","632",2271,5414,0.5139,0.4861,0.2072,0.3413,0.3737,0.0778,7,4,3,4,3,1334,58.38,931.12,390.57
"高雄市","楠梓區惠民里",1609574,10407,3934,0.0618,0.2562,0.682,"1189","936527","788","580",1671,4507,0.5019,0.4981,0.2026,0.3126,0.3834,0.1014,6,4,2,5,0,1049,62.44,963.24,357.13
"高雄市","楠梓區惠楠里",1212978,10407,3219,0.0475,0.2262,0.7263,"756","578742","766","586",1684,3569,0.4685,0.5315,0.1788,0.2967,0.441,0.0835,1,1,0,4,1,743,44.44,720.3,339.86
"高雄市","楠梓區加昌里",3677606,10407,8389,0.0603,0.2711,0.6686,"2525","2036779","807","630",3847,9854,0.5186,0.4814,0.2322,0.3307,0.3627,0.0744,12,8,4,6,4,2328,60.22,955.97,373.21
"高雄市","楠梓區建昌里",1439397,10407,2750,0.0538,0.2349,0.7113,"801","617051","770","599",1250,3143,0.5008,0.4992,0.1982,0.3058,0.3796,0.1164,2,1,1,1,2,723,57.84,1151.52,457.97
"高雄市","楠梓區金田里",1120924,10407,3400,0.0471,0.2274,0.7256,"952","753896","792","602",1201,3858,0.5021,0.4979,0.1892,0.317,0.3758,0.1179,4,1,3,2,1,726,60.35,933.33,290.55
"高雄市","楠梓區錦屏里",1339163,10407,3483,0.0589,0.2504,0.6908,"1019","830214","815","627",1283,3912,0.5003,0.4997,0.169,0.3203,0.3765,0.1342,3,0,3,4,4,796,62.33,1043.77,342.32
"高雄市","楠梓區久昌里",965023,10407,2687,0.0424,0.2371,0.7205,"726","504597","695","573",1130,3075,0.506,0.494,0.2042,0.3249,0.3922,0.0787,4,2,2,1,2,680,60.39,854,313.83
"高雄市","楠梓區藍田里",3059069,10407,5256,0.1242,0.3377,0.5381,"1495","1558523","1042","798",2615,6348,0.4989,0.5011,0.2853,0.3722,0.2993,0.0432,9,5,4,5,4,1822,66.96,1169.82,481.89
"高雄市","楠梓區隆昌里",1650262,10407,3537,0.0704,0.2593,0.6703,"1021","800225","784","573",1526,4084,0.5078,0.4922,0.2062,0.3012,0.3778,0.1148,5,1,4,4,1,921,60.27,1081.43,404.08
"高雄市","楠梓區清豐里",10699753,10407,20114,0.0747,0.2884,0.6369,"6008","5135880","855","692",8901,24415,0.5059,0.4941,0.2737,0.3516,0.3268,0.0479,52,33,19,19,6,5935,65.81,1202.08,438.25
"高雄市","楠梓區慶昌里",1533174,10407,3318,0.1007,0.3068,0.5925,"1130","1068420","946","695",1386,3699,0.5174,0.4826,0.1741,0.3128,0.3947,0.1184,1,1,0,4,1,944,67.77,1106.19,414.48
"高雄市","楠梓區仁昌里",2323019,10407,4923,0.0587,0.2584,0.6829,"1514","1126469","744","600",2386,5732,0.5232,0.4768,0.2251,0.3545,0.3566,0.0639,7,6,1,3,5,1356,55.71,973.6,405.27
"高雄市","楠梓區稔田里",458581,10407,1638,0.0397,0.2045,0.7558,"438","344219","786","620",638,1843,0.4976,0.5024,0.1698,0.3218,0.3831,0.1253,3,2,1,0,1,356,55.89,718.78,248.82
"高雄市","楠梓區瑞屏里",1867016,10407,3953,0.063,0.2451,0.6919,"1215","985131","811","614",1605,4527,0.5142,0.4858,0.1873,0.3428,0.3687,0.1012,9,5,4,8,3,1005,62.42,1163.25,412.42
"高雄市","楠梓區盛昌里",2193911,10407,5455,0.0706,0.2933,0.6361,"1766","1574455","892","679",2105,6350,0.5072,0.4928,0.2309,0.318,0.3778,0.0734,4,3,1,4,3,1487,70.54,1042.24,345.5
"高雄市","楠梓區泰昌里",630179,10407,1535,0.0417,0.1922,0.7661,"391","285914","731","565",640,1743,0.4882,0.5118,0.2083,0.2857,0.3798,0.1262,1,0,1,0,1,364,57.14,984.65,361.55
"高雄市","楠梓區五常里",2708614,10407,5884,0.0457,0.2357,0.7186,"1660","1202603","724","579",2670,6936,0.5104,0.4896,0.2405,0.3374,0.3509,0.0712,11,5,6,8,5,1578,58.62,1014.46,390.52
"高雄市","楠梓區享平里",1125486,10407,3161,0.0598,0.2619,0.6783,"953","787657","827","603",1368,3622,0.5279,0.4721,0.2187,0.3054,0.3785,0.0975,3,1,2,2,2,792,57.64,822.72,310.74
"高雄市","楠梓區興昌里",1834455,10407,4383,0.0723,0.2699,0.6578,"1258","1087712","865","694",1820,5162,0.5031,0.4969,0.2453,0.32,0.3491,0.0856,8,5,3,6,2,1181,64.68,1007.94,355.38
"高雄市","楠梓區秀昌里",853838,10407,2210,0.0656,0.2661,0.6683,"651","561353","862","645",976,2545,0.5104,0.4896,0.2047,0.301,0.3953,0.099,4,1,3,3,2,554,56.88,874.83,335.5
"高雄市","楠梓區玉屏里",801464,10407,2499,0.038,0.2217,0.7403,"688","542026","788","617",855,2822,0.4982,0.5018,0.1917,0.32,0.3689,0.1194,4,3,1,1,1,522,61.05,937.38,284.01
"高雄市","楠梓區裕昌里",2075600,10407,4261,0.0648,0.2603,0.675,"1075","1011046","941","723",1849,5204,0.5085,0.4915,0.2677,0.3246,0.3326,0.0751,10,5,5,3,8,1158,63.14,1122.55,398.85
"高雄市","楠梓區中和里",1199719,10407,2062,0.0606,0.2629,0.6765,"509","436322","857","670",915,2498,0.4904,0.5096,0.265,0.3207,0.3331,0.0813,5,3,2,0,0,585,63.17,1311.17,480.27
"高雄市","楠梓區中興里",720350,10407,1570,0.0713,0.2459,0.6828,"460","390754","849","678",648,1960,0.502,0.498,0.2837,0.3184,0.326,0.0719,5,3,2,1,0,435,67.44,1111.65,367.53
"高雄市","楠梓區中陽里",1301818,10407,2858,0.0472,0.2334,0.7194,"778","576083","740","536",1254,3300,0.49,0.51,0.2148,0.3015,0.3482,0.1355,2,1,1,3,1,733,58.88,1038.13,394.49
"高雄市","內門區東埔里",194777,10407,523,0.0153,0.1281,0.8566,"97","58694","605","416",185,569,0.464,0.536,0.1336,0.2671,0.4253,0.174,1,1,0,0,0,119,63.64,1052.85,342.31
"高雄市","內門區溝坪里",281242,10407,1026,0.0068,0.0984,0.8947,"167","86223","516","443",350,1130,0.4487,0.5513,0.1504,0.2487,0.423,0.1779,5,2,3,0,0,216,61.54,803.55,248.89
"高雄市","內門區觀亭里",672973,10407,1800,0.0206,0.1372,0.8422,"339","212443","627","536",672,1996,0.476,0.524,0.1633,0.2555,0.3868,0.1944,0,0,0,1,0,403,60.06,1001.45,337.16
"高雄市","內門區光興里",214502,10407,700,0.0243,0.1029,0.8729,"94","60042","639","560",260,779,0.4685,0.5315,0.181,0.2375,0.3736,0.208,2,0,2,1,0,164,63.57,825.01,275.36
"高雄市","內門區金竹里",115112,10407,672,0.006,0.0804,0.9137,"104","53295","512","414",267,729,0.4348,0.5652,0.1358,0.2305,0.4499,0.1838,1,1,0,0,0,152,56.72,431.13,157.9
"高雄市","內門區木柵里",230662,10407,625,0.0064,0.0608,0.9328,"82","40421","493","446",236,692,0.4205,0.5795,0.1402,0.2471,0.435,0.1777,1,0,1,0,0,141,60.26,977.38,333.33
"高雄市","內門區內東里",166796,10407,864,0.0174,0.1111,0.8715,"128","69945","546","438",333,942,0.4469,0.5531,0.1295,0.2516,0.4066,0.2123,0,0,0,1,0,199,59.05,500.89,177.07
"高雄市","內門區內豊里",56386,10407,1302,0.02,0.1313,0.8487,"234","127211","544","424",459,1455,0.4852,0.5148,0.1677,0.2852,0.3808,0.1663,2,1,1,0,0,272,59.13,122.85,38.75
"高雄市","內門區內門里",351258,10407,1013,0.0138,0.1283,0.8578,"186","118870","639","549",356,1126,0.484,0.516,0.1679,0.2353,0.4032,0.1936,0,0,0,3,0,222,62.18,986.68,311.95
"高雄市","內門區內南里",105346,10407,425,0.0212,0.0965,0.8824,"78","44944","576","448",154,457,0.4289,0.5711,0.1313,0.2801,0.4136,0.1751,1,0,1,0,1,93,59.62,684.06,230.52
"高雄市","內門區內興里",86994,10407,618,0.0016,0.0825,0.9159,"94","48201","513","426",217,681,0.4273,0.5727,0.1659,0.2291,0.4405,0.1645,1,0,1,0,0,130,59.91,400.89,127.74
"高雄市","內門區瑞山里",56648,10407,345,0.0087,0.0812,0.9101,"43","33003","768","471",159,368,0.4592,0.5408,0.0951,0.2092,0.4647,0.231,0,0,0,0,0,91,57.59,356.28,153.93
"高雄市","內門區三平里",132944,10407,709,0.0085,0.0677,0.9238,"90","53732","597","501",265,786,0.4529,0.5471,0.1921,0.2341,0.4046,0.1692,0,0,0,0,0,162,60.9,501.68,169.14
"高雄市","內門區石坑里",81974,10407,534,0.0075,0.0993,0.8933,"75","44204","589","486",191,585,0.4855,0.5145,0.1744,0.2598,0.4085,0.1573,0,0,0,1,0,110,57.89,429.18,140.13
"高雄市","內門區永富里",177338,10407,1018,0.0059,0.0815,0.9126,"203","112328","553","411",367,1130,0.4646,0.5354,0.1584,0.292,0.4027,0.1469,1,1,0,0,0,198,53.95,483.21,156.94
"高雄市","內門區永吉里",73060,10407,445,0.018,0.0921,0.8899,"71","47433","668","504",179,472,0.4364,0.5636,0.1229,0.214,0.4492,0.214,0,0,0,0,0,94,52.22,408.16,154.79
"高雄市","內門區永興里",91034,10407,450,0.02,0.0911,0.8889,"70","38009","543","498",178,498,0.4357,0.5643,0.1526,0.2269,0.4357,0.1847,0,0,0,0,0,78,43.82,511.43,182.8
"高雄市","內門區中埔里",272433,10407,597,0.0235,0.1072,0.8693,"108","68275","632","467",231,656,0.4634,0.5366,0.1448,0.2454,0.3979,0.2119,0,0,0,0,1,134,57.76,1179.36,415.29
"高雄市","鳥松區大華里",5194977,10407,9927,0.127,0.3357,0.5373,"3403","5089918","1496","780",4315,10856,0.5023,0.4977,0.1684,0.2993,0.4181,0.1142,13,6,7,5,2,3031,70.02,1203.93,478.54
"高雄市","鳥松區大竹里",227185,10407,698,0.0458,0.1719,0.7822,"177","134989","763","587",286,763,0.4718,0.5282,0.1704,0.2975,0.4063,0.1258,2,2,0,0,0,177,61.25,794.35,297.75
"高雄市","鳥松區坔埔里",1498942,10407,3662,0.0483,0.2198,0.7318,"963","808435","839","587",1436,4001,0.4674,0.5326,0.1662,0.3174,0.4024,0.114,5,4,1,2,6,956,65.79,1043.83,374.64
"高雄市","鳥松區華美里",1058931,10407,4035,0.0515,0.2335,0.715,"1046","856026","818","588",1565,4490,0.4891,0.5109,0.1813,0.3265,0.3911,0.1011,3,2,1,5,1,1024,65.35,676.63,235.84
"高雄市","鳥松區夢裡里",2927316,10407,4652,0.1184,0.3358,0.5458,"1563","2264379","1449","827",2226,5086,0.5039,0.4961,0.1748,0.2857,0.4369,0.1026,3,1,2,8,2,1505,67.37,1315.06,575.56
"高雄市","鳥松區鳥松里",4547995,10407,10255,0.093,0.2909,0.6161,"3231","3909784","1210","788",5081,11305,0.4948,0.5052,0.1654,0.3172,0.4181,0.0992,14,6,8,7,6,2974,58.43,895.1,402.3
"高雄市","鳥松區仁美里",3018014,10407,6591,0.0357,0.1918,0.7726,"1613","1173250","727","558",2694,7305,0.4736,0.5264,0.1707,0.3243,0.388,0.117,7,1,6,11,2,1647,60.71,1120.27,413.14
"高雄市","旗津區安順里",192287,10407,933,0.0268,0.1286,0.8446,"174","103436","594","507",479,1023,0.4673,0.5327,0.176,0.2766,0.4096,0.1378,2,2,0,2,0,270,56.49,401.43,187.96
"高雄市","旗津區北汕里",983622,10407,2758,0.0257,0.1392,0.835,"542","315400","582","457",1198,3138,0.4665,0.5335,0.2141,0.312,0.3617,0.1122,5,2,3,0,3,620,51.71,821.05,313.46
"高雄市","旗津區慈愛里",704623,10407,2438,0.0193,0.1349,0.8458,"455","274663","604","487",915,2730,0.4883,0.5117,0.1956,0.3201,0.3703,0.1139,4,2,2,2,0,463,50.22,770.08,258.1
"高雄市","旗津區復興里",1090938,10407,3012,0.0212,0.1577,0.821,"638","367242","576","488",1221,3400,0.495,0.505,0.2021,0.3374,0.3535,0.1071,1,0,1,2,4,633,51.76,893.48,320.86
"高雄市","旗津區南汕里",624811,10407,2104,0.0299,0.1668,0.8032,"382","239399","627","541",907,2307,0.4642,0.5358,0.1777,0.3247,0.3827,0.1149,4,2,2,2,1,530,57.99,688.88,270.83
"高雄市","旗津區旗下里",431430,10407,1242,0.037,0.1884,0.7746,"285","185192","650","505",494,1343,0.4795,0.5205,0.172,0.277,0.3894,0.1616,3,1,2,2,2,243,48.21,873.34,321.24
"高雄市","旗津區上竹里",1076565,10407,2918,0.0288,0.172,0.7992,"594","403195","679","541",1385,3339,0.4714,0.5286,0.2031,0.3163,0.3606,0.1201,7,3,4,1,1,826,59.13,777.3,322.42
"高雄市","旗津區實踐里",431025,10407,1416,0.0247,0.1441,0.8312,"274","158051","577","464",607,1571,0.4895,0.5105,0.1668,0.2896,0.4048,0.1388,0,0,0,0,1,305,50.66,710.09,274.36
"高雄市","旗津區永安里",356129,10407,1169,0.024,0.1651,0.8109,"249","139162","559","451",487,1278,0.475,0.525,0.1628,0.3091,0.3803,0.1479,6,4,2,2,0,243,50.1,731.27,278.66
"高雄市","旗津區振興里",611679,10407,1710,0.0409,0.183,0.776,"372","236843","637","471",687,1866,0.477,0.523,0.1597,0.3108,0.3939,0.1356,4,2,2,2,0,352,50.79,890.36,327.8
"高雄市","旗津區中華里",670307,10407,1581,0.0285,0.1714,0.8001,"317","197556","623","481",623,1784,0.495,0.505,0.2197,0.3229,0.3587,0.0987,2,0,2,0,0,339,54.41,1075.93,375.73
"高雄市","旗津區中興里",1115838,10407,2653,0.0339,0.1983,0.7678,"604","382281","633","504",1055,2990,0.5047,0.4953,0.1793,0.3639,0.3472,0.1097,10,2,8,3,0,655,61.56,1057.67,373.19
"高雄市","旗津區中洲里",684843,10407,1888,0.0244,0.1695,0.8061,"328","215084","656","487",937,2034,0.4715,0.5285,0.1495,0.3083,0.3972,0.145,4,2,2,2,0,507,53.76,730.89,336.7
"高雄市","旗山區大德里",1498666,10407,2523,0.0519,0.2275,0.7206,"711","524640","738","559",1063,2906,0.5096,0.4904,0.1999,0.2887,0.3589,0.1524,2,1,1,2,1,607,57.21,1409.85,515.71
"高雄市","旗山區大林里",425794,10407,1470,0.0184,0.119,0.8626,"242","136750","565","452",561,1611,0.4562,0.5438,0.1527,0.2557,0.3942,0.1974,2,0,2,1,1,316,56.13,758.99,264.3
"高雄市","旗山區大山里",366709,10407,1319,0.0326,0.1319,0.8355,"298","197696","663","529",533,1439,0.4593,0.5407,0.132,0.2481,0.3919,0.2279,0,0,0,0,0,303,56.74,688.01,254.84
"高雄市","旗山區東昌里",331999,10407,1101,0.0454,0.1689,0.7856,"235","160985","685","502",452,1197,0.4887,0.5113,0.1621,0.2439,0.4077,0.1863,0,0,0,0,0,242,52.84,734.51,277.36
"高雄市","旗山區東平里",722755,10407,2070,0.0396,0.1802,0.7802,"454","353278","778","586",873,2298,0.4778,0.5222,0.1802,0.2546,0.3847,0.1806,3,0,3,2,0,527,60.57,827.9,314.51
"高雄市","旗山區廣福里",231205,10407,644,0.0217,0.1491,0.8292,"130","107808","829","575",284,724,0.4503,0.5497,0.1892,0.239,0.3923,0.1796,1,1,0,0,0,150,52.26,814.1,319.34
"高雄市","旗山區鯤洲里",244989,10407,838,0.0227,0.1241,0.8532,"146","101113","693","497",339,896,0.442,0.558,0.125,0.1886,0.4007,0.2857,1,1,0,1,1,197,58.11,722.68,273.43
"高雄市","旗山區湄洲里",952686,10407,1799,0.0461,0.2023,0.7515,"510","380567","746","569",825,2028,0.499,0.501,0.1686,0.2505,0.3856,0.1953,1,1,0,0,1,405,49.57,1154.77,469.77
"高雄市","旗山區南勝里",639567,10407,2317,0.0242,0.1321,0.8438,"428","287383","671","505",898,2505,0.4691,0.5309,0.1465,0.2615,0.4012,0.1908,4,0,4,2,2,493,54.84,712.21,255.32
"高雄市","旗山區南洲里",391156,10407,1399,0.0243,0.1801,0.7956,"283","199261","704","517",570,1489,0.4715,0.5285,0.1195,0.2364,0.3956,0.2485,1,1,0,2,0,320,56.34,686.24,262.7
"高雄市","旗山區瑞吉里",1043077,10407,2122,0.0382,0.1711,0.7908,"469","315064","672","509",848,2436,0.5066,0.4934,0.2098,0.2865,0.36,0.1437,2,1,1,1,1,494,58.25,1230.04,428.19
"高雄市","旗山區三協里",825482,10407,2242,0.0375,0.1704,0.7921,"471","317372","674","509",938,2535,0.4726,0.5274,0.1854,0.2611,0.398,0.1554,3,0,3,1,2,556,59.53,880.04,325.63
"高雄市","旗山區上洲里",357146,10407,1050,0.0248,0.1314,0.8438,"189","119020","630","545",440,1132,0.4735,0.5265,0.1352,0.2341,0.4152,0.2155,1,0,1,0,0,250,56.82,811.7,315.5
