"縣市","行政區域","售電量度數","統計年月","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得平均數","綜合所得中位數","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","有偶人數","有偶比例","每戶平均用電度數","每人平均用電度數"
"高雄市","鳳山區新富里",1401104,10407,4311,0.0564,0.2341,0.7096,"1223","964276","788","587",1824,5014,0.5014,0.4986,0.2124,0.3179,0.3921,0.0776,5,4,1,4,3,1079,59.38,768.15,279.44
"高雄市","鳳山區新甲里",1334980,10407,3028,0.0535,0.2457,0.7008,"925","751273","812","612",1276,3583,0.5102,0.4898,0.2397,0.3039,0.3743,0.0821,3,1,2,3,1,820,64.26,1046.22,372.59
"高雄市","鳳山區新樂里",1759455,10407,4560,0.0594,0.2794,0.6612,"1348","1223714","908","650",1855,5342,0.5144,0.4856,0.2535,0.3063,0.3836,0.0567,7,3,4,2,1,1191,64.07,948.49,329.36
"高雄市","鳳山區新強里",2471050,10407,5374,0.0724,0.264,0.6636,"1594","1453645","912","678",2253,6523,0.5162,0.4838,0.2618,0.3014,0.3547,0.082,11,6,5,3,3,1482,65.29,1096.78,378.82
"高雄市","鳳山區新泰里",1714558,10407,4210,0.0656,0.2779,0.6565,"1188","1026037","864","661",1798,5008,0.5146,0.4854,0.2642,0.3107,0.37,0.0551,5,3,2,2,0,1147,63.48,953.59,342.36
"高雄市","鳳山區新武里",924715,10407,2361,0.0644,0.2236,0.712,"634","477168","753","566",1021,2716,0.4989,0.5011,0.2124,0.3174,0.3763,0.0939,3,3,0,3,3,601,58.35,905.7,340.47
"高雄市","鳳山區新興里",592185,10407,2547,0.0338,0.1551,0.8112,"421","342854","814","577",1570,2773,0.4154,0.5846,0.1298,0.2557,0.4894,0.1251,4,2,2,2,3,583,37.16,377.19,213.55
"高雄市","鳳山區興仁里",1638274,10407,3776,0.0596,0.2526,0.6878,"1050","803024","765","595",1663,4495,0.5186,0.4814,0.2356,0.2756,0.3615,0.1273,5,3,2,1,2,1000,60.24,985.13,364.47
"高雄市","鳳山區興中里",267386,10407,903,0.0963,0.2569,0.6467,"210","163570","779","577",399,1055,0.5185,0.4815,0.219,0.3261,0.3725,0.0825,2,2,0,1,1,245,61.56,670.14,253.45
"高雄市","鳳山區一甲里",1543368,10407,3401,0.047,0.2088,0.7442,"956","710534","743","598",1444,3816,0.5037,0.4963,0.1782,0.3168,0.3865,0.1184,12,6,6,2,2,830,57.56,1068.81,404.45
"高雄市","鳳山區鎮北里",2427224,10407,6840,0.0613,0.2608,0.6779,"1610","1217878","756","597",3085,7490,0.5028,0.4972,0.1832,0.3837,0.3602,0.0729,12,8,4,10,3,1906,59.71,786.78,324.06
"高雄市","鳳山區鎮東里",1019066,10407,2436,0.0493,0.2237,0.727,"536","375456","700","547",1132,2744,0.5055,0.4945,0.1855,0.3149,0.3593,0.1403,4,3,1,2,1,612,53.87,900.23,371.38
"高雄市","鳳山區鎮南里",2216742,10407,4881,0.052,0.2045,0.7435,"1423","1097260","771","569",2115,5409,0.494,0.506,0.1915,0.3198,0.3877,0.1009,11,6,5,6,8,1264,59.18,1048.1,409.82
"高雄市","鳳山區鎮西里",2287281,10407,5236,0.0579,0.2468,0.6954,"1438","1151552","801","592",2262,5932,0.5046,0.4954,0.1905,0.2947,0.3741,0.1408,7,6,1,2,3,1350,59.71,1011.18,385.58
"高雄市","鳳山區正義里",2642104,10407,6445,0.0459,0.2164,0.7376,"1800","1342770","746","567",2755,7214,0.5042,0.4958,0.1905,0.3269,0.3703,0.1124,10,5,5,8,4,1660,59.95,959.02,366.25
"高雄市","鳳山區中和里",1739243,10407,3572,0.0714,0.2766,0.652,"1090","931133","854","609",1562,3978,0.5075,0.4925,0.1755,0.3022,0.4035,0.1189,7,5,2,4,0,934,59.83,1113.47,437.22
"高雄市","鳳山區中崙里",1690145,10407,2588,0.0402,0.243,0.7168,"735","528865","720","576",1173,2775,0.4995,0.5005,0.1665,0.3366,0.4173,0.0796,7,3,4,1,1,681,57.71,1440.87,609.06
"高雄市","鳳山區中民里",1253362,10407,4580,0.0408,0.2131,0.7461,"1173","818809","698","553",2086,5002,0.5108,0.4892,0.1725,0.3495,0.4186,0.0594,10,3,7,5,3,1128,54.15,600.84,250.57
"高雄市","鳳山區中榮里",1016567,10407,4666,0.0304,0.2015,0.7681,"1044","705085","675","542",2059,5091,0.4972,0.5028,0.1799,0.3335,0.4152,0.0713,7,4,3,3,2,1080,52.43,493.72,199.68
"高雄市","鳳山區中正里",1561398,10407,4095,0.0432,0.2144,0.7424,"332","247765","746","588",1864,4596,0.5218,0.4782,0.1782,0.2311,0.3636,0.2272,5,1,4,4,0,948,50.61,837.66,339.73
"高雄市","鳳山區忠誠里",1500880,10407,3356,0.0563,0.2616,0.6821,"896","691062","771","576",1421,3716,0.4995,0.5005,0.1714,0.3547,0.3784,0.0955,9,4,5,3,1,925,64.96,1056.21,403.9
"高雄市","鳳山區忠孝里",2244876,10407,6004,0.0616,0.2503,0.688,"1643","1375945","837","604",2644,6855,0.5155,0.4845,0.2092,0.2982,0.3875,0.1052,5,4,1,4,3,1577,59.85,849.05,327.48
"高雄市","鳳山區忠義里",2226688,10407,4753,0.0772,0.2758,0.647,"1419","1298189","915","631",2131,5356,0.5181,0.4819,0.2082,0.287,0.3962,0.1087,3,2,1,3,5,1289,60.4,1044.9,415.74
"高雄市","岡山區白米里",830938,10407,1841,0.0386,0.2146,0.7469,"560","390421","697","583",759,2151,0.4956,0.5044,0.2273,0.3352,0.3659,0.0716,2,1,1,0,1,506,66.06,1094.78,386.3
"高雄市","岡山區本洲里",742448,10407,1831,0.0344,0.2043,0.7613,"500","407703","815","516",779,2109,0.4884,0.5116,0.2285,0.3205,0.339,0.1119,4,3,1,1,0,490,62.82,953.08,352.04
"高雄市","岡山區碧紅里",2204942,10407,3935,0.0584,0.2531,0.6884,"1192","975759","819","620",1571,4402,0.4943,0.5057,0.2038,0.3296,0.3726,0.094,9,6,3,7,4,1001,63.07,1403.53,500.9
"高雄市","岡山區程香里",1757996,10407,4202,0.0697,0.268,0.6623,"1364","1119096","820","621",1636,4737,0.4988,0.5012,0.2221,0.334,0.3694,0.0745,11,7,4,2,4,1057,64.1,1074.57,371.12
"高雄市","岡山區大遼里",492167,10407,1384,0.0376,0.2095,0.7529,"361","247624","686","535",507,1554,0.4736,0.5264,0.1821,0.3037,0.379,0.1351,5,3,2,1,1,322,63.26,970.74,316.71
"高雄市","岡山區大莊里",366418,10407,1006,0.0149,0.1531,0.832,"241","168295","698","493",423,1177,0.4732,0.5268,0.2005,0.2846,0.3806,0.1342,4,0,4,0,2,239,57.04,866.24,311.32
"高雄市","岡山區福興里",390575,10407,1092,0.0311,0.2134,0.7555,"300","196444","655","530",424,1215,0.4757,0.5243,0.1811,0.2971,0.3926,0.1292,2,2,0,0,1,243,56.91,921.17,321.46
"高雄市","岡山區岡山里",2300375,10407,4477,0.0594,0.2537,0.6868,"1375","1144688","833","595",1960,5140,0.4944,0.5056,0.2128,0.3037,0.3776,0.1058,6,3,3,3,0,1151,58.37,1173.66,447.54
"高雄市","岡山區和平里",144117,10407,328,0.0854,0.3567,0.5579,"121","92333","763","593",117,342,0.4708,0.5292,0.152,0.3918,0.4006,0.0556,1,0,1,0,0,87,72.5,1231.77,421.39
"高雄市","岡山區後紅里",2066808,10407,4210,0.0499,0.2515,0.6986,"1215","1019020","839","646",1797,4852,0.5157,0.4843,0.2457,0.292,0.3836,0.0787,5,1,4,3,3,1107,61.36,1150.14,425.97
"高雄市","岡山區後協里",2734583,10407,5681,0.0586,0.2449,0.6965,"1658","1257332","758","593",2291,6420,0.5047,0.4953,0.2128,0.3115,0.3771,0.0986,11,3,8,5,3,1375,60.04,1193.62,425.95
"高雄市","岡山區華崗里",457239,10407,1614,0.0229,0.166,0.811,"429","321454","749","567",649,1811,0.4771,0.5229,0.1877,0.323,0.3744,0.1149,2,1,1,1,0,427,65.39,704.53,252.48
"高雄市","岡山區嘉峰里",482702,10407,1836,0.031,0.177,0.7919,"532","390905","735","573",668,2077,0.4771,0.5229,0.207,0.2937,0.3698,0.1295,3,1,2,0,0,432,64.77,722.61,232.4
"高雄市","岡山區嘉興里",1765582,10407,3630,0.0397,0.2118,0.7485,"1109","801042","722","554",1429,4076,0.4899,0.5101,0.1941,0.3184,0.3626,0.1249,7,3,4,4,2,919,64.04,1235.54,433.17
"高雄市","岡山區劉厝里",594831,10407,1489,0.0497,0.1988,0.7515,"382","291079","762","565",601,1645,0.479,0.521,0.1726,0.29,0.3939,0.1435,0,0,0,0,0,354,58.9,989.74,361.6
"高雄市","岡山區平安里",771610,10407,1265,0.0727,0.2822,0.6451,"385","339141","881","575",543,1469,0.5085,0.4915,0.1886,0.2784,0.369,0.1641,7,3,4,0,0,339,62.89,1421.01,525.26
"高雄市","岡山區前峰里",1242152,10407,3016,0.0454,0.2255,0.7291,"849","634089","747","550",1209,3498,0.5217,0.4783,0.221,0.2936,0.3568,0.1286,3,3,0,1,2,700,57.85,1027.42,355.1
"高雄市","岡山區仁壽里",1906076,10407,3559,0.0725,0.2523,0.6752,"1136","1558283","1372","602",1475,4037,0.511,0.489,0.19,0.2829,0.3827,0.1444,4,2,2,1,0,894,60.41,1292.25,472.15
"高雄市","岡山區仁義里",946221,10407,1981,0.0712,0.2958,0.633,"556","440506","792","620",956,2178,0.5129,0.4871,0.1373,0.242,0.3871,0.2337,1,0,1,2,0,546,56.99,989.77,434.44
"高雄市","岡山區三和里",87927,10407,911,0.011,0.1438,0.8452,"244","154364","633","478",361,1023,0.4888,0.5112,0.1828,0.2952,0.3803,0.1417,0,0,0,1,0,227,63.06,243.57,85.95
"高雄市","岡山區石潭里",864580,10407,1931,0.0539,0.2268,0.7193,"572","470026","822","639",745,2221,0.4998,0.5002,0.2278,0.3066,0.3638,0.1018,4,4,0,1,1,493,66.09,1160.51,389.28
"高雄市","岡山區壽峰里",1048627,10407,2400,0.0633,0.2517,0.685,"746","616253","826","602",974,2843,0.5188,0.4812,0.2325,0.3204,0.3567,0.0904,3,2,1,1,0,612,62.83,1076.62,368.85
"高雄市","岡山區壽天里",1665141,10407,3420,0.0643,0.2784,0.6573,"1145","1169751","1022","643",1495,4134,0.5167,0.4833,0.2603,0.2731,0.3522,0.1144,5,5,0,4,1,931,62.07,1113.81,402.79
"高雄市","岡山區台上里",2205670,10407,5524,0.0518,0.2373,0.7109,"1677","1359074","810","622",2227,6875,0.5167,0.4833,0.2887,0.3232,0.3296,0.0585,9,5,4,4,2,1478,66.13,990.42,320.82
"高雄市","岡山區潭底里",275260,10407,787,0.0407,0.1563,0.803,"229","141744","619","515",339,887,0.4442,0.5558,0.1781,0.3123,0.3833,0.1263,4,3,1,0,1,219,64.22,811.98,310.33
"高雄市","岡山區灣裡里",803696,10407,1898,0.0495,0.2513,0.6992,"567","436283","769","599",686,2215,0.498,0.502,0.2321,0.3381,0.3458,0.084,6,5,1,4,1,465,67.59,1171.57,362.84
"高雄市","岡山區維仁里",560326,10407,1098,0.051,0.2231,0.7259,"298","225101","755","553",473,1274,0.5008,0.4992,0.1986,0.2418,0.3878,0.1719,3,3,0,1,2,262,55.74,1184.62,439.82
"高雄市","岡山區為隨里",310434,10407,680,0.0353,0.1971,0.7676,"186","129924","699","565",269,807,0.4721,0.5279,0.2466,0.29,0.3532,0.1103,0,0,0,0,1,155,57.62,1154.03,384.68
"高雄市","岡山區協和里",1382730,10407,3741,0.0503,0.2526,0.6971,"1111","919034","827","586",1342,4240,0.5104,0.4896,0.2252,0.3099,0.3731,0.0917,9,4,5,5,2,833,61.93,1030.35,326.12
"高雄市","岡山區協榮里",848952,10407,2246,0.0476,0.2213,0.7311,"692","506609","732","561",920,2497,0.5078,0.4922,0.1802,0.3004,0.3865,0.133,5,2,3,6,1,572,61.97,922.77,339.99
"高雄市","岡山區信義里",840574,10407,1873,0.0726,0.2808,0.6466,"598","487367","815","717",816,2155,0.5002,0.4998,0.2084,0.316,0.3411,0.1346,2,1,1,1,1,493,60.42,1030.12,390.06
"高雄市","岡山區忠孝里",1408578,10407,2899,0.0614,0.2397,0.6989,"749","580167","775","581",1355,3307,0.5189,0.4811,0.1736,0.2428,0.3753,0.2083,5,2,3,2,3,702,51.58,1039.54,425.94
"高雄市","岡山區竹圍里",2962917,10407,6760,0.0592,0.2571,0.6837,"2158","1851904","858","641",2722,8378,0.5088,0.4912,0.2898,0.3272,0.3328,0.0503,14,5,9,6,4,1817,66.51,1088.51,353.65
"高雄市","鼓山區寶樹里",355852,10407,1871,0.0326,0.155,0.8124,"275","187098","680","480",1078,2001,0.4413,0.5587,0.1059,0.2764,0.4878,0.1299,0,0,0,2,1,348,32.43,330.1,177.84
"高雄市","鼓山區登山里",293576,10407,667,0.036,0.1979,0.7661,"174","144227","829","523",333,722,0.4543,0.5457,0.1163,0.2562,0.4017,0.2258,2,2,0,1,1,149,44.61,881.61,406.61
"高雄市","鼓山區峰南里",437520,10407,897,0.0312,0.1672,0.8016,"218","134812","618","437",404,964,0.4699,0.5301,0.1193,0.2894,0.4149,0.1763,0,0,0,0,0,167,41.34,1082.97,453.86
"高雄市","鼓山區鼓峰里",690994,10407,2082,0.0379,0.2229,0.7392,"507","324680","640","522",939,2281,0.5116,0.4884,0.1442,0.3139,0.3981,0.1438,0,0,0,1,3,434,46.22,735.88,302.93
"高雄市","鼓山區鼓岩里",350503,10407,1318,0.0281,0.1548,0.8171,"302","173025","573","478",586,1433,0.485,0.515,0.1284,0.247,0.4271,0.1975,1,1,0,0,1,241,41.2,598.13,244.59
"高雄市","鼓山區光化里",424377,10407,1338,0.0269,0.1876,0.7855,"303","193183","638","480",628,1444,0.4979,0.5021,0.1233,0.2701,0.4377,0.169,1,1,0,0,1,275,43.72,675.76,293.89
"高雄市","鼓山區光榮里",1453410,10407,3636,0.0503,0.2181,0.7316,"1067","771149","723","528",1456,4017,0.4932,0.5068,0.1571,0.3072,0.3893,0.1464,8,4,4,1,2,805,55.14,998.22,361.81
"高雄市","鼓山區河邊里",518497,10407,1545,0.0362,0.1981,0.7657,"390","283950","728","529",665,1684,0.503,0.497,0.152,0.2957,0.4074,0.1449,3,1,2,1,1,336,50.37,779.69,307.9
"高雄市","鼓山區厚生里",1262332,10407,3255,0.0528,0.1966,0.7505,"887","635133","716","554",1521,3753,0.4903,0.5097,0.1852,0.3448,0.356,0.114,5,2,3,3,1,801,53.08,829.94,336.35
"高雄市","鼓山區華豐里",1990865,10407,4032,0.095,0.3033,0.6017,"1307","1243731","952","649",1830,4376,0.519,0.481,0.1702,0.2932,0.4248,0.1117,4,2,2,2,1,1080,58.98,1087.9,454.95
"高雄市","鼓山區惠安里",608160,10407,1245,0.057,0.2056,0.7373,"362","308106","851","509",540,1376,0.4629,0.5371,0.1548,0.2711,0.4157,0.1584,0,0,0,1,0,290,53.9,1126.22,441.98
"高雄市","鼓山區建國里",970665,10407,2427,0.0622,0.2456,0.6922,"737","608332","825","581",948,2713,0.4792,0.5208,0.1791,0.3037,0.3867,0.1305,3,2,1,3,1,590,62.3,1023.91,357.78
"高雄市","鼓山區麗興里",621427,10407,1003,0.0479,0.2004,0.7517,"275","272641","991","523",446,1099,0.475,0.525,0.1383,0.2784,0.4113,0.172,1,0,1,0,1,224,50.34,1393.33,565.45
"高雄市","鼓山區龍井里",426258,10407,1331,0.0466,0.1856,0.7678,"355","234564","661","514",581,1469,0.4826,0.5174,0.1416,0.2811,0.4187,0.1586,0,0,0,1,0,282,48.87,733.66,290.17
"高雄市","鼓山區龍水里",11147849,10407,18733,0.1653,0.3618,0.473,"6674","9290323","1392","918",10489,23873,0.544,0.456,0.2936,0.3106,0.3397,0.0561,49,30,19,27,11,6767,63.39,1062.81,466.96
"高雄市","鼓山區龍子里",8063304,10407,14585,0.1279,0.3331,0.539,"5034","5684553","1129","804",7775,18799,0.5376,0.4624,0.3021,0.3017,0.3313,0.065,27,11,16,12,8,4929,63.12,1037.08,428.92
"高雄市","鼓山區綠川里",510592,10407,1530,0.0412,0.1791,0.7797,"353","234038","663","529",675,1693,0.4725,0.5275,0.1506,0.2841,0.4052,0.1601,2,2,0,2,1,332,49.11,756.43,301.59
"高雄市","鼓山區民強里",975474,10407,2815,0.0419,0.2178,0.7403,"817","551193","675","526",1132,3107,0.4995,0.5005,0.1545,0.307,0.3875,0.1509,5,4,1,2,1,646,56.72,861.73,313.96
"高雄市","鼓山區民族里",496026,10407,1370,0.046,0.1956,0.7584,"379","264737","699","544",566,1513,0.4884,0.5116,0.1613,0.2981,0.4012,0.1395,3,1,2,1,3,306,54.35,876.37,327.84
"高雄市","鼓山區明誠里",8298325,10407,16368,0.1064,0.3188,0.5748,"5430","5473567","1008","755",8101,20097,0.5354,0.4646,0.2759,0.2781,0.3771,0.0689,26,17,9,15,14,4943,60.88,1024.36,412.91
"高雄市","鼓山區內惟里",570083,10407,1177,0.0476,0.1844,0.7681,"283","215164","760","560",500,1319,0.4708,0.5292,0.1607,0.2926,0.3897,0.1569,0,0,0,1,0,274,54.91,1140.17,432.21
"高雄市","鼓山區平和里",1352125,10407,3619,0.0583,0.2423,0.6994,"1146","859031","750","543",1525,4029,0.5115,0.4885,0.1623,0.3309,0.3753,0.1315,4,3,1,2,3,916,59.87,886.64,335.6
"高雄市","鼓山區前峰里",1806840,10407,4436,0.0796,0.2752,0.6452,"1396","1182704","847","634",1918,4805,0.4993,0.5007,0.1396,0.302,0.4106,0.1478,6,5,1,3,6,1200,62.27,942.04,376.03
"高雄市","鼓山區山下里",651954,10407,1380,0.0645,0.2391,0.6964,"375","282712","754","585",684,1477,0.4963,0.5037,0.1232,0.2999,0.4401,0.1368,0,0,0,2,2,343,49.78,953.15,441.4
"高雄市","鼓山區哨船頭里",575680,10407,1046,0.0526,0.1941,0.7533,"280","220293","787","529",488,1132,0.4744,0.5256,0.1493,0.2624,0.4311,0.1572,1,1,0,1,1,239,49.48,1179.67,508.55
"高雄市","鼓山區壽山里",586700,10407,1445,0.0318,0.164,0.8042,"360","272286","756","504",618,1582,0.4956,0.5044,0.1517,0.3053,0.397,0.146,1,1,0,1,1,262,42.26,949.35,370.86
"高雄市","鼓山區樹德里",484612,10407,1196,0.051,0.2023,0.7467,"333","244349","734","533",489,1333,0.4846,0.5154,0.168,0.2986,0.4044,0.129,2,2,0,1,0,272,55.74,991.03,363.55
"高雄市","鼓山區桃源里",104088,10407,635,0.1008,0.2189,0.6803,"188","166407","885","588",295,707,0.4455,0.5545,0.1414,0.3083,0.4257,0.1245,1,1,0,1,0,187,62.75,352.84,147.22
"高雄市","鼓山區維生里",702633,10407,1336,0.0554,0.229,0.7156,"413","504960","1223","585",564,1458,0.4973,0.5027,0.1317,0.2846,0.4184,0.1653,1,1,0,3,1,311,55.44,1245.8,481.92
"高雄市","鼓山區新民里",462993,10407,1060,0.0377,0.1906,0.7717,"264","169750","643","476",466,1183,0.4768,0.5232,0.1479,0.3085,0.4083,0.1352,0,0,0,2,0,229,49.25,993.55,391.37
"高雄市","鼓山區興宗里",509104,10407,1371,0.0584,0.1707,0.771,"355","241859","681","530",637,1480,0.4764,0.5236,0.1176,0.2669,0.4426,0.173,0,0,0,0,1,282,44.48,799.22,343.99
"高雄市","鼓山區雄峰里",738300,10407,2109,0.0607,0.2508,0.6885,"558","365992","656","530",993,2285,0.512,0.488,0.144,0.2867,0.4245,0.1449,3,3,0,1,1,508,50.5,743.5,323.11
"高雄市","鼓山區延平里",442624,10407,818,0.0599,0.2115,0.7286,"278","206317","742","501",360,924,0.4881,0.5119,0.1623,0.2911,0.381,0.1656,1,0,1,2,0,184,51.25,1229.51,479.03
"高雄市","鼓山區裕豐里",1217536,10407,2712,0.1058,0.3521,0.542,"912","915111","1003","667",1194,2916,0.5096,0.4904,0.1379,0.3001,0.4249,0.1372,1,1,0,2,0,714,59.85,1019.71,417.54
"高雄市","鼓山區裕興里",1627183,10407,3313,0.0797,0.294,0.6263,"963","805554","837","591",1508,3675,0.499,0.501,0.1614,0.3208,0.3959,0.1219,10,5,5,2,2,876,58.24,1079.03,442.77
"高雄市","鼓山區正德里",734905,10407,2084,0.048,0.2116,0.7404,"555","406443","732","583",900,2367,0.5027,0.4973,0.1931,0.3,0.3874,0.1196,3,1,2,1,2,523,57.92,816.56,310.48
"高雄市","鼓山區忠正里",1405426,10407,3983,0.0482,0.2207,0.7311,"1077","852619","792","542",1717,4423,0.5098,0.4902,0.1725,0.2822,0.4031,0.1422,5,3,2,3,1,949,55.37,818.54,317.75
"高雄市","鼓山區自強里",335871,10407,763,0.0734,0.3329,0.5937,"200","160505","803","623",338,821,0.4982,0.5018,0.0962,0.2022,0.4141,0.2875,0,0,0,0,1,188,55.95,993.7,409.1
"高雄市","湖內區大湖里",2084255,10407,3702,0.0529,0.2342,0.7129,"1083","881571","814","568",1500,4164,0.4914,0.5086,0.1936,0.3386,0.3614,0.1064,8,3,5,5,0,1015,67.35,1389.5,500.54
"高雄市","湖內區公舘里",958581,10407,2224,0.0567,0.219,0.7244,"651","474577","729","600",892,2581,0.489,0.511,0.2228,0.3177,0.358,0.1015,1,1,0,0,1,602,67.26,1074.64,371.4
"高雄市","湖內區海埔里",1006685,10407,1929,0.0311,0.2219,0.747,"465","275071","592","463",685,2133,0.4932,0.5068,0.1664,0.3104,0.3826,0.1406,3,3,0,1,1,417,60.79,1469.61,471.96
"高雄市","湖內區海山里",417719,10407,1169,0.0308,0.195,0.7742,"264","201678","764","523",440,1289,0.4748,0.5252,0.1482,0.2669,0.391,0.1939,1,0,1,0,0,267,60.41,949.36,324.06
"高雄市","湖內區湖東里",1503262,10407,2675,0.0389,0.2187,0.7424,"699","511410","732","510",1194,2959,0.5106,0.4894,0.1811,0.3464,0.3832,0.0892,3,1,2,3,2,680,56.38,1259.01,508.03
"高雄市","湖內區湖內里",1725210,10407,3732,0.034,0.2074,0.7586,"1018","722890","710","577",1476,4261,0.4872,0.5128,0.2169,0.3314,0.3717,0.08,3,0,3,3,1,966,64.88,1168.84,404.88
"高雄市","湖內區劉家里",309785,10407,1073,0.0252,0.1435,0.8313,"213","127097","597","514",418,1187,0.4634,0.5366,0.1727,0.273,0.3884,0.166,1,0,1,1,1,206,48.93,741.11,260.98
"高雄市","湖內區太爺里",450080,10407,839,0.056,0.2181,0.7259,"257","175325","682","500",349,926,0.4644,0.5356,0.1371,0.3164,0.3823,0.1641,1,1,0,0,0,224,64,1289.63,486.05
"高雄市","湖內區田尾里",420867,10407,1068,0.0478,0.2022,0.75,"345","248627","721","509",414,1170,0.4966,0.5034,0.1479,0.3145,0.3726,0.165,0,0,0,0,0,261,63.35,1016.59,359.72
"高雄市","湖內區文賢里",451736,10407,1205,0.0398,0.1859,0.7743,"304","207626","683","526",467,1361,0.4952,0.5048,0.1741,0.2946,0.3762,0.155,0,0,0,0,1,282,60.26,967.31,331.91
"高雄市","湖內區葉厝里",1244746,10407,2567,0.0401,0.2213,0.7386,"754","505321","670","514",990,2924,0.4884,0.5116,0.1997,0.341,0.3618,0.0975,6,2,4,0,2,647,64.89,1257.32,425.7
"高雄市","湖內區逸賢里",403836,10407,1157,0.0216,0.1685,0.8099,"248","138563","559","441",483,1278,0.4687,0.5313,0.1878,0.3083,0.3693,0.1346,0,0,0,0,2,275,56.82,836.1,315.99
"高雄市","湖內區中賢里",933578,10407,2234,0.0313,0.1885,0.7802,"567","334076","589","461",890,2498,0.4896,0.5104,0.1753,0.3086,0.3815,0.1345,2,1,1,6,0,504,56.25,1048.96,373.73
"高雄市","湖內區忠興里",274665,10407,725,0.029,0.131,0.84,"164","93925","573","481",301,820,0.472,0.528,0.1671,0.2841,0.3756,0.1732,0,0,0,0,1,174,57.81,912.51,334.96
"高雄市","茄萣區白雲里",933354,10407,1771,0.0327,0.1813,0.786,"404","243389","602","458",720,1977,0.4886,0.5114,0.1684,0.2964,0.3991,0.1361,4,2,2,3,3,393,54.51,1296.33,472.11
"高雄市","茄萣區保定里",1198919,10407,3085,0.0379,0.1935,0.7686,"754","446244","592","461",1123,3408,0.4844,0.5156,0.1596,0.3242,0.3727,0.1435,8,4,4,0,0,689,61.52,1067.6,351.8
"高雄市","茄萣區大定里",302429,10407,1194,0.0276,0.1608,0.8116,"267","165741","621","443",456,1301,0.455,0.545,0.136,0.309,0.3897,0.1653,1,0,1,1,2,250,55.07,663.22,232.46
"高雄市","茄萣區福德里",251089,10407,1028,0.0321,0.1605,0.8074,"235","147926","629","477",385,1120,0.4911,0.5089,0.1598,0.2938,0.3991,0.1473,1,0,1,0,0,199,51.96,652.18,224.19
"高雄市","茄萣區光定里",256471,10407,1042,0.0307,0.1593,0.81,"232","136048","586","461",397,1160,0.481,0.519,0.1491,0.3043,0.3793,0.1672,1,1,0,1,0,220,55.56,646.02,221.1
"高雄市","茄萣區和協里",399988,10407,1179,0.0254,0.1544,0.8202,"255","146054","573","506",461,1352,0.4815,0.5185,0.193,0.267,0.3683,0.1716,1,0,1,0,1,259,56.55,867.65,295.85
"高雄市","茄萣區吉定里",715032,10407,1214,0.0264,0.1804,0.7932,"240","154698","645","490",476,1368,0.4861,0.5139,0.1718,0.3026,0.3713,0.1542,2,1,1,1,0,274,57.56,1502.17,522.68
"高雄市","茄萣區嘉安里",661661,10407,1796,0.0312,0.2088,0.76,"427","234912","550","445",633,2022,0.4896,0.5104,0.1889,0.3432,0.365,0.1029,2,1,1,2,0,394,61.95,1045.28,327.23
"高雄市","茄萣區嘉賜里",1394975,10407,3842,0.0362,0.2116,0.7522,"927","571002","616","500",1394,4307,0.4857,0.5143,0.2046,0.3371,0.3661,0.0922,6,3,3,2,1,956,67.51,1000.7,323.89
"高雄市","茄萣區嘉定里",323119,10407,1229,0.0334,0.1587,0.808,"255","160012","627","524",504,1363,0.471,0.529,0.168,0.2641,0.3764,0.1915,1,0,1,2,0,269,53.48,641.11,237.06
"高雄市","茄萣區嘉福里",294295,10407,1047,0.0239,0.1519,0.8243,"225","113999","507","386",420,1164,0.4631,0.5369,0.171,0.2784,0.4012,0.1495,0,0,0,1,2,214,51.2,700.7,252.83
"高雄市","茄萣區嘉樂里",615577,10407,2046,0.0283,0.1843,0.7874,"523","300601","575","459",680,2312,0.4961,0.5039,0.1916,0.3157,0.3625,0.1302,5,2,3,6,0,424,62.72,905.26,266.25
"高雄市","茄萣區嘉泰里",671873,10407,1209,0.024,0.1729,0.8031,"263","147922","562","442",464,1378,0.4949,0.5051,0.1698,0.2852,0.381,0.164,1,1,0,2,0,242,52.38,1448,487.57
"高雄市","茄萣區崎漏里",2224110,10407,4629,0.0244,0.1758,0.7997,"1003","598664","597","462",1944,5246,0.48,0.52,0.2003,0.3185,0.3786,0.1026,10,5,5,5,2,1184,60.94,1144.09,423.96
"高雄市","茄萣區萬福里",270274,10407,952,0.0231,0.1639,0.813,"209","125580","601","427",389,1082,0.476,0.524,0.1867,0.3198,0.3614,0.1322,0,0,0,0,2,196,50.52,694.79,249.79
"高雄市","甲仙區寶隆里",118398,10407,723,0.0111,0.0816,0.9073,"118","54530","462","371",254,763,0.4364,0.5636,0.1127,0.2634,0.4351,0.1887,1,1,0,0,1,131,51.98,466.13,155.17
"高雄市","甲仙區大田里",332234,10407,1664,0.0066,0.1124,0.881,"267","130150","487","414",661,1857,0.461,0.539,0.1896,0.2714,0.4093,0.1298,1,1,0,1,1,379,57.77,502.62,178.91
"高雄市","甲仙區東安里",126952,10407,514,0.0195,0.1381,0.8424,"81","54726","676","497",223,549,0.49,0.51,0.1366,0.2568,0.3934,0.2131,0,0,0,0,0,112,50.45,569.29,231.24
