"YM","CODEBASE","kW"
10507,"A6301-0555-00",11128
10506,"A6301-0555-00",106910
10507,"A6301-0556-00",12460
10506,"A6301-0556-00",109739
10507,"A6301-0557-00",24122
10506,"A6301-0557-00",186131
10507,"A6301-0558-00",3152
10506,"A6301-0558-00",206016
10507,"A6301-0559-00",13400
10506,"A6301-0559-00",107489
10507,"A6301-0560-00",13512
10506,"A6301-0560-00",295173
10507,"A6301-0561-00",76322
10506,"A6301-0561-00",320377
10507,"A6301-0562-00",9592
10506,"A6301-0562-00",133175
10507,"A6301-0564-00",1234
10506,"A6301-0564-00",62297
10507,"A6301-0565-00",52080
10506,"A6301-0565-00",6944
10507,"A6301-0566-00",12407
10506,"A6301-0566-00",77575
10507,"A6301-0567-00",116077
10506,"A6301-0568-00",73967
10507,"A6301-0569-00",25647
10506,"A6301-0569-00",123987
10507,"A6301-0570-00",39134
10506,"A6301-0570-00",153627
10507,"A6301-0571-00",484
10506,"A6301-0571-00",61623
10507,"A6301-0572-00",56967
10506,"A6301-0572-00",25828
10507,"A6301-0573-00",40039
10507,"A6301-0574-00",44045
10506,"A6301-0574-00",266195
10507,"A6301-0575-00",60880
10506,"A6301-0575-00",163038
10506,"A6301-0576-00",6382
10507,"A6301-0577-00",15471
10506,"A6301-0577-00",90267
10507,"A6301-0578-00",23013
10506,"A6301-0578-00",233770
10507,"A6301-0579-00",8320
10506,"A6301-0579-00",128648
10507,"A6301-0580-00",4480
10506,"A6301-0580-00",114876
10507,"A6301-0581-00",34468
10506,"A6301-0581-00",87190
10507,"A6301-0582-00",80
10506,"A6301-0582-00",47685
10507,"A6301-0583-00",83742
10506,"A6301-0583-00",95923
10507,"A6301-0584-00",19258
10506,"A6301-0584-00",100625
10507,"A6301-0585-00",142741
10506,"A6301-0585-00",190508
10507,"A6301-0586-00",4368
10506,"A6301-0586-00",94206
10507,"A6301-0587-00",7684
10506,"A6301-0587-00",89373
10506,"A6301-0588-00",119014
10507,"A6301-0589-00",32341
10506,"A6301-0589-00",226553
10507,"A6301-0590-00",5019
10506,"A6301-0590-00",63636
10507,"A6301-0591-00",34360
10506,"A6301-0591-00",145124
10507,"A6301-0592-00",941888
10506,"A6301-0592-00",13051
10507,"A6301-0593-00",29852
10506,"A6301-0593-00",90777
10507,"A6301-0594-00",284105
10506,"A6301-0594-00",211783
10507,"A6301-0595-00",19429
10506,"A6301-0595-00",181870
10506,"A6301-0596-00",103953
10507,"A6301-0597-00",40
10506,"A6301-0597-00",54687
10507,"A6301-0598-00",217965
10506,"A6301-0598-00",40
10507,"A6301-0599-00",6696
10506,"A6301-0599-00",101237
10507,"A6301-0600-00",19801
10506,"A6301-0600-00",174162
10507,"A6301-0601-00",17163
10506,"A6301-0601-00",76781
10507,"A6301-0602-00",73178
10507,"A6301-0603-00",1016
10506,"A6301-0603-00",174033
10507,"A6301-0604-00",718
10506,"A6301-0604-00",101530
10507,"A6301-0605-00",4629
10506,"A6301-0605-00",66940
10507,"A6301-0606-00",20699
10506,"A6301-0606-00",215748
10507,"A6301-0607-00",8612
10506,"A6301-0607-00",122892
10506,"A6301-0608-00",33018
10507,"A6301-0609-00",16885
10506,"A6301-0609-00",97797
10507,"A6301-0610-00",2047
10506,"A6301-0610-00",187481
10507,"A6301-0611-00",43957
10506,"A6301-0611-00",114999
10507,"A6301-0612-00",12090
10506,"A6301-0612-00",127403
10506,"A6301-0613-00",63899
10507,"A6301-0614-00",1756
10506,"A6301-0614-00",114469
10506,"A6301-0615-00",57281
10507,"A6301-0616-00",12773
10506,"A6301-0616-00",148691
10506,"A6301-0617-00",2348
10507,"A6301-0618-00",15600
10506,"A6301-0618-00",114422
10507,"A6301-0619-00",3392
10506,"A6301-0619-00",33342
10507,"A6301-0620-00",85770
10506,"A6301-0620-00",9283
10507,"A6301-0621-00",17453
10506,"A6301-0621-00",163465
10507,"A6301-0622-00",478460
10506,"A6301-0622-00",442755
10507,"A6301-0623-00",9165
10506,"A6301-0623-00",46078
10507,"A6301-0624-00",101077
10507,"A6301-0625-00",51385
10506,"A6301-0625-00",97962
10507,"A6301-0626-00",95330
10507,"A6301-0627-00",37131
10507,"A6301-0628-00",122728
10506,"A6301-0628-00",1641
10507,"A6301-0629-00",54353
10506,"A6301-0629-00",61198
10507,"A6301-0630-00",24251
10506,"A6301-0630-00",142711
10506,"A6301-0632-00",53289
10507,"A6301-0633-00",259450
10506,"A6301-0633-00",32804
10507,"A6301-0634-00",100445
10506,"A6301-0634-00",5650
10507,"A6301-0635-00",42676
10506,"A6301-0635-00",44740
10507,"A6301-0636-00",21194
10506,"A6301-0636-00",179439
10507,"A6301-0637-00",161965
10506,"A6301-0637-00",184765
10507,"A6301-0638-00",75425
10507,"A6301-0639-00",25521
10506,"A6301-0639-00",179359
10507,"A6301-0640-00",110058
10506,"A6301-0640-00",90667
10507,"A6301-0641-00",23613
10506,"A6301-0641-00",88674
10507,"A6301-0642-00",11448
10506,"A6301-0642-00",85409
10507,"A6301-0643-00",4141
10506,"A6301-0643-00",132027
10507,"A6301-0644-00",258567
10506,"A6301-0644-00",3394
10506,"A6301-0645-00",57772
10506,"A6301-0646-00",45481
10507,"A6301-0647-00",17278
10506,"A6301-0647-00",128033
10507,"A6301-0648-00",1026
10506,"A6301-0648-00",103840
10506,"A6301-0649-00",109611
10507,"A6301-0650-00",3600
10506,"A6301-0650-00",150147
10507,"A6301-0651-00",14823
10506,"A6301-0651-00",85664
10507,"A6301-0652-00",24760
10506,"A6301-0652-00",88049
10507,"A6301-0653-00",69754
10506,"A6301-0653-00",1731
10507,"A6301-0654-00",46160
10506,"A6301-0654-00",2012
10507,"A6301-0655-00",30207
10506,"A6301-0655-00",191844
10507,"A6301-0656-00",32137
10506,"A6301-0656-00",346114
10507,"A6301-0657-00",85662
10506,"A6301-0657-00",146123
10506,"A6301-0658-00",98658
10507,"A6301-0659-00",29881
10506,"A6301-0659-00",139527
10507,"A6301-0660-00",279
10506,"A6301-0660-00",78700
10507,"A6301-0661-00",3278
10506,"A6301-0661-00",94559
10507,"A6301-0662-00",2445
10506,"A6301-0662-00",60205
10507,"A6301-0663-00",83624
10507,"A6301-0664-00",49834
10506,"A6301-0664-00",101713
10507,"A6301-0665-00",71385
10507,"A6301-0666-00",8847
10506,"A6301-0666-00",110757
10507,"A6301-0668-00",0
10506,"A6301-0668-00",123471
10507,"A6301-0669-00",9154
10506,"A6301-0669-00",80943
10507,"A6301-0670-00",20061
10507,"A6301-0671-00",8784
10506,"A6301-0671-00",95378
10506,"A6301-0673-00",82561
10507,"A6301-0674-00",54662
10506,"A6301-0674-00",113557
10507,"A6301-0675-00",1440
10506,"A6301-0675-00",68706
10506,"A6301-0676-00",50716
10507,"A6301-0677-00",127354
10506,"A6301-0677-00",1193
10507,"A6301-0678-00",84374
10507,"A6301-0679-00",185430
10506,"A6301-0679-00",347967
10507,"A6301-0680-00",18280
10506,"A6301-0680-00",108608
10507,"A6301-0681-00",5978
10506,"A6301-0681-00",98983
10506,"A6301-0682-00",36510
10507,"A6301-0683-00",93077
10506,"A6301-0683-00",169996
10507,"A6301-0684-00",113277
10506,"A6301-0684-00",426571
10507,"A6301-0685-00",26450
10506,"A6301-0685-00",138319
10507,"A6301-0686-00",7400
10506,"A6301-0686-00",164118
10507,"A6301-0687-00",35330
10506,"A6301-0687-00",121917
10507,"A6301-0688-00",69320
10506,"A6301-0688-00",110036
10507,"A6301-0689-00",307349
10506,"A6301-0689-00",1289
10507,"A6301-0690-00",26831
10506,"A6301-0690-00",128865
10507,"A6301-0691-00",254110
10507,"A6301-0692-00",10602
10506,"A6301-0692-00",75796
10507,"A6301-0693-00",90849
10506,"A6301-0693-00",199674
10507,"A6301-0694-00",239787
10506,"A6301-0694-00",5453
10507,"A6301-0695-00",287547
10506,"A6301-0695-00",856
10507,"A6301-0696-00",17205
10506,"A6301-0696-00",54372
10507,"A6301-0697-00",56769
10506,"A6301-0697-00",132386
10507,"A6301-0698-00",81397
10506,"A6301-0698-00",144974
10507,"A6301-0699-00",47653
10506,"A6301-0699-00",308394
10507,"A6301-0700-00",21760
10506,"A6301-0700-00",1258
10507,"A6301-0701-00",55303
10506,"A6301-0701-00",103750
10507,"A6301-0702-00",15185
10506,"A6301-0702-00",110081
10507,"A6301-0703-00",38357
10506,"A6301-0703-00",77028
10507,"A6301-0704-00",33506
10506,"A6301-0704-00",107070
10507,"A6301-0705-00",5538
10506,"A6301-0705-00",127521
10507,"A6301-0706-00",11058
10506,"A6301-0706-00",126763
10507,"A6301-0707-00",51725
10506,"A6301-0707-00",113848
10507,"A6301-0709-00",111909
10506,"A6301-0709-00",114971
10507,"A6301-0710-00",142361
10507,"A6301-0711-00",230486
10506,"A6301-0711-00",2552
10507,"A6301-0712-00",218763
10506,"A6301-0712-00",2530
10507,"A6301-0713-00",181485
10506,"A6301-0713-00",40
10507,"A6301-0714-00",45236
10506,"A6301-0714-00",289762
10507,"A6301-0715-00",1669751
10506,"A6301-0715-00",9720
10507,"A6301-0716-00",322272
10506,"A6301-0716-00",2395
10507,"A6301-0717-00",57380
10506,"A6301-0717-00",196116
10507,"A6301-0718-00",423511
10507,"A6301-0719-00",2778
10506,"A6301-0719-00",73290
10507,"A6301-0720-00",239212
10507,"A6301-0721-00",30311
10506,"A6301-0721-00",200026
10507,"A6301-0722-00",254239
10506,"A6301-0722-00",4476
10507,"A6301-0723-00",44147
10506,"A6301-0723-00",388415
10506,"A6301-0724-00",48218
10507,"A6301-0725-00",7760
10506,"A6301-0725-00",61434
10507,"A6301-0726-00",200786
10507,"A6301-0727-00",146223
10506,"A6301-0727-00",2128
10507,"A6301-0728-00",76133
10507,"A6301-0729-00",421453
10506,"A6301-0729-00",24107
10507,"A6301-0730-00",55120
10506,"A6301-0730-00",16040
10507,"A6301-0731-00",79
10506,"A6301-0731-00",6502
10507,"A6301-0732-00",2459
10506,"A6301-0732-00",74083
10507,"A6301-0733-00",68091
10507,"A6301-0734-00",73722
10507,"A6301-0735-00",121452
10507,"A6301-0736-00",184736
10507,"A6301-0737-00",74180
10507,"A6301-0738-00",7660
10506,"A6301-0738-00",55004
10507,"A6301-0739-00",118175
10506,"A6301-0739-00",181
10507,"A6301-0740-00",80925
10506,"A6301-0740-00",157661
10507,"A6301-0741-00",135706
10506,"A6301-0742-00",46049
10507,"A6301-0743-00",91042
10506,"A6301-0743-00",114273
10507,"A6301-0744-00",643
10506,"A6301-0744-00",100330
10507,"A6301-0745-00",52412
10507,"A6301-0746-00",2721
10506,"A6301-0746-00",155710
10507,"A6301-0747-00",81010
10506,"A6301-0747-00",425
10507,"A6301-0748-00",75869
10506,"A6301-0748-00",40
10507,"A6301-0749-00",85782
10506,"A6301-0750-00",131699
10507,"A6301-0751-00",4600
10506,"A6301-0751-00",54598
10507,"A6301-0752-00",128557
10506,"A6301-0752-00",40
10507,"A6301-0753-00",110216
10506,"A6301-0753-00",2116
10506,"A6301-0754-00",61970
10507,"A6301-0755-00",66649
10506,"A6301-0755-00",170838
10507,"A6301-0756-00",84439
10506,"A6301-0756-00",589
10506,"A6301-0757-00",43884
10507,"A6301-0758-00",1119
10506,"A6301-0758-00",59827
10507,"A6301-0759-00",83230
10507,"A6301-0760-00",89807
10507,"A6301-0761-00",117160
10507,"A6301-0762-00",87438
10507,"A6301-0763-00",11861
10506,"A6301-0763-00",58820
10507,"A6301-0764-00",20816
10507,"A6301-0765-00",71635
10506,"A6301-0765-00",994
10507,"A6301-0766-00",2651
10506,"A6301-0766-00",43101
10507,"A6301-0767-00",108037
10507,"A6301-0768-00",100469
10506,"A6301-0768-00",7207
10507,"A6301-0769-00",27353
10506,"A6301-0769-00",140528
10507,"A6301-0770-00",1592
10506,"A6301-0770-00",42903
10507,"A6301-0771-00",172187
10507,"A6301-0772-00",638464
10506,"A6301-0772-00",1692
10507,"A6301-0773-00",517
10506,"A6301-0773-00",90981
10507,"A6301-0774-00",57957
10507,"A6301-0775-00",331
10506,"A6301-0775-00",196609
10507,"A6301-0776-00",91736
10506,"A6301-0776-00",407
10507,"A6301-0777-00",253
10506,"A6301-0777-00",70928
10507,"A6301-0778-00",69295
10507,"A6301-0779-00",2128
10506,"A6301-0779-00",88371
10506,"A6301-0780-00",59354
10507,"A6301-0781-00",94002
10507,"A6301-0782-00",3193
10506,"A6301-0782-00",122984
10507,"A6301-0783-00",187517
10506,"A6301-0783-00",215062
10507,"A6301-0784-00",96538
10507,"A6301-0785-00",115484
10507,"A6301-0786-00",211855
10507,"A6301-0787-00",78903
10506,"A6301-0787-00",778
10507,"A6301-0788-00",2485
10506,"A6301-0788-00",60320
10507,"A6301-0789-00",132488
10507,"A6301-0790-00",153153
10507,"A6301-0791-00",94475
10506,"A6301-0791-00",1123
10506,"A6301-0792-00",63292
10506,"A6301-0793-00",75177
10507,"A6301-0794-00",40
10506,"A6301-0794-00",97107
10507,"A6301-0795-00",112650
10507,"A6301-0796-00",5554
10506,"A6301-0796-00",90053
10507,"A6301-0797-00",0
10506,"A6301-0797-00",68775
10507,"A6301-0798-00",139242
10507,"A6301-0799-00",91544
10506,"A6301-0799-00",40
10507,"A6301-0800-00",68094
10507,"A6301-0801-00",67456
10506,"A6301-0801-00",4200
10507,"A6301-0802-00",59523
10507,"A6301-0803-00",51492
10506,"A6301-0804-00",90334
10507,"A6301-0805-00",179207
10506,"A6301-0805-00",1255
10507,"A6301-0806-00",118480
10507,"A6301-0807-00",141770
10507,"A6301-0808-00",112539
10507,"A6301-0809-00",82288
10507,"A6301-0810-00",22166
10506,"A6301-0810-00",106496
10507,"A6301-0811-00",68712
10506,"A6301-0811-00",1145
10507,"A6301-0812-00",0
10506,"A6301-0812-00",94253
10507,"A6301-0813-00",248826
10506,"A6301-0813-00",216741
10507,"A6301-0814-00",124268
10506,"A6301-0814-00",2931
10507,"A6301-0815-00",123063
10506,"A6301-0815-00",2036
10507,"A6301-0816-00",293853
10506,"A6301-0816-00",168775
10507,"A6301-0817-00",364936
10506,"A6301-0817-00",592
10507,"A6301-0818-00",85336
10507,"A6301-0819-00",24650
10506,"A6301-0819-00",137501
10507,"A6301-0820-00",120393
10506,"A6301-0820-00",4789
10507,"A6301-0821-00",158296
10507,"A6301-0822-00",178277
10506,"A6301-0822-00",3039
10506,"A6301-0823-00",50145
10507,"A6301-0824-00",30374
10506,"A6301-0824-00",80975
10507,"A6301-0825-00",104887
10506,"A6301-0825-00",2584
10507,"A6301-0826-00",200308
10507,"A6301-0827-00",95059
10507,"A6301-0828-00",27000
10506,"A6301-0828-00",86193
10507,"A6301-0829-00",22700
10506,"A6301-0829-00",125424
10507,"A6301-0830-00",190917
10507,"A6301-0831-00",58680
10507,"A6301-0832-00",111336
10507,"A6301-0833-00",58166
10506,"A6301-0833-00",80
10507,"A6301-0834-00",79691
10506,"A6301-0834-00",2413
10507,"A6301-0835-00",248523
10506,"A6301-0835-00",1142
10507,"A6301-0836-00",117254
10507,"A6301-0837-00",215680
10507,"A6301-0838-00",49114
10506,"A6302-0001-00",53745
10507,"A6302-0002-00",20272
10506,"A6302-0002-00",137781
10507,"A6302-0003-00",1575
10506,"A6302-0003-00",78685
10507,"A6302-0004-00",1533
10506,"A6302-0004-00",108285
10507,"A6302-0005-00",26092
10506,"A6302-0005-00",12881
10506,"A6302-0006-00",37215
10507,"A6302-0007-00",1160
10506,"A6302-0007-00",65171
10507,"A6302-0008-00",56
10506,"A6302-0008-00",66012
10507,"A6302-0009-00",10444
10506,"A6302-0009-00",49607
10506,"A6302-0010-00",63457
10507,"A6302-0011-00",1962
10506,"A6302-0011-00",95815
10507,"A6302-0012-00",193534
10506,"A6302-0012-00",259819
10507,"A6302-0013-00",4847
10506,"A6302-0013-00",92380
10506,"A6302-0015-00",52577
10507,"A6302-0016-00",2209
10506,"A6302-0016-00",112240
10506,"A6302-0017-00",76211
10506,"A6302-0018-00",35721
10507,"A6302-0019-00",75740
10506,"A6302-0019-00",421925
10507,"A6302-0021-00",14642
10506,"A6302-0021-00",221914
10507,"A6302-0022-00",1883
10506,"A6302-0022-00",65430
10507,"A6302-0023-00",69552
10506,"A6302-0023-00",98000
10507,"A6302-0024-00",12241
10506,"A6302-0024-00",77406
10506,"A6302-0025-00",161901
10507,"A6302-0026-00",1600
10506,"A6302-0026-00",110362
10507,"A6302-0027-00",32400
10506,"A6302-0027-00",9904
10507,"A6302-0028-00",4031
10506,"A6302-0028-00",71016
10506,"A6302-0029-00",54562
10507,"A6302-0030-00",5049
10506,"A6302-0030-00",56400
10507,"A6302-0031-00",2618564
10506,"A6302-0031-00",5237
10507,"A6302-0033-00",11514
10506,"A6302-0033-00",188248
10506,"A6302-0034-00",86580
10507,"A6302-0035-00",43046
10506,"A6302-0035-00",63053
10506,"A6302-0036-00",46523
10507,"A6302-0036-00",110
10506,"A6302-0037-00",56650
10506,"A6302-0038-00",51359
10507,"A6302-0039-00",23148
10506,"A6302-0039-00",132592
10507,"A6302-0040-00",18103
10506,"A6302-0040-00",187785
10507,"A6302-0041-00",810
10506,"A6302-0041-00",58421
10506,"A6302-0042-00",51490
10506,"A6302-0043-00",28250
10506,"A6302-0044-00",25405
10507,"A6302-0045-00",20954
10506,"A6302-0045-00",92662
10506,"A6302-0046-00",72049
10507,"A6302-0046-00",717
10507,"A6302-0047-00",12561
10506,"A6302-0047-00",123341
10507,"A6302-0048-00",13760
10506,"A6302-0048-00",33899
10507,"A6302-0049-00",3364
10506,"A6302-0049-00",59203
10506,"A6302-0050-00",61047
10506,"A6302-0051-00",53642
10507,"A6302-0052-00",2439
10506,"A6302-0052-00",137853
10506,"A6302-0053-00",41948
10507,"A6302-0053-00",3680
10506,"A6302-0054-00",46566
10506,"A6302-0055-00",38581
10506,"A6302-0056-00",213301
10507,"A6302-0057-00",38764
10506,"A6302-0057-00",32
10507,"A6302-0058-00",590
10506,"A6302-0058-00",56228
10506,"A6302-0059-00",53073
10506,"A6302-0060-00",31889
10507,"A6302-0061-00",5406
10506,"A6302-0061-00",56581
10507,"A6302-0062-00",4094
10506,"A6302-0062-00",88097
10507,"A6302-0063-00",7363
10506,"A6302-0063-00",77408
10507,"A6302-0064-00",6116
10506,"A6302-0064-00",201435
10507,"A6302-0065-00",24929
10506,"A6302-0065-00",116501
10506,"A6302-0066-00",38000
10507,"A6302-0067-00",22730
10506,"A6302-0067-00",90188
10507,"A6302-0068-00",80
10506,"A6302-0068-00",47194
10506,"A6302-0069-00",75734
10507,"A6302-0070-00",6920
10506,"A6302-0070-00",73354
10507,"A6302-0071-00",8115
10506,"A6302-0071-00",214680
10507,"A6302-0072-00",138377
10506,"A6302-0072-00",234701
10506,"A6302-0073-00",175688
10507,"A6302-0074-00",107623
10506,"A6302-0074-00",213151
10506,"A6302-0075-00",67295
10506,"A6302-0076-00",53401
10507,"A6302-0077-00",10800
10506,"A6302-0077-00",85272
10506,"A6302-0078-00",39802
10507,"A6302-0079-00",4930
10506,"A6302-0079-00",147168
10507,"A6302-0080-00",25355
10506,"A6302-0080-00",31704
10506,"A6302-0081-00",191787
10507,"A6302-0082-00",12079
10506,"A6302-0082-00",137639
10507,"A6302-0083-00",1946
10506,"A6302-0083-00",69897
10507,"A6302-0084-00",28698
10506,"A6302-0084-00",158903
10507,"A6302-0085-00",39539
10506,"A6302-0085-00",63718
10507,"A6302-0086-00",3464
10506,"A6302-0086-00",161203
10507,"A6302-0087-00",297217
10506,"A6302-0087-00",40
10507,"A6302-0088-00",159600
10506,"A6302-0088-00",2335
10507,"A6302-0089-00",454560
10506,"A6302-0089-00",812
10507,"A6302-0090-00",105826
10507,"A6302-0091-00",105326
10506,"A6302-0091-00",40
10507,"A6302-0092-00",153623
10507,"A6302-0093-00",136484
10506,"A6302-0093-00",1067
10507,"A6302-0094-00",235411
10507,"A6302-0095-00",151762
10506,"A6302-0095-00",332
10507,"A6302-0096-00",140407
10507,"A6302-0097-00",355619
10506,"A6302-0097-00",5268
10507,"A6302-0098-00",75918
10507,"A6302-0099-00",163355
10507,"A6302-0100-00",153040
10507,"A6302-0101-00",202501
10507,"A6302-0102-00",215668
10506,"A6302-0102-00",202
10507,"A6302-0103-00",152501
10506,"A6302-0103-00",82
10507,"A6302-0104-00",108970
10507,"A6302-0105-00",95475
10507,"A6302-0106-00",143165
10507,"A6302-0107-00",90918
10507,"A6302-0108-00",140076
10506,"A6302-0108-00",288
10507,"A6302-0109-00",92442
10507,"A6302-0110-00",56523
10507,"A6302-0111-00",71904
10507,"A6302-0112-00",35600
10507,"A6302-0113-00",63583
10507,"A6302-0114-00",160140
10507,"A6302-0115-00",87552
10506,"A6302-0115-00",183
10507,"A6302-0116-00",49458
10506,"A6302-0116-00",1173
10507,"A6302-0117-00",62274
10507,"A6302-0118-00",91754
10506,"A6302-0118-00",4594
10507,"A6302-0119-00",151277
10507,"A6302-0120-00",68957
10507,"A6302-0121-00",125821
10506,"A6302-0121-00",702
10507,"A6302-0122-00",84516
10507,"A6302-0123-00",88510
10507,"A6302-0124-00",87469
10507,"A6302-0125-00",85744
10507,"A6302-0126-00",95757
10507,"A6302-0127-00",91494
10507,"A6302-0128-00",133284
10507,"A6302-0129-00",92094
10506,"A6302-0129-00",165
10507,"A6302-0130-00",56687
10507,"A6302-0131-00",181374
10507,"A6302-0132-00",253324
10506,"A6302-0132-00",9216
10507,"A6302-0133-00",81825
10506,"A6302-0133-00",1042
10507,"A6302-0134-00",29490
10507,"A6302-0135-00",77668
10507,"A6302-0136-00",93075
10507,"A6302-0137-00",111937
10506,"A6302-0137-00",40
10507,"A6302-0138-00",74067
10506,"A6302-0138-00",136
10507,"A6302-0139-00",130200
10507,"A6302-0140-00",98471
10507,"A6302-0141-00",70358
10507,"A6302-0142-00",113477
10507,"A6302-0143-00",1415429
10506,"A6302-0143-00",25551
10507,"A6302-0144-00",256001
10507,"A6302-0145-00",98384
10507,"A6302-0146-00",73185
10506,"A6302-0146-00",40
10507,"A6302-0147-00",82224
10507,"A6302-0148-00",83646
10507,"A6302-0149-00",161416
10506,"A6302-0149-00",2299
10507,"A6302-0150-00",79192
10507,"A6302-0151-00",74851
10507,"A6302-0152-00",174531
10507,"A6302-0153-00",68610
10507,"A6302-0154-00",57318
10507,"A6302-0155-00",164147
10507,"A6302-0156-00",106877
10507,"A6302-0157-00",63384
10507,"A6302-0158-00",75875
10506,"A6302-0158-00",1609
10507,"A6302-0159-00",138476
10507,"A6302-0160-00",145990
10507,"A6302-0161-00",372150
10506,"A6302-0161-00",40
10507,"A6302-0162-00",127248
10506,"A6302-0162-00",669
10507,"A6302-0163-00",75091
10507,"A6302-0164-00",97718
10506,"A6302-0164-00",1041
10507,"A6302-0165-00",164516
10507,"A6302-0166-00",127854
10507,"A6302-0167-00",47317
10507,"A6302-0168-00",131544
10507,"A6302-0169-00",186872
10506,"A6302-0169-00",5355
10507,"A6302-0170-00",79429
10506,"A6302-0170-00",40
10507,"A6302-0171-00",128786
10507,"A6302-0172-00",145732
10506,"A6302-0172-00",4379
10507,"A6302-0173-00",145192
10506,"A6302-0173-00",525
10507,"A6302-0174-00",140623
10507,"A6302-0175-00",74220
10507,"A6302-0176-00",139621
