"縣市","統計年月","行政區域","售電量度數"
"高雄市",10407,"岡山區岡山里","2255491"
"高雄市",10407,"岡山區忠孝里","1403307"
"高雄市",10407,"岡山區信義里","987"
"高雄市",10407,"岡山區前峰里","314"
"高雄市",10407,"岡山區後協里","17494"
"高雄市",10407,"岡山區後紅里","2036381"
"高雄市",10407,"岡山區程香里","1748861"
"高雄市",10407,"岡山區華崗里","67697"
"高雄市",10407,"岡山區嘉峰里","6030"
"高雄市",10407,"岡山區嘉興里","15559"
"高雄市",10407,"岡山區壽天里","1627711"
"高雄市",10407,"岡山區壽峰里","2141"
"高雄市",10407,"岡山區碧紅里","2195600"
"高雄市",10407,"岡山區福興里","390575"
"高雄市",10407,"岡山區維仁里","550648"
"高雄市",10407,"岡山區劉厝里","11823"
"高雄市",10407,"岡山區灣裡里","4161"
"高雄市",10407,"鳳山區一甲里","1543328"
"高雄市",10407,"鳳山區二甲里","1922382"
"高雄市",10407,"鳳山區三民里","6363"
"高雄市",10407,"鳳山區大德里","1903636"
"高雄市",10407,"鳳山區中正里","12851"
"高雄市",10407,"鳳山區中民里","1253362"
"高雄市",10407,"鳳山區中和里","1738070"
"高雄市",10407,"鳳山區中崙里","1675100"
"高雄市",10407,"鳳山區中榮里","1013890"
"高雄市",10407,"鳳山區五福里","1701555"
"高雄市",10407,"鳳山區天興里","1385424"
"高雄市",10407,"鳳山區文山里","594990"
"高雄市",10407,"鳳山區文英里","418850"
"高雄市",10407,"鳳山區文華里","23963"
"高雄市",10407,"鳳山區文福里","22424"
"高雄市",10407,"鳳山區文德里","4731409"
"高雄市",10407,"鳳山區文衡里","1965053"
"高雄市",10407,"鳳山區北門里","48555"
"高雄市",10407,"鳳山區正義里","2637979"
"高雄市",10407,"鳳山區生明里","1401"
"高雄市",10407,"鳳山區光明里","20486"
"高雄市",10407,"鳳山區成功里","25642"
"高雄市",10407,"鳳山區老爺里","3451383"
"高雄市",10407,"鳳山區協和里","1604830"
"高雄市",10407,"鳳山區和德里","802361"
"高雄市",10407,"鳳山區和興里","1943772"
"高雄市",10407,"鳳山區忠孝里","2244748"
"高雄市",10407,"鳳山區忠義里","2223285"
"高雄市",10407,"鳳山區忠誠里","8320"
"高雄市",10407,"鳳山區東門里","0"
"高雄市",10407,"鳳山區武松里","5200"
"高雄市",10407,"鳳山區武漢里","206"
"高雄市",10407,"鳳山區武慶里","26160"
"高雄市",10407,"鳳山區保安里","2696775"
"高雄市",10407,"鳳山區南成里","3916776"
"高雄市",10407,"鳳山區南和里","1301667"
"高雄市",10407,"鳳山區南興里","9658"
"高雄市",10407,"鳳山區海光里","2500"
"高雄市",10407,"鳳山區海洋里","1683901"
"高雄市",10407,"鳳山區海風里","0"
"高雄市",10407,"鳳山區國光里","910487"
"高雄市",10407,"鳳山區國泰里","1534751"
"高雄市",10407,"鳳山區國富里","1127553"
"高雄市",10407,"鳳山區國隆里","839419"
"高雄市",10407,"鳳山區埤頂里","8129"
"高雄市",10407,"鳳山區曹公里","21826"
"高雄市",10407,"鳳山區富甲里","836301"
"高雄市",10407,"鳳山區富榮里","965231"
"高雄市",10407,"鳳山區善美里","2445703"
"高雄市",10407,"鳳山區新甲里","1318153"
"高雄市",10407,"鳳山區新武里","4159"
"高雄市",10407,"鳳山區新泰里","1714558"
"高雄市",10407,"鳳山區新強里","2175061"
"高雄市",10407,"鳳山區新富里","1394428"
"高雄市",10407,"鳳山區新樂里","1759455"
"高雄市",10407,"鳳山區新興里","6600"
"高雄市",10407,"鳳山區瑞竹里","25745"
"高雄市",10407,"鳳山區誠正里","0"
"高雄市",10407,"鳳山區誠智里","12511"
"高雄市",10407,"鳳山區誠義里","28899"
"高雄市",10407,"鳳山區過埤里","32061"
"高雄市",10407,"鳳山區福祥里","1411867"
"高雄市",10407,"鳳山區福誠里","1568359"
"高雄市",10407,"鳳山區福興里","2100295"
"高雄市",10407,"鳳山區鳳東里","100643"
"高雄市",10407,"鳳山區鳳崗里","4227"
"高雄市",10407,"鳳山區縣衙里","23010"
"高雄市",10407,"鳳山區興中里","267386"
"高雄市",10407,"鳳山區興仁里","1630480"
"高雄市",10407,"鳳山區龍成里","1337686"
"高雄市",10407,"鳳山區鎮北里","19120"
"高雄市",10407,"鳳山區鎮西里","2286968"
"高雄市",10407,"鳳山區鎮東里","1264"
"高雄市",10407,"鳳山區鎮南里","2209837"
"高雄市",10407,"大樹區九曲里","162992"
"高雄市",10407,"大樹區三和里","0"
"高雄市",10407,"大樹區久堂里","1705016"
"高雄市",10407,"大樹區大坑里","0"
"高雄市",10407,"大樹區大樹里","1105003"
"高雄市",10407,"大樹區小坪里","159374"
"高雄市",10407,"大樹區井腳里","468231"
"高雄市",10407,"大樹區水安里","812254"
"高雄市",10407,"大樹區水寮里","798487"
"高雄市",10407,"大樹區竹寮里","140225"
"高雄市",10407,"大樹區和山里","238160"
"高雄市",10407,"大樹區姑山里","32135"
"高雄市",10407,"大樹區溪埔里","0"
"高雄市",10407,"大樹區興山里","248873"
"高雄市",10407,"大樹區興田里","1909"
"高雄市",10407,"大樹區龍目里","463902"
"高雄市",10407,"大樹區檨腳里","1432036"
"高雄市",10407,"大社區三奶里","1348118"
"高雄市",10407,"大社區大社里","2981610"
"高雄市",10407,"大社區中里里","18708"
"高雄市",10407,"大社區保安里","1117267"
"高雄市",10407,"大社區保社里","1118416"
"高雄市",10407,"大社區神農里","2260418"
"高雄市",10407,"大社區嘉誠里","6689"
"高雄市",10407,"大社區翠屏里","925331"
"高雄市",10407,"大社區觀音里","2623863"
"高雄市",10407,"大寮區三隆里","1791407"
"高雄市",10407,"大寮區上寮里","945259"
"高雄市",10407,"大寮區大寮里","358743"
"高雄市",10407,"大寮區山頂里","2784414"
"高雄市",10407,"大寮區中庄里","4671303"
"高雄市",10407,"大寮區中興里","47937"
"高雄市",10407,"大寮區內坑里","25315"
"高雄市",10407,"大寮區永芳里","3177097"
"高雄市",10407,"大寮區光武里","17560"
"高雄市",10407,"大寮區江山里","20793"
"高雄市",10407,"大寮區前庄里","896709"
"高雄市",10407,"大寮區後庄里","3179587"
"高雄市",10407,"大寮區拷潭里","13628"
"高雄市",10407,"大寮區琉球里","1955032"
"高雄市",10407,"大寮區翁園里","1574482"
"高雄市",10407,"大寮區會社里","2445150"
"高雄市",10407,"大寮區溪寮里","14593"
"高雄市",10407,"大寮區義仁里","0"
"高雄市",10407,"大寮區過溪里","40"
"高雄市",10407,"大寮區潮寮里","50281"
"高雄市",10407,"阿蓮區中路里","22544"
"高雄市",10407,"阿蓮區玉庫里","349158"
"高雄市",10407,"阿蓮區石安里","366612"
"高雄市",10407,"阿蓮區和蓮里","779795"
"高雄市",10407,"阿蓮區阿蓮里","1217848"
"高雄市",10407,"阿蓮區青旗里","444593"
"高雄市",10407,"阿蓮區南蓮里","1241833"
"高雄市",10407,"阿蓮區崗山里","426293"
"高雄市",10407,"阿蓮區清蓮里","995590"
"高雄市",10407,"阿蓮區復安里","595883"
"高雄市",10407,"阿蓮區港後里","69200"
"高雄市",10407,"阿蓮區峯山里","11315"
"高雄市",10408,"左營區永清里","453"
"高雄市",10408,"左營區光輝里","962477"
"高雄市",10408,"左營區合群里","154"
"高雄市",10408,"左營區自助里","6880"
"高雄市",10408,"左營區尾北里","12562"
"高雄市",10408,"左營區尾西里","6514"
"高雄市",10408,"左營區尾南里","0"
"高雄市",10408,"左營區明建里","10400"
"高雄市",10408,"左營區果峰里","466"
"高雄市",10408,"左營區果貿里","51"
"高雄市",10408,"左營區城南里","0"
"高雄市",10408,"左營區屏山里","2996"
"高雄市",10408,"左營區海勝里","19"
"高雄市",10408,"左營區埤北里","16"
"高雄市",10408,"左營區埤西里","19994"
"高雄市",10408,"左營區祥和里","0"
"高雄市",10408,"左營區莒光里","640594"
"高雄市",10408,"左營區頂北里","23"
"高雄市",10408,"左營區頂西里","5120"
"高雄市",10408,"左營區菜公里","53636"
"高雄市",10408,"左營區進學里","38126"
"高雄市",10408,"左營區新下里","37712"
"高雄市",10408,"左營區新上里","152640"
"高雄市",10408,"左營區新中里","6624"
"高雄市",10408,"左營區新光里","36965"
"高雄市",10408,"左營區路東里","0"
"高雄市",10408,"左營區福山里","26542"
"高雄市",10408,"左營區廟北里","13859"
"高雄市",10408,"左營區廟東里","840"
"高雄市",10408,"梓官區大舍里","1701295"
"高雄市",10408,"梓官區中崙里","18428"
"高雄市",10408,"梓官區同安里","312954"
"高雄市",10408,"梓官區赤西里","331243"
"高雄市",10408,"梓官區赤東里","915688"
"高雄市",10408,"梓官區赤崁里","864726"
"高雄市",10408,"梓官區典寶里","1150898"
"高雄市",10408,"梓官區信蚵里","1264466"
"高雄市",10408,"梓官區茄苳里","838848"
"高雄市",10408,"梓官區梓平里","668004"
"高雄市",10408,"梓官區梓和里","976030"
"高雄市",10408,"梓官區梓信里","148595"
"高雄市",10408,"梓官區梓義里","483066"
"高雄市",10408,"梓官區智蚵里","1345067"
"高雄市",10408,"梓官區禮蚵里","890276"
"高雄市",10408,"永安區永安里","240"
"高雄市",10408,"永安區永華里","1777"
"高雄市",10408,"永安區保寧里","42479"
"高雄市",10408,"永安區維新里","395920"
"高雄市",10408,"燕巢區安招里","5700"
"高雄市",10408,"燕巢區尖山里","6454"
"高雄市",10408,"燕巢區西燕里","3477"
"高雄市",10408,"燕巢區角宿里","1001564"
"高雄市",10408,"燕巢區東燕里","463"
"高雄市",10408,"燕巢區金山里","40"
"高雄市",10408,"燕巢區南燕里","3025"
"高雄市",10408,"燕巢區深水里","831624"
"高雄市",10408,"燕巢區鳳雄里","1155183"
"高雄市",10408,"燕巢區橫山里","803440"
"高雄市",10408,"燕巢區瓊林里","40"
"高雄市",10408,"鹽埕區中山里","675829"
"高雄市",10408,"鹽埕區中原里","370797"
"高雄市",10408,"鹽埕區光明里","754003"
"高雄市",10408,"鹽埕區江西里","583956"
"高雄市",10408,"鹽埕區江南里","440403"
"高雄市",10408,"鹽埕區沙地里","213456"
"高雄市",10408,"鹽埕區育仁里","418963"
"高雄市",10408,"鹽埕區府北里","1115959"
"高雄市",10408,"鹽埕區河濱里","823511"
"高雄市",10408,"鹽埕區南端里","485298"
"高雄市",10408,"鹽埕區教仁里","1016545"
"高雄市",10408,"鹽埕區陸橋里","552652"
"高雄市",10408,"鹽埕區博愛里","276775"
"高雄市",10408,"鹽埕區港都里","758195"
"高雄市",10408,"鹽埕區慈愛里","171576"
"高雄市",10408,"鹽埕區新化里","361294"
"高雄市",10408,"鹽埕區新樂里","463992"
"高雄市",10408,"鹽埕區新豐里","375164"
"高雄市",10408,"鹽埕區壽星里","793267"
"高雄市",10408,"鹽埕區藍橋里","666078"
"高雄市",10408,"鹽埕區瀨南里","278268"
"高雄市",10408,"新興區大明里","773038"
"高雄市",10408,"新興區中東里","1289992"
"高雄市",10408,"新興區仁聲里","794917"
"高雄市",10408,"新興區文昌里","1553965"
"高雄市",10408,"新興區正氣里","924710"
"高雄市",10408,"新興區永寧里","908061"
"高雄市",10408,"新興區玉衡里","562136"
"高雄市",10408,"新興區光耀里","1219350"
"高雄市",10408,"新興區成功里","784039"
"高雄市",10408,"新興區明莊里","484855"
"高雄市",10408,"新興區東坡里","698327"
"高雄市",10408,"新興區長驛里","673323"
"高雄市",10408,"新興區南港里","1187769"
"高雄市",10408,"新興區建華里","767252"
"高雄市",10408,"新興區建興里","537765"
"高雄市",10408,"新興區秋山里","874066"
"高雄市",10408,"新興區振成里","920763"
"高雄市",10408,"新興區振華里","943663"
"高雄市",10408,"新興區浩然里","983135"
"高雄市",10408,"新興區華聲里","553740"
"高雄市",10408,"新興區開平里","1739988"
"高雄市",10408,"新興區順昌里","1004948"
"高雄市",10408,"新興區愛平里","783601"
"高雄市",10408,"新興區新江里","1062238"
"高雄市",10408,"新興區榮治里","569266"
"高雄市",10408,"新興區漢民里","480074"
"高雄市",10408,"新興區德生里","1855606"
"高雄市",10408,"新興區德政里","439344"
"高雄市",10408,"新興區德望里","1388569"
"高雄市",10408,"新興區黎明里","704554"
"高雄市",10408,"新興區興昌里","931968"
"高雄市",10408,"新興區蕉園里","508618"
"高雄市",10408,"小港區三苓里","24789"
"高雄市",10408,"小港區大坪里","0"
"高雄市",10408,"小港區大苓里","36451"
"高雄市",10408,"小港區小港里","8960"
"高雄市",10408,"小港區山明里","2000"
"高雄市",10408,"小港區中厝里","1469332"
"高雄市",10408,"小港區六苓里","1376907"
"高雄市",10408,"小港區孔宅里","471481"
"高雄市",10408,"小港區正苓里","1825051"
"高雄市",10408,"小港區合作里","143076"
"高雄市",10408,"小港區宏亮里","1399814"
"高雄市",10408,"小港區坪頂里","2559"
"高雄市",10408,"小港區店鎮里","26787"
"高雄市",10408,"小港區青島里","370"
"高雄市",10408,"小港區桂林里","3856476"
"高雄市",10408,"小港區高松里","40"
"高雄市",10408,"小港區港口里","1906"
"高雄市",10408,"小港區港正里","11240"
"高雄市",10408,"小港區港南里","3003"
"高雄市",10408,"小港區港墘里","0"
"高雄市",10408,"小港區港興里","28320"
"高雄市",10408,"小港區順苓里","2071952"
"高雄市",10408,"小港區廈莊里","7245"
"高雄市",10408,"小港區鳳林里","608107"
"高雄市",10408,"小港區鳳宮里","0"
"高雄市",10408,"小港區鳳森里","472498"
"高雄市",10408,"小港區鳳源里","728402"
"高雄市",10408,"小港區鳳鳴里","669536"
"高雄市",10408,"小港區鳳興里","402614"
"高雄市",10408,"小港區龍鳳里","794584"
"高雄市",10408,"小港區濟南里","2387"
"高雄市",10408,"田寮區七星里","86960"
"高雄市",10408,"田寮區三和里","44952"
"高雄市",10408,"田寮區大同里","8373"
"高雄市",10408,"田寮區古亭里","149059"
"高雄市",10408,"田寮區田寮里","92942"
"高雄市",10408,"田寮區西德里","165443"
"高雄市",10408,"田寮區南安里","39356"
"高雄市",10408,"田寮區崇德里","300798"
"高雄市",10408,"田寮區新興里","308009"
"高雄市",10408,"桃源區拉芙蘭里","1687"
"高雄市",10408,"桃源區桃源里","192080"
"高雄市",10408,"桃源區高中里","104443"
"高雄市",10408,"桃源區梅山里","34053"
"高雄市",10408,"桃源區復興里","38891"
"高雄市",10408,"桃源區勤和里","59864"
"高雄市",10408,"桃源區寶山里","46301"
"高雄市",10408,"杉林區上平里","1323"
"高雄市",10408,"杉林區月眉里","618109"
"高雄市",10408,"杉林區月美里","316973"
"高雄市",10408,"杉林區木梓里","121341"
"高雄市",10408,"杉林區杉林里","156777"
"高雄市",10408,"杉林區集來里","45299"
"高雄市",10408,"杉林區新庄里","40"
"高雄市",10408,"三民區力行里","40"
"高雄市",10408,"三民區十全里","7380"
"高雄市",10408,"三民區十美里","1449"
"高雄市",10408,"三民區千北里","502388"
"高雄市",10408,"三民區千歲里","532874"
"高雄市",10408,"三民區本上里","2112716"
"高雄市",10408,"三民區本元里","588359"
"高雄市",10408,"三民區本文里","676"
"高雄市",10408,"三民區本安里","1997096"
"高雄市",10408,"三民區本和里","1907"
"高雄市",10408,"三民區本武里","9828"
"高雄市",10408,"三民區本揚里","3045645"
"高雄市",10408,"三民區本館里","13120"
"高雄市",10408,"三民區正順里","7923"
"高雄市",10408,"三民區正興里","26428"
"高雄市",10408,"三民區民享里","9449"
"高雄市",10408,"三民區立業里","360"
"高雄市",10408,"三民區立誠里","165"
"高雄市",10408,"三民區立德里","650955"
"高雄市",10408,"三民區同德里","21737"
"高雄市",10408,"三民區安生里","19583"
"高雄市",10408,"三民區安吉里","12631"
"高雄市",10408,"三民區安邦里","9046"
"高雄市",10408,"三民區安和里","21938"
"高雄市",10408,"三民區安泰里","5680"
"高雄市",10408,"三民區安康里","11920"
"高雄市",10408,"三民區安發里","3193"
"高雄市",10408,"三民區安寧里","4958"
"高雄市",10408,"三民區長明里","792670"
"高雄市",10408,"三民區建東里","1117245"
"高雄市",10408,"三民區博惠里","2016685"
"高雄市",10408,"三民區博愛里","863138"
"高雄市",10408,"三民區港西里","1024266"
"高雄市",10408,"三民區港東里","1027138"
"高雄市",10408,"三民區港新里","729713"
"高雄市",10408,"三民區裕民里","2307"
"高雄市",10408,"三民區達仁里","356"
"高雄市",10408,"三民區達明里","3684"
"高雄市",10408,"三民區達勇里","2150"
"高雄市",10408,"三民區鼎中里","7"
"高雄市",10408,"三民區鼎西里","3702"
"高雄市",10408,"三民區鼎金里","2955"
"高雄市",10408,"三民區鼎泰里","8632"
"高雄市",10408,"三民區鼎強里","4126"
"高雄市",10408,"三民區鼎盛里","6372"
"高雄市",10408,"三民區精華里","37430"
"高雄市",10408,"三民區鳳北里","726740"
"高雄市",10408,"三民區鳳南里","540004"
"高雄市",10408,"三民區德仁里","21102"
"高雄市",10408,"三民區德北里","3103"
"高雄市",10408,"三民區德行里","4240"
"高雄市",10408,"三民區德西里","0"
"高雄市",10408,"三民區德智里","11400"
"高雄市",10408,"三民區興德里","875127"
"高雄市",10408,"三民區豐裕里","8564"
"高雄市",10408,"三民區寶中里","5641"
"高雄市",10408,"三民區寶民里","1589198"
"高雄市",10408,"三民區寶玉里","8189"
"高雄市",10408,"三民區寶安里","18579"
"高雄市",10408,"三民區寶泰里","3764"
"高雄市",10408,"三民區寶珠里","39335"
"高雄市",10408,"三民區寶國里","3646651"
"高雄市",10408,"三民區寶盛里","28783"
"高雄市",10408,"三民區寶華里","1492325"
"高雄市",10408,"三民區寶業里","2174406"
"高雄市",10408,"三民區寶獅里","45969"
"高雄市",10408,"三民區寶德里","0"
"高雄市",10408,"三民區寶慶里","1086980"
"高雄市",10408,"三民區寶興里","16207"
"高雄市",10408,"三民區寶龍里","5822"
"高雄市",10408,"三民區灣子里","4715"
"高雄市",10408,"三民區灣中里","14604"
"高雄市",10408,"三民區灣成里","6240"
"高雄市",10408,"三民區灣利里","3057"
"高雄市",10408,"三民區灣復里","7423"
"高雄市",10408,"三民區灣愛里","16528"
"高雄市",10408,"三民區灣興里","4000"
"高雄市",10408,"仁武區八卦里","9162"
"高雄市",10408,"仁武區大灣里","20411"
"高雄市",10408,"仁武區五和里","852"
"高雄市",10408,"仁武區仁和里","8572"
"高雄市",10408,"仁武區仁武里","2774427"
"高雄市",10408,"仁武區仁福里","152025"
"高雄市",10408,"仁武區文武里","4640713"
"高雄市",10408,"仁武區竹後里","221660"
"高雄市",10408,"仁武區考潭里","1004279"
"高雄市",10408,"仁武區赤山里","10330"
"高雄市",10408,"仁武區後安里","837364"
"高雄市",10408,"仁武區烏林里","896380"
"高雄市",10408,"仁武區灣內里","263211"
"高雄市",10408,"橋頭區中崎里","11519"
"高雄市",10408,"橋頭區仕和里","895434"
"高雄市",10408,"橋頭區仕隆里","1089194"
"高雄市",10408,"橋頭區仕豐里","1773209"
"高雄市",10408,"橋頭區甲北里","885968"
"高雄市",10408,"橋頭區甲南里","1105595"
"高雄市",10408,"橋頭區白樹里","4805"
"高雄市",10408,"橋頭區芋寮里","2816"
"高雄市",10408,"橋頭區東林里","1374"
"高雄市",10408,"橋頭區頂鹽里","384626"
"高雄市",10408,"橋頭區新莊里","308265"
"高雄市",10408,"橋頭區德松里","865"
"高雄市",10408,"橋頭區橋南里","13934"
"高雄市",10408,"橋頭區橋頭里","3470"
"高雄市",10408,"前鎮區仁愛里","762127"
"高雄市",10408,"前鎮區平昌里","242223"
"高雄市",10408,"前鎮區平等里","945955"
"高雄市",10408,"前鎮區民權里","2044971"
"高雄市",10408,"前鎮區竹中里","1780140"
"高雄市",10408,"前鎮區竹內里","1126631"
"高雄市",10408,"前鎮區竹北里","902087"
"高雄市",10408,"前鎮區竹西里","1835961"
"高雄市",10408,"前鎮區竹東里","899359"
"高雄市",10408,"前鎮區竹南里","3422821"
"高雄市",10408,"前鎮區西山里","1505340"
"高雄市",10408,"前鎮區西甲里","1287578"
"高雄市",10408,"前鎮區良和里","1448308"
"高雄市",10408,"前鎮區忠孝里","1555157"
"高雄市",10408,"前鎮區忠純里","2095079"
"高雄市",10408,"前鎮區忠誠里","807136"
"高雄市",10408,"前鎮區明正里","2355435"
"高雄市",10408,"前鎮區明孝里","1343237"
"高雄市",10408,"前鎮區明義里","649378"
"高雄市",10408,"前鎮區明道里","469098"
"高雄市",10408,"前鎮區明禮里","667642"
"高雄市",10408,"前鎮區信義里","969219"
"高雄市",10408,"前鎮區信德里","853901"
"高雄市",10408,"前鎮區前鎮里","758576"
"高雄市",10408,"前鎮區建隆里","639216"
"高雄市",10408,"前鎮區振興里","1816700"
"高雄市",10408,"前鎮區草衙里","5384109"
"高雄市",10408,"前鎮區盛興里","1763079"
"高雄市",10408,"前鎮區盛豐里","1727850"
"高雄市",10408,"前鎮區復國里","1499632"
"高雄市",10408,"前鎮區瑞文里","1035006"
"高雄市",10408,"前鎮區瑞北里","1323390"
"高雄市",10408,"前鎮區瑞平里","17231"
"高雄市",10408,"前鎮區瑞竹里","384825"
"高雄市",10408,"前鎮區瑞西里","1240698"
"高雄市",10408,"前鎮區瑞和里","1588"
"高雄市",10408,"前鎮區瑞昌里","1487497"
"高雄市",10408,"前鎮區瑞東里","256"
"高雄市",10408,"前鎮區瑞南里","2387"
"高雄市",10408,"前鎮區瑞崗里","1383031"
"高雄市",10408,"前鎮區瑞華里","2067785"
"高雄市",10408,"前鎮區瑞隆里","40657"
"高雄市",10408,"前鎮區瑞誠里","1161497"
"高雄市",10408,"前鎮區瑞興里","1204352"
"高雄市",10408,"前鎮區瑞豐里","0"
"高雄市",10408,"前鎮區德昌里","684061"
"高雄市",10408,"前鎮區興中里","1517762"
"高雄市",10408,"前鎮區興仁里","264596"
"高雄市",10408,"前鎮區興化里","271714"
"高雄市",10408,"前鎮區興邦里","1556179"
"高雄市",10408,"前鎮區興東里","2596103"
"高雄市",10408,"前鎮區鎮中里","268922"
"高雄市",10408,"前鎮區鎮北里","573495"
"高雄市",10408,"前鎮區鎮昌里","795761"
"高雄市",10408,"前鎮區鎮東里","846475"
"高雄市",10408,"前鎮區鎮海里","1864385"
"高雄市",10408,"前鎮區鎮陽里","429248"
"高雄市",10408,"前鎮區鎮榮里","755424"
"高雄市",10408,"前金區三川里","454848"
"高雄市",10408,"前金區文西里","714233"
"高雄市",10408,"前金區文東里","992194"
"高雄市",10408,"前金區北金里","448858"
"高雄市",10408,"前金區民生里","598948"
"高雄市",10408,"前金區東金里","1043590"
"高雄市",10408,"前金區林投里","455894"
"高雄市",10408,"前金區社西里","740423"
"高雄市",10408,"前金區社東里","1020168"
"高雄市",10408,"前金區長生里","1176558"
"高雄市",10408,"前金區長城里","689777"
"高雄市",10408,"前金區長興里","926706"
"高雄市",10408,"前金區青山里","1308793"
"高雄市",10408,"前金區後金里","413076"
"高雄市",10408,"前金區草江里","701790"
"高雄市",10408,"前金區國民里","869692"
"高雄市",10408,"前金區博孝里","778214"
"高雄市",10408,"前金區復元里","663040"
"高雄市",10408,"前金區新生里","2206317"
"高雄市",10408,"前金區榮復里","639233"
"高雄市",10408,"旗山區三協里","1070"
"高雄市",10408,"旗山區上洲里","0"
"高雄市",10408,"旗山區大山里","3633"
"高雄市",10408,"旗山區大林里","425360"
"高雄市",10408,"旗山區大德里","774048"
"高雄市",10408,"旗山區中正里","422351"
"高雄市",10408,"旗山區中洲里","40"
"高雄市",10408,"旗山區中寮里","42993"
"高雄市",10408,"旗山區太平里","17951"
"高雄市",10408,"旗山區永和里","1343485"
"高雄市",10408,"旗山區竹峰里","659054"
"高雄市",10408,"旗山區東平里","269187"
"高雄市",10408,"旗山區東昌里","1365"
"高雄市",10408,"旗山區南洲里","394"
"高雄市",10408,"旗山區南勝里","350383"
"高雄市",10408,"旗山區湄洲里","548635"
"高雄市",10408,"旗山區圓富里","71459"
"高雄市",10408,"旗山區新光里","11799"
"高雄市",10408,"旗山區瑞吉里","1021575"
"高雄市",10408,"旗山區廣福里","17027"
"高雄市",10408,"旗山區鯤洲里","4379"
"高雄市",10408,"旗津區上竹里","1073871"
"高雄市",10408,"旗津區中洲里","684843"
"高雄市",10408,"旗津區中華里","670307"
"高雄市",10408,"旗津區中興里","1115838"
"高雄市",10408,"旗津區北汕里","983622"
"高雄市",10408,"旗津區永安里","356129"
"高雄市",10408,"旗津區安順里","192287"
"高雄市",10408,"旗津區南汕里","624811"
"高雄市",10408,"旗津區振興里","611679"
"高雄市",10408,"旗津區復興里","1090938"
"高雄市",10408,"旗津區慈愛里","704623"
"高雄市",10408,"旗津區實踐里","420903"
"高雄市",10408,"旗津區旗下里","431430"
"高雄市",10408,"鳥松區大華里","424343"
"高雄市",10408,"鳥松區仁美里","32319"
"高雄市",10408,"鳥松區鳥松里","180486"
"高雄市",10408,"鳥松區華美里","14141"
"高雄市",10408,"鳥松區夢裡里","3611"
"高雄市",10408,"鳥松區坔埔里","0"
"高雄市",10408,"內門區三平里","0"
"高雄市",10408,"內門區中埔里","85042"
"高雄市",10408,"內門區內門里","334870"
"高雄市",10408,"內門區內南里","105346"
"高雄市",10408,"內門區內豊里","56386"
"高雄市",10408,"內門區永吉里","73060"
"高雄市",10408,"內門區永富里","177338"
"高雄市",10408,"內門區永興里","91032"
"高雄市",10408,"內門區石坑里","299"
"高雄市",10408,"內門區光興里","214502"
"高雄市",10408,"內門區東埔里","163639"
"高雄市",10408,"內門區金竹里","115112"
"高雄市",10408,"內門區溝坪里","281242"
"高雄市",10408,"內門區瑞山里","49274"
"高雄市",10408,"內門區觀亭里","672933"
"高雄市",10408,"楠梓區大昌里","5369"
"高雄市",10408,"楠梓區中和里","1185155"
"高雄市",10408,"楠梓區中陽里","15184"
"高雄市",10408,"楠梓區中興里","720350"
"高雄市",10408,"楠梓區五常里","885808"
"高雄市",10408,"楠梓區仁昌里","1956754"
"高雄市",10408,"楠梓區加昌里","3541637"
"高雄市",10408,"楠梓區玉屏里","791041"
"高雄市",10408,"楠梓區宏昌里","152410"
"高雄市",10408,"楠梓區宏南里","254052"
"高雄市",10408,"楠梓區宏榮里","618960"
"高雄市",10408,"楠梓區宏毅里","25709"
"高雄市",10408,"楠梓區秀昌里","512671"
"高雄市",10408,"楠梓區享平里","4013"
"高雄市",10408,"楠梓區和昌里","1107108"
"高雄市",10408,"楠梓區東寧里","8621"
"高雄市",10408,"楠梓區金田里","1120924"
"高雄市",10408,"楠梓區建昌里","878538"
"高雄市",10408,"楠梓區泰昌里","0"
"高雄市",10408,"楠梓區國昌里","1878"
"高雄市",10408,"楠梓區清豐里","6699241"
"高雄市",10408,"楠梓區惠楠里","16580"
"高雄市",10408,"楠梓區惠豐里","185"
"高雄市",10408,"楠梓區隆昌里","1650262"
"高雄市",10408,"楠梓區瑞屏里","1851816"
"高雄市",10408,"楠梓區稔田里","437499"
"高雄市",10408,"楠梓區裕昌里","10281"
"高雄市",10408,"楠梓區福昌里","2778"
"高雄市",10408,"楠梓區翠屏里","7697041"
"高雄市",10408,"楠梓區慶昌里","1533174"
"高雄市",10408,"楠梓區興昌里","6350"
"高雄市",10408,"楠梓區錦屏里","1300542"
"高雄市",10408,"楠梓區藍田里","3036272"
"高雄市",10408,"彌陀區漯底里","3348"
"高雄市",10408,"彌陀區彌陀里","951"
"高雄市",10408,"美濃區中圳里","9276"
"高雄市",10408,"美濃區中壇里","578860"
"高雄市",10408,"美濃區吉和里","226092"
"高雄市",10408,"美濃區吉東里","369890"
"高雄市",10408,"美濃區吉洋里","469942"
"高雄市",10408,"美濃區合和里","6746"
"高雄市",10408,"美濃區泰安里","70418"
"高雄市",10408,"美濃區清水里","243081"
"高雄市",10408,"美濃區獅山里","419516"
"高雄市",10408,"美濃區祿興里","812056"
"高雄市",10408,"美濃區福安里","750603"
"高雄市",10408,"美濃區廣林里","249009"
"高雄市",10408,"美濃區廣德里","422"
"高雄市",10408,"美濃區德興里","117701"
"高雄市",10408,"美濃區龍山里","405894"
"高雄市",10408,"美濃區龍肚里","522598"
