"統計年月","行政區域","納稅單位_n","綜合所得總額_n","綜合所得平均數_n","綜合所得中位數_n"
10405,"燕巢區尖山里",225,157814,701,526
10405,"燕巢區角宿里",671,520365,776,538
10405,"燕巢區金山里",87,54801,630,484
10405,"燕巢區南燕里",933,668725,717,563
10405,"燕巢區瓊林里",595,412687,694,543
10405,"燕巢區深水里",576,354937,616,489
10405,"燕巢區西燕里",893,629209,705,550
10405,"永安區保寧里",666,456345,685,545
10405,"永安區維新里",1000,658110,658,534
10405,"永安區新港里",517,313056,606,486
10405,"永安區鹽田里",92,62211,676,565
10405,"永安區永安里",393,260035,662,518
10405,"永安區永華里",459,337190,735,540
10405,"梓官區赤東里",590,340328,577,478
10405,"梓官區赤崁里",504,307203,610,505
10405,"梓官區赤西里",187,111695,597,504
10405,"梓官區大舍里",966,608987,630,496
10405,"梓官區典寶里",813,606707,781.5,505
10405,"梓官區茄苳里",586,355161,606,503
10405,"梓官區禮蚵里",504,311891,619,486
10405,"梓官區同安里",269,192635,716,555
10405,"梓官區信蚵里",533,326085,612,471
10405,"梓官區智蚵里",701,462577,660,526
10405,"梓官區中崙里",315,222731,707,584
10405,"梓官區梓和里",688,473791,689,539
10405,"梓官區梓平里",416,303868,730,608
10405,"梓官區梓信里",619,441942,714,550
10405,"梓官區梓義里",562,414634,738,572
10405,"左營區菜公里",9078,9373976,1033,787
10405,"左營區城南里",148,102911,695,540
10405,"左營區崇實里",1124,1075074,786,741
10405,"左營區頂北里",147,101566,691,502
10405,"左營區頂西里",256,184123,719,566
10405,"左營區福山里",10403,10298364,990,753
10405,"左營區光輝里",886,706800,798,599
10405,"左營區果峰里",383,248276,648,541
10405,"左營區果惠里",344,224793,653,515
10405,"左營區果貿里",797,595033,747,622
10405,"左營區海勝里",1424,970788,682,569
10405,"左營區合群里",673,554601,1266.5,1152.5
10405,"左營區進學里",411,277578,675,536
10405,"左營區莒光里",545,361461,663,547
10405,"左營區路東里",214,175116,818,634
10405,"左營區廟北里",215,129708,603,442
10405,"左營區廟東里",171,102441,599,486
10405,"左營區明建里",338,312188,996,955.5
10405,"左營區埤北里",307,211404,689,550
10405,"左營區埤東里",245,255980,1045,504
10405,"左營區埤西里",294,222003,755,504
10405,"左營區屏山里",359,257783,718,548
10405,"左營區廍北里",91,80674,887,592
10405,"左營區廍南里",171,127163,744,494
10405,"左營區聖后里",222,137023,617,461
10405,"左營區聖南里",143,112090,784,565
10405,"左營區聖西里",71,48405,682,511
10405,"左營區尾北里",849,635603,749,578
10405,"左營區尾南里",160,97763,611,462
10405,"左營區尾西里",299,195973,655,511
10405,"左營區祥和里",66,44137,669,610
10405,"左營區新光里",4304,4395420,1021,746
10405,"左營區新上里",8358,9664150,1156,779
10405,"左營區新下里",4244,4375513,1031,738
10405,"左營區新中里",1548,1362923,880,602
10405,"左營區永清里",323,330707,925,747.5
10405,"左營區中北里",159,118474,745,533
10405,"左營區中南里",114,81032,711,526
10405,"左營區自助里",143,108906,762,631
10407,"阿蓮區阿蓮里",1333,989555,742,550
10407,"阿蓮區峯山里",283,167446,592,502
10407,"阿蓮區復安里",437,275740,631,493
10407,"阿蓮區崗山里",185,116776,631,471
10407,"阿蓮區港後里",544,388202,714,509
10407,"阿蓮區和蓮里",553,403485,730,540
10407,"阿蓮區南蓮里",805,549106,682,526
10407,"阿蓮區青旗里",364,245800,675,497
10407,"阿蓮區清蓮里",717,510297,712,532
10407,"阿蓮區石安里",298,197283,662,508
10407,"阿蓮區玉庫里",243,163788,674,516
10407,"阿蓮區中路里",533,405079,760,550
10407,"大寮區潮寮里",667,450829,676,540
10407,"大寮區大寮里",1677,1131797,675,518
10407,"大寮區光武里",24,13901,579,496
10407,"大寮區過溪里",633,470034,743,552
10407,"大寮區後庄里",1860,1361202,732,570
10407,"大寮區會結里",323,243380,753,589
10407,"大寮區會社里",1377,1053339,765,566
10407,"大寮區江山里",458,351532,768,568
10407,"大寮區拷潭里",350,231043,660,541
10407,"大寮區琉球里",1031,748985,726,567
10407,"大寮區內坑里",1246,923973,742,582
10407,"大寮區前庄里",604,459670,761,583
10407,"大寮區三隆里",1132,804604,711,558
10407,"大寮區山頂里",1763,1273616,722,583
10407,"大寮區上寮里",573,400479,699,573
10407,"大寮區翁園里",965,696762,722,567
10407,"大寮區溪寮里",380,282065,742,584
10407,"大寮區新厝里",335,238383,712,540
10407,"大寮區義和里",521,356496,684,562
10407,"大寮區義仁里",454,315647,695,520
10407,"大寮區永芳里",1806,1357986,752,558
10407,"大寮區昭明里",912,628307,689,551
10407,"大寮區中興里",1654,1205137,729,578
10407,"大寮區中庄里",2776,1895081,683,550
10407,"大寮區忠義里",100,69384,694,533
10407,"大社區保安里",912,688343,755,575
10407,"大社區保社里",817,686046,840,589
10407,"大社區翠屏里",450,338506,752,608
10407,"大社區大社里",1395,1124598,806,591
10407,"大社區觀音里",1447,1105838,764,587
10407,"大社區嘉誠里",190,120022,632,452
10407,"大社區三奶里",705,482971,685,517
10407,"大社區神農里",1120,836360,747,572
10407,"大社區中里里",787,585895,744,567
10407,"大樹區大坑里",291,203355,699,536
10407,"大樹區大樹里",562,369062,657,521
10407,"大樹區姑山里",211,142158,674,568
10407,"大樹區和山里",186,111258,598,485
10407,"大樹區井腳里",331,236598,715,587
10407,"大樹區九曲里",1145,771355,674,540
10407,"大樹區久堂里",1030,752338,730,556
10407,"大樹區龍目里",357,245525,688,545
10407,"大樹區三和里",218,219598,1007,575
10407,"大樹區檨腳里",873,606320,695,542
10407,"大樹區水安里",606,454326,750,534
10407,"大樹區水寮里",568,409782,721,559
10407,"大樹區統嶺里",121,75141,621,483
10407,"大樹區溪埔里",396,315280,796,665
10407,"大樹區小坪里",309,257102,832,620
10407,"大樹區興山里",217,123621,570,478
10407,"大樹區興田里",413,241675,585,467
10407,"大樹區竹寮里",742,524235,707,548
10407,"鳳山區保安里",1682,1548772,921,724
10407,"鳳山區北門里",1039,719542,693,558
10407,"鳳山區曹公里",629,553992,881,644
10407,"鳳山區成功里",221,180654,817,509
10407,"鳳山區誠德里",518,387161,747,563
10407,"鳳山區誠信里",561,415966,741,591
10407,"鳳山區誠義里",1265,1267034,1002,792
10407,"鳳山區誠智里",737,548333,744,577
10407,"鳳山區大德里",1331,987018,742,604
10407,"鳳山區東門里",1355,957385,707,568
10407,"鳳山區二甲里",1315,990535,753,593
10407,"鳳山區鳳東里",1662,1451460,873,665
10407,"鳳山區鳳崗里",378,341950,905,674
10407,"鳳山區福誠里",1080,890472,825,623
10407,"鳳山區福祥里",798,721910,905,573
10407,"鳳山區福興里",1650,1170633,709,562
10407,"鳳山區富甲里",498,335191,673,502
10407,"鳳山區富榮里",667,538336,807,594
10407,"鳳山區光明里",403,397935,987,568
10407,"鳳山區國富里",815,719293,883,716
10407,"鳳山區國光里",1071,747745,698,526
10407,"鳳山區國隆里",798,542593,680,510
10407,"鳳山區國泰里",1216,917910,755,583
10407,"鳳山區過埤里",3511,3050790,869,721
10407,"鳳山區海光里",1306,925559,695.5,545.5
10407,"鳳山區海洋里",1125,967894,860,616
10407,"鳳山區和德里",629,555565,883,698
10407,"鳳山區和興里",1448,1240500,857,619
10407,"鳳山區老爺里",1978,1433971,725,570
10407,"鳳山區龍成里",815,609927,748,568
10407,"鳳山區南成里",2266,1814368,801,618
10407,"鳳山區南和里",738,535774,726,550
10407,"鳳山區南興里",267,204633,766,581
10407,"鳳山區埤頂里",1665,1249063,750,578
10407,"鳳山區瑞興里",1357,1158588,854,666
10407,"鳳山區瑞竹里",1390,1074508,773,564
10407,"鳳山區三民里",341,279252,819,633
10407,"鳳山區善美里",1619,1268466,783,582
10407,"鳳山區生明里",554,421583,761,566
10407,"鳳山區天興里",1063,754821,710,536
10407,"鳳山區文德里",2888,3195620,1107,741
10407,"鳳山區文福里",2815,2586185,919,698
10407,"鳳山區文衡里",1307,1226875,939,702
10407,"鳳山區文華里",2417,2198288,910,656
10407,"鳳山區文山里",1675,1400377,836,619
10407,"鳳山區文英里",1005,814040,810,624
10407,"鳳山區五福里",926,711799,769,578
10407,"鳳山區武漢里",1437,1180448,821,608
10407,"鳳山區武慶里",717,559869,781,582
10407,"鳳山區武松里",719,515440,717,545
10407,"鳳山區縣口里",124,116807,942,542
10407,"鳳山區縣衙里",259,198039,765,571
10407,"鳳山區協和里",1225,1120044,914,687
10407,"鳳山區新富里",1223,964276,788,587
10407,"鳳山區新甲里",925,751273,812,612
10407,"鳳山區新樂里",1348,1223714,908,650
10407,"鳳山區新強里",1594,1453645,912,678
10407,"鳳山區新泰里",1188,1026037,864,661
10407,"鳳山區新武里",634,477168,753,566
10407,"鳳山區新興里",421,342854,814,577
10407,"鳳山區興仁里",1050,803024,765,595
10407,"鳳山區興中里",210,163570,779,577
10407,"鳳山區一甲里",956,710534,743,598
10407,"鳳山區鎮北里",1610,1217878,756,597
10407,"鳳山區鎮東里",536,375456,700,547
10407,"鳳山區鎮南里",1423,1097260,771,569
10407,"鳳山區鎮西里",1438,1151552,801,592
10407,"鳳山區正義里",1800,1342770,746,567
10407,"鳳山區中和里",1090,931133,854,609
10407,"鳳山區中崙里",735,528865,720,576
10407,"鳳山區中民里",1173,818809,698,553
10407,"鳳山區中榮里",1044,705085,675,542
10407,"鳳山區中正里",332,247765,746,588
10407,"鳳山區忠誠里",896,691062,771,576
10407,"鳳山區忠孝里",1643,1375945,837,604
10407,"鳳山區忠義里",1419,1298189,915,631
10407,"岡山區白米里",560,390421,697,583
10407,"岡山區本洲里",500,407703,815,516
10407,"岡山區碧紅里",1192,975759,819,620
10407,"岡山區程香里",1364,1119096,820,621
10407,"岡山區大遼里",361,247624,686,535
10407,"岡山區大莊里",241,168295,698,493
10407,"岡山區福興里",300,196444,655,530
10407,"岡山區岡山里",1375,1144688,833,595
10407,"岡山區和平里",121,92333,763,593
10407,"岡山區後紅里",1215,1019020,839,646
10407,"岡山區後協里",1658,1257332,758,593
10407,"岡山區華崗里",429,321454,749,567
10407,"岡山區嘉峰里",532,390905,735,573
10407,"岡山區嘉興里",1109,801042,722,554
10407,"岡山區劉厝里",382,291079,762,565
10407,"岡山區平安里",385,339141,881,575
10407,"岡山區前峰里",849,634089,747,550
10407,"岡山區仁壽里",1136,1558283,1372,602
10407,"岡山區仁義里",556,440506,792,620
10407,"岡山區三和里",244,154364,633,478
10407,"岡山區石潭里",572,470026,822,639
10407,"岡山區壽峰里",746,616253,826,602
10407,"岡山區壽天里",1145,1169751,1022,643
10407,"岡山區台上里",1677,1359074,810,622
10407,"岡山區潭底里",229,141744,619,515
10407,"岡山區灣裡里",567,436283,769,599
10407,"岡山區維仁里",298,225101,755,553
10407,"岡山區為隨里",186,129924,699,565
10407,"岡山區協和里",1111,919034,827,586
10407,"岡山區協榮里",692,506609,732,561
10407,"岡山區信義里",598,487367,815,717
10407,"岡山區忠孝里",749,580167,775,581
10407,"岡山區竹圍里",2158,1851904,858,641
10407,"鼓山區寶樹里",275,187098,680,480
10407,"鼓山區登山里",174,144227,829,523
10407,"鼓山區峰南里",218,134812,618,437
10407,"鼓山區鼓峰里",507,324680,640,522
10407,"鼓山區鼓岩里",302,173025,573,478
10407,"鼓山區光化里",303,193183,638,480
10407,"鼓山區光榮里",1067,771149,723,528
10407,"鼓山區河邊里",390,283950,728,529
10407,"鼓山區厚生里",887,635133,716,554
10407,"鼓山區華豐里",1307,1243731,952,649
10407,"鼓山區惠安里",362,308106,851,509
10407,"鼓山區建國里",737,608332,825,581
10407,"鼓山區麗興里",275,272641,991,523
10407,"鼓山區龍井里",355,234564,661,514
10407,"鼓山區龍水里",6674,9290323,1392,918
10407,"鼓山區龍子里",5034,5684553,1129,804
10407,"鼓山區綠川里",353,234038,663,529
10407,"鼓山區民強里",817,551193,675,526
10407,"鼓山區民族里",379,264737,699,544
10407,"鼓山區明誠里",5430,5473567,1008,755
10407,"鼓山區內惟里",283,215164,760,560
10407,"鼓山區平和里",1146,859031,750,543
10407,"鼓山區前峰里",1396,1182704,847,634
10407,"鼓山區山下里",375,282712,754,585
10407,"鼓山區哨船頭里",280,220293,787,529
10407,"鼓山區壽山里",360,272286,756,504
10407,"鼓山區樹德里",333,244349,734,533
10407,"鼓山區桃源里",188,166407,885,588
10407,"鼓山區維生里",413,504960,1223,585
10407,"鼓山區新民里",264,169750,643,476
10407,"鼓山區興宗里",355,241859,681,530
10407,"鼓山區雄峰里",558,365992,656,530
10407,"鼓山區延平里",278,206317,742,501
10407,"鼓山區裕豐里",912,915111,1003,667
10407,"鼓山區裕興里",963,805554,837,591
10407,"鼓山區正德里",555,406443,732,583
10407,"鼓山區忠正里",1077,852619,792,542
10407,"鼓山區自強里",200,160505,803,623
10407,"湖內區大湖里",1083,881571,814,568
10407,"湖內區公舘里",651,474577,729,600
10407,"湖內區海埔里",465,275071,592,463
10407,"湖內區海山里",264,201678,764,523
10407,"湖內區湖東里",699,511410,732,510
10407,"湖內區湖內里",1018,722890,710,577
10407,"湖內區劉家里",213,127097,597,514
10407,"湖內區太爺里",257,175325,682,500
10407,"湖內區田尾里",345,248627,721,509
10407,"湖內區文賢里",304,207626,683,526
10407,"湖內區葉厝里",754,505321,670,514
10407,"湖內區逸賢里",248,138563,559,441
10407,"湖內區中賢里",567,334076,589,461
10407,"湖內區忠興里",164,93925,573,481
10407,"茄萣區白雲里",404,243389,602,458
10407,"茄萣區保定里",754,446244,592,461
10407,"茄萣區大定里",267,165741,621,443
10407,"茄萣區福德里",235,147926,629,477
10407,"茄萣區光定里",232,136048,586,461
10407,"茄萣區和協里",255,146054,573,506
10407,"茄萣區吉定里",240,154698,645,490
10407,"茄萣區嘉安里",427,234912,550,445
10407,"茄萣區嘉賜里",927,571002,616,500
10407,"茄萣區嘉定里",255,160012,627,524
10407,"茄萣區嘉福里",225,113999,507,386
10407,"茄萣區嘉樂里",523,300601,575,459
10407,"茄萣區嘉泰里",263,147922,562,442
10407,"茄萣區崎漏里",1003,598664,597,462
10407,"茄萣區萬福里",209,125580,601,427
10407,"甲仙區寶隆里",118,54530,462,371
10407,"甲仙區大田里",267,130150,487,414
10407,"甲仙區東安里",81,54726,676,497
10407,"甲仙區關山里",78,36790,472,364
10407,"甲仙區和安里",127,82318,648,513
10407,"甲仙區西安里",192,122796,640,516
10407,"甲仙區小林里",85,36851,434,393
10407,"林園區北汕里",377,260508,691,569
10407,"林園區頂厝里",1210,901925,745,583
10407,"林園區東林里",795,598795,753,596
10407,"林園區東汕里",204,128883,632,541
10407,"林園區鳳芸里",448,326045,728,596
10407,"林園區港埔里",434,306504,706,541
10407,"林園區港嘴里",434,290518,669,547
10407,"林園區龔厝里",540,407115,754,592
10407,"林園區廣應里",982,732782,746,593
10407,"林園區林家里",349,257052,737,550
10407,"林園區林內里",390,275442,706,568
10407,"林園區林園里",995,788093,792,594
10407,"林園區仁愛里",884,763870,864,675
10407,"林園區潭頭里",674,489905,727,544
10407,"林園區王公里",1190,957653,805,650
10407,"林園區文賢里",592,425679,719,577
10407,"林園區五福里",575,377076,656,523
10407,"林園區溪州里",1024,737571,720,572
10407,"林園區西汕里",153,98854,646,558
10407,"林園區西溪里",823,546093,664,540
10407,"林園區中厝里",695,489023,704,577
10407,"林園區中門里",621,441029,710,570
10407,"林園區中汕里",509,337227,663,549
10407,"林園區中芸里",471,321800,683,563
10407,"苓雅區安祥里",949,1245133,1312,733
10407,"苓雅區博仁里",242,319629,1321,632
10407,"苓雅區朝陽里",486,413272,850,617
10407,"苓雅區城北里",488,519696,1065,631
10407,"苓雅區城東里",734,711143,969,694
10407,"苓雅區城西里",165,105357,639,462
10407,"苓雅區福地里",808,569887,705,531
10407,"苓雅區福東里",826,589719,714,574
10407,"苓雅區福海里",344,264746,770,585
10407,"苓雅區福居里",798,542681,680,517
10407,"苓雅區福康里",535,395087,738,569
10407,"苓雅區福隆里",823,640917,779,589
10407,"苓雅區福南里",568,427776,753,525
10407,"苓雅區福人里",602,459485,763,588
10407,"苓雅區福壽里",424,354984,837,528
10407,"苓雅區福西里",466,299568,643,513
10407,"苓雅區福祥里",382,272005,712,510
10407,"苓雅區鼓中里",301,242408,805,592
10407,"苓雅區光華里",165,119282,723,552
10407,"苓雅區廣澤里",631,585139,927,608
10407,"苓雅區和煦里",709,674220,951,639
10407,"苓雅區華堂里",999,907634,909,621
10407,"苓雅區建軍里",582,464273,798,571
10407,"苓雅區凱旋里",673,757314,1125,723
10407,"苓雅區林安里",518,481269,929,655
10407,"苓雅區林德里",616,693894,1126,682
10407,"苓雅區林富里",752,1163295,1547,782
10407,"苓雅區林貴里",643,636129,989,689
10407,"苓雅區林華里",927,756846,816,589
10407,"苓雅區林靖里",575,527118,917,725
10407,"苓雅區林南里",1097,1265988,1154,752
10407,"苓雅區林泉里",734,865587,1179,782
10407,"苓雅區林榮里",1387,1219638,879,587
10407,"苓雅區林圍里",926,1292788,1396,776
10407,"苓雅區林西里",531,444218,837,566
10407,"苓雅區林興里",377,278832,740,575
10407,"苓雅區林中里",1036,917002,885,614
10407,"苓雅區苓東里",453,379567,838,524
10407,"苓雅區苓昇里",368,257815,701,556
10407,"苓雅區苓雅里",488,426019,873,602
10407,"苓雅區苓中里",492,372342,757,547
10407,"苓雅區苓洲里",463,441960,955,590
10407,"苓雅區美田里",405,346135,855,621
10407,"苓雅區民主里",1314,1306551,994,641
10407,"苓雅區普天里",1195,1228506,1028,670
10407,"苓雅區普照里",1054,1128826,1071,671
10407,"苓雅區晴朗里",416,490692,1180,673
10407,"苓雅區人和里",617,561562,910,568
10407,"苓雅區仁政里",487,550299,1130,679
10407,"苓雅區日中里",808,723188,895,595
10407,"苓雅區尚義里",586,695007,1186,758
10407,"苓雅區田西里",476,405587,852,622
10407,"苓雅區同慶里",770,1188015,1543,930
10407,"苓雅區衛武里",579,405009,699,557
10407,"苓雅區文昌里",1242,948398,764,566
10407,"苓雅區五福里",1237,988677,799,557
10407,"苓雅區五權里",704,612579,870,625
10407,"苓雅區意誠里",1065,853832,802,578
10407,"苓雅區英明里",627,509188,812,588
10407,"苓雅區永康里",749,644175,860,613
10407,"苓雅區正大里",1728,1543674,893,620
10407,"苓雅區正道里",1402,1152068,822,597
10407,"苓雅區正仁里",806,660997,820,617
10407,"苓雅區正文里",713,677308,950,645
10407,"苓雅區正心里",1339,1206415,901,621
10407,"苓雅區正言里",997,871274,874,597
10407,"苓雅區正義里",869,1035105,1191,704
10407,"苓雅區中正里",1114,1486051,1334,764
10407,"苓雅區奏捷里",514,437836,852,605
10407,"六龜區寶來里",138,77188,559,449
10407,"六龜區大津里",55,33897,616,487
10407,"六龜區荖濃里",139,70564,508,407
10407,"六龜區六龜里",147,83106,565,450
10407,"六龜區文武里",228,146220,641,452
10407,"六龜區新發里",155,98438,635,436
10407,"六龜區新寮里",91,73858,812,638
10407,"六龜區新威里",130,84788,652,500
10407,"六龜區新興里",85,55562,654,500
10407,"六龜區興龍里",110,53988,491,407
10407,"六龜區義寶里",213,133390,626,476
10407,"六龜區中興里",238,153085,643,516
10407,"路竹區北嶺里",398,275196,691,524
10407,"路竹區頂寮里",292,194280,665,508
10407,"路竹區後鄉里",372,273969,736,553
10407,"路竹區甲北里",633,453187,716,559
10407,"路竹區甲南里",951,677349,712,552
10407,"路竹區三爺里",279,249342,894,558
10407,"路竹區社東里",501,333408,665,516
10407,"路竹區社南里",1451,1090328,751,581
10407,"路竹區社西里",669,453889,678,515
10407,"路竹區社中里",264,160958,610,472
10407,"路竹區文北里",970,687043,708,545
10407,"路竹區文南里",752,584587,777,618
10407,"路竹區下坑里",719,488828,680,506
10407,"路竹區新達里",289,194035,671,561
10407,"路竹區鴨寮里",618,481242,779,599
10407,"路竹區竹東里",1126,933524,829,610
10407,"路竹區竹滬里",830,587429,708,522
10407,"路竹區竹南里",891,946156,1062,641
10407,"路竹區竹西里",677,509971,753,521
10407,"路竹區竹園里",466,302077,648,517
10407,"茂林區多納里",98,51077,521,406
10407,"茂林區茂林里",187,125636,672,564
10407,"茂林區萬山里",72,54783,761,557
10407,"美濃區德興里",308,242429,787,602
10407,"美濃區東門里",293,216358,738,550
10407,"美濃區福安里",584,468947,803,565
10407,"美濃區廣德里",251,166940,665,492
10407,"美濃區廣林里",277,193270,698,551
10407,"美濃區合和里",562,408305,727,534
10407,"美濃區吉東里",336,232026,691,534
10407,"美濃區吉和里",286,215444,753,575
10407,"美濃區吉洋里",344,229413,667,547
10407,"美濃區龍肚里",323,240928,746,554
10407,"美濃區龍山里",457,338980,742,572
10407,"美濃區祿興里",569,407526,716,569
10407,"美濃區瀰濃里",499,397911,797,635
10407,"美濃區清水里",403,292262,725,597
10407,"美濃區獅山里",477,345032,723,582
10407,"美濃區泰安里",378,300947,796,590
10407,"美濃區興隆里",230,157585,685,555
10407,"美濃區中壇里",452,350536,776,611
10407,"美濃區中圳里",450,360943,802,605
10407,"彌陀區光和里",296,177291,599,505
10407,"彌陀區過港里",223,144056,646,493
10407,"彌陀區海尾里",170,99311,584,435
10407,"彌陀區舊港里",379,219787,580,445
10407,"彌陀區漯底里",270,171018,633,511
10407,"彌陀區彌靖里",496,357766,721,503
10407,"彌陀區彌仁里",137,82203,600,473
10407,"彌陀區彌壽里",196,139639,712,591
10407,"彌陀區彌陀里",459,312565,681,534
10407,"彌陀區南寮里",444,278734,628,500
10407,"彌陀區文安里",434,247866,571,455
10407,"彌陀區鹽埕里",471,288203,612,496
10407,"那瑪夏區達卡努瓦里",211,134574,638,543
10407,"那瑪夏區瑪雅里",139,93579,673,565
10407,"那瑪夏區南沙魯里",95,46624,491,493
10407,"楠梓區翠屏里",4379,3518330,803,632
10407,"楠梓區大昌里",531,353262,665,532
10407,"楠梓區東寧里",1118,993413,889,676
10407,"楠梓區福昌里",594,469534,790,606
10407,"楠梓區廣昌里",898,638693,711,582
10407,"楠梓區國昌里",1040,807047,776,591
10407,"楠梓區和昌里",629,485697,772,586
10407,"楠梓區宏昌里",993,831973,838,662
10407,"楠梓區宏南里",650,874952,1346,1021
10407,"楠梓區宏榮里",890,893629,1004,802
10407,"楠梓區宏毅里",836,798019,955,776
10407,"楠梓區惠豐里",1553,1242016,800,632
10407,"楠梓區惠民里",1189,936527,788,580
10407,"楠梓區惠楠里",756,578742,766,586
10407,"楠梓區加昌里",2525,2036779,807,630
10407,"楠梓區建昌里",801,617051,770,599
10407,"楠梓區金田里",952,753896,792,602
10407,"楠梓區錦屏里",1019,830214,815,627
10407,"楠梓區久昌里",726,504597,695,573
10407,"楠梓區藍田里",1495,1558523,1042,798
10407,"楠梓區隆昌里",1021,800225,784,573
10407,"楠梓區清豐里",6008,5135880,855,692
10407,"楠梓區慶昌里",1130,1068420,946,695
10407,"楠梓區仁昌里",1514,1126469,744,600
10407,"楠梓區稔田里",438,344219,786,620
10407,"楠梓區瑞屏里",1215,985131,811,614
10407,"楠梓區盛昌里",1766,1574455,892,679
10407,"楠梓區泰昌里",391,285914,731,565
10407,"楠梓區五常里",1660,1202603,724,579
10407,"楠梓區享平里",953,787657,827,603
10407,"楠梓區興昌里",1258,1087712,865,694
10407,"楠梓區秀昌里",651,561353,862,645
10407,"楠梓區玉屏里",688,542026,788,617
10407,"楠梓區裕昌里",1075,1011046,941,723
10407,"楠梓區中和里",509,436322,857,670
10407,"楠梓區中興里",460,390754,849,678
10407,"楠梓區中陽里",778,576083,740,536
10407,"內門區東埔里",97,58694,605,416
10407,"內門區溝坪里",167,86223,516,443
10407,"內門區觀亭里",339,212443,627,536
10407,"內門區光興里",94,60042,639,560
10407,"內門區金竹里",104,53295,512,414
10407,"內門區木柵里",82,40421,493,446
10407,"內門區內東里",128,69945,546,438
10407,"內門區內豊里",234,127211,544,424
10407,"內門區內門里",186,118870,639,549
10407,"內門區內南里",78,44944,576,448
10407,"內門區內興里",94,48201,513,426
10407,"內門區瑞山里",43,33003,768,471
10407,"內門區三平里",90,53732,597,501
10407,"內門區石坑里",75,44204,589,486
10407,"內門區永富里",203,112328,553,411
10407,"內門區永吉里",71,47433,668,504
10407,"內門區永興里",70,38009,543,498
10407,"內門區中埔里",108,68275,632,467
10407,"鳥松區大華里",3403,5089918,1496,780
10407,"鳥松區大竹里",177,134989,763,587
10407,"鳥松區坔埔里",963,808435,839,587
10407,"鳥松區華美里",1046,856026,818,588
10407,"鳥松區夢裡里",1563,2264379,1449,827
10407,"鳥松區鳥松里",3231,3909784,1210,788
10407,"鳥松區仁美里",1613,1173250,727,558
10407,"旗津區安順里",174,103436,594,507
10407,"旗津區北汕里",542,315400,582,457
10407,"旗津區慈愛里",455,274663,604,487
10407,"旗津區復興里",638,367242,576,488
10407,"旗津區南汕里",382,239399,627,541
10407,"旗津區旗下里",285,185192,650,505
10407,"旗津區上竹里",594,403195,679,541
10407,"旗津區實踐里",274,158051,577,464
10407,"旗津區永安里",249,139162,559,451
10407,"旗津區振興里",372,236843,637,471
10407,"旗津區中華里",317,197556,623,481
10407,"旗津區中興里",604,382281,633,504
10407,"旗津區中洲里",328,215084,656,487
10407,"旗山區大德里",711,524640,738,559
10407,"旗山區大林里",242,136750,565,452
10407,"旗山區大山里",298,197696,663,529
10407,"旗山區東昌里",235,160985,685,502
10407,"旗山區東平里",454,353278,778,586
10407,"旗山區廣福里",130,107808,829,575
10407,"旗山區鯤洲里",146,101113,693,497
10407,"旗山區湄洲里",510,380567,746,569
10407,"旗山區南勝里",428,287383,671,505
10407,"旗山區南洲里",283,199261,704,517
10407,"旗山區瑞吉里",469,315064,672,509
10407,"旗山區三協里",471,317372,674,509
10407,"旗山區上洲里",189,119020,630,545
10407,"旗山區太平里",574,392428,684,511
10407,"旗山區新光里",169,115458,683,513
10407,"旗山區永和里",835,576410,690,533
10407,"旗山區圓富里",383,233301,609,506
10407,"旗山區中寮里",22,10041,456,469
10407,"旗山區中正里",295,179290,608,496
10407,"旗山區中洲里",141,103539,734,514
10407,"旗山區竹峰里",362,309356,855,570
10407,"前金區北金里",232,202394,872,560
10407,"前金區博孝里",327,306201,936,556
10407,"前金區草江里",392,356692,910,618
10407,"前金區東金里",342,415492,1215,698
10407,"前金區復元里",362,375690,1038,665
10407,"前金區國民里",352,500571,1422,666
10407,"前金區後金里",268,275225,1027,645
10407,"前金區林投里",233,296880,1274,536
10407,"前金區民生里",262,257419,983,678
10407,"前金區青山里",571,673495,1180,719
10407,"前金區榮復里",367,262481,715,526
10407,"前金區三川里",200,123375,617,465
10407,"前金區社東里",661,833383,1261,736
10407,"前金區社西里",390,407922,1046,665
10407,"前金區文東里",419,440172,1051,639
10407,"前金區文西里",321,277796,865,551
10407,"前金區新生里",1255,1341252,1069,703
10407,"前金區長城里",392,319754,816,579
10407,"前金區長生里",581,594740,1024,644
10407,"前金區長興里",353,319074,904,588
10407,"前鎮區草衙里",2524,1750101,693,531
10407,"前鎮區德昌里",498,316846,636,507
10407,"前鎮區復國里",827,747129,903,617
10407,"前鎮區建隆里",327,420074,1285,763
10407,"前鎮區良和里",1028,1082268,1053,734
10407,"前鎮區民權里",1509,1618324,1072,724
10407,"前鎮區明道里",236,170588,723,575
10407,"前鎮區明禮里",362,242951,671,511
10407,"前鎮區明孝里",746,529488,710,504
10407,"前鎮區明義里",653,480450,736,569
10407,"前鎮區明正里",1609,1281322,796,619
10407,"前鎮區平昌里",152,106889,703,531
10407,"前鎮區平等里",499,416640,835,585
10407,"前鎮區前鎮里",360,248962,692,526
10407,"前鎮區仁愛里",334,241215,722,540
10407,"前鎮區瑞北里",849,610842,719,582
10407,"前鎮區瑞昌里",950,690064,726,575
10407,"前鎮區瑞誠里",787,569133,723,584
10407,"前鎮區瑞東里",662,476773,720,557
10407,"前鎮區瑞豐里",797,632758,794,618
10407,"前鎮區瑞崗里",701,538584,768,569
10407,"前鎮區瑞和里",564,416282,738,565
